env_air_monitor_date,env_air_monitor_site_id,env_air_pollutant_code,env_air_daily_avg_concentration,env_air_daily_max_8hr_concentration,env_air_aqi_value,env_air_exceedance_flag,env_air_exceptional_event_flag,env_air_wildfire_smoke_flag,env_air_temperature_c,env_air_relative_humidity_pct,env_air_wind_speed_m_s,env_air_wind_direction_deg,env_air_barometric_pressure_hpa,env_air_instrument_method_code,env_air_data_completeness_pct,env_air_calibration_check_flag,env_air_near_roadway_indicator,env_air_population_exposure_estimate,env_air_health_advisory_level
2019-01-24,SITE0000024,PM25,38.427,243.119,485,1,0,0,-5.88,75.57,12.45,300,950.09,NDIR,89.66,0,1,1649066,UNHEALTHY
2019-01-25,SITE0000025,PM10,86.385,60.064,493,0,0,0,41.4,32.1,9.0,245,977.42,FEM,52.77,0,0,1725974,NONE
2019-01-26,SITE0000026,PM25,14.308,135.33,182,0,0,0,43.84,75.13,7.09,96,1001.16,BAM1020,93.53,0,1,2211502,SENSITIVE
2019-01-27,SITE0000027,PM25,45.427,159.603,229,0,0,0,3.67,79.16,5.73,192,1041.01,UV_PHOTOMETRY,74.54,0,1,1068874,NONE
2019-01-28,SITE0000028,NO2,20.519,205.529,355,0,0,0,27.2,29.16,13.42,274,965.54,TEOM,99.4,0,1,828224,SENSITIVE
2019-01-29,SITE0000029,O3,83.655,242.602,362,0,0,1,42.27,55.83,14.42,237,1049.66,BAM1020,60.26,0,0,2317756,NONE
2019-01-30,SITE0000030,PM25,77.396,137.24,391,0,0,0,29.33,63.53,16.35,179,1042.17,TEOM,80.66,1,0,1018047,SENSITIVE
2019-01-31,SITE0000031,PM10,89.195,97.641,384,0,1,0,20.82,27.45,5.79,155,1007.49,CHEMILUMINESCENCE,77.48,0,1,1136480,SENSITIVE
2019-02-01,SITE0000032,O3,29.879,197.823,277,0,0,0,9.19,71.54,5.01,177,991.79,FRM,62.76,0,0,1205299,NONE
2019-02-02,SITE0000033,SO2,118.07,239.672,451,0,0,0,-19.83,14.39,13.5,328,965.84,TEOM,60.59,0,1,244135,NONE
2019-02-03,SITE0000034,PM25,2.71,195.231,472,0,0,0,3.9,7.4,8.56,193,959.4,UV_PHOTOMETRY,55.7,0,0,2354493,NONE
2019-02-04,SITE0000035,NO2,60.276,4.336,401,0,0,0,31.11,38.76,12.62,93,1014.16,CHEMILUMINESCENCE,63.21,0,1,2140067,VERY_UNHEALTHY
2019-02-05,SITE0000036,PM25,97.847,108.874,104,0,0,0,25.53,61.32,13.3,239,957.4,UV_PHOTOMETRY,81.29,0,0,1442998,SENSITIVE
2019-02-06,SITE0000037,O3,41.267,238.169,430,0,0,0,36.62,59.19,1.63,310,958.85,BAM1020,57.18,0,0,1094320,NONE
2019-02-07,SITE0000038,O3,66.668,51.119,131,0,0,0,-7.87,46.11,8.11,167,995.63,UV_PHOTOMETRY,72.73,0,0,1042576,VERY_UNHEALTHY
2019-02-08,SITE0000039,PM25,46.778,249.865,121,0,0,0,17.31,60.61,16.42,125,1019.16,BAM1020,53.53,0,0,1917369,NONE
2019-02-09,SITE0000040,PM25,105.394,54.361,64,0,0,0,-4.27,51.73,6.1,221,1042.34,FEM,70.04,0,0,2349087,NONE
2019-02-10,SITE0000041,CO,48.304,136.053,372,1,0,0,14.26,65.19,8.86,12,1016.02,FEM,83.02,0,0,1431929,NONE
2019-02-11,SITE0000042,PM10,61.114,37.107,183,0,0,1,-17.64,75.99,17.12,202,1040.14,TEOM,51.13,0,0,678945,HAZARDOUS
2019-02-12,SITE0000043,CO,71.208,58.434,405,0,0,0,-13.65,28.16,14.69,63,987.0,NDIR,58.24,0,0,1713510,NONE
2019-02-13,SITE0000044,SO2,39.104,36.272,358,0,0,0,13.05,11.54,4.34,307,1010.82,BAM1020,56.44,0,1,485410,HAZARDOUS
2019-02-14,SITE0000045,PM25,85.359,91.794,93,0,0,0,11.74,86.73,8.76,328,962.37,NDIR,70.02,0,0,1159233,UNHEALTHY
2019-02-15,SITE0000046,PM25,63.734,119.624,376,0,0,0,-17.02,65.25,9.51,188,1012.76,TEOM,90.94,0,1,2178649,NONE
2019-02-16,SITE0000047,NO2,118.362,93.459,459,0,0,0,40.3,92.93,9.46,26,1001.36,TEOM,83.45,0,0,427128,NONE
2019-02-17,SITE0000048,O3,31.373,212.359,246,0,0,0,34.22,78.13,11.93,142,963.2,UV_PHOTOMETRY,58.13,1,0,2171633,VERY_UNHEALTHY
2019-02-18,SITE0000049,NO2,99.605,126.072,107,0,0,0,-2.92,99.31,3.3,36,985.53,FEM,74.24,0,0,2183252,NONE
2019-02-19,SITE0000050,O3,4.147,23.373,96,0,0,0,36.84,16.73,1.54,61,1012.97,CHEMILUMINESCENCE,62.82,0,1,367207,UNHEALTHY
2019-02-20,SITE0000051,PM10,69.216,72.614,408,0,0,0,39.78,90.09,16.08,250,966.56,CHEMILUMINESCENCE,67.99,0,0,1880176,NONE
2019-02-21,SITE0000052,O3,112.107,149.82,184,1,0,0,-13.75,45.05,1.66,312,991.61,TEOM,70.77,0,0,466402,NONE
2019-02-22,SITE0000053,PM25,6.429,241.747,191,0,0,1,23.89,41.2,10.34,1,1039.46,TEOM,73.5,0,0,2130735,SENSITIVE
2019-02-23,SITE0000054,O3,102.601,198.34,45,0,0,0,-0.2,23.62,11.44,22,974.63,TEOM,59.33,0,0,1578646,NONE
2019-02-24,SITE0000055,PM25,91.866,183.741,162,0,0,0,8.87,51.88,12.77,245,1045.45,TEOM,60.09,1,0,1411269,UNHEALTHY
2019-02-25,SITE0000056,PM25,7.537,98.715,319,0,0,0,39.5,10.98,7.71,194,1038.17,FRM,96.79,0,0,846925,VERY_UNHEALTHY
2019-02-26,SITE0000057,O3,71.662,79.134,255,0,0,0,-4.09,34.46,17.58,307,1040.55,UV_PHOTOMETRY,61.25,0,0,798243,NONE
2019-02-27,SITE0000058,O3,46.356,219.633,89,0,0,0,5.6,18.72,13.84,239,981.19,TEOM,64.7,0,0,1813046,NONE
2019-02-28,SITE0000059,PM25,78.44,239.638,300,0,0,0,11.52,59.51,17.23,98,1041.92,FEM,87.44,0,0,387162,NONE
2019-03-01,SITE0000060,NO2,15.105,187.786,265,0,0,0,32.7,93.55,12.0,195,1048.07,UV_PHOTOMETRY,78.41,0,0,327329,NONE
2019-03-02,SITE0000061,CO,24.168,112.444,8,0,0,0,38.33,93.52,1.15,213,960.98,TEOM,54.38,0,1,1586155,NONE
2019-03-03,SITE0000062,O3,102.653,103.64,118,0,0,0,10.12,91.89,3.48,316,1021.41,BAM1020,60.08,1,0,2220188,SENSITIVE
2019-03-04,SITE0000063,PM25,19.67,211.667,225,1,0,0,33.71,94.48,5.61,108,965.4,FRM,59.61,0,0,713489,NONE
2019-03-05,SITE0000064,O3,70.277,228.083,102,0,0,1,-5.87,92.51,0.31,268,955.0,UV_PHOTOMETRY,78.64,0,0,2182198,VERY_UNHEALTHY
2019-03-06,SITE0000065,PM25,77.479,99.565,50,0,0,0,38.8,5.31,11.37,287,970.94,NDIR,51.88,0,1,1820220,NONE
2019-03-07,SITE0000066,PM25,88.0,94.66,298,1,0,0,5.37,90.52,12.32,316,975.73,BAM1020,59.34,0,0,1543653,SENSITIVE
2019-03-08,SITE0000067,PM25,73.644,222.128,18,0,0,0,17.5,36.15,1.49,172,975.0,NDIR,64.32,0,0,1880626,NONE
2019-03-09,SITE0000068,PM10,47.649,99.389,426,0,0,0,-18.0,35.13,11.88,357,978.55,BAM1020,83.81,0,0,1654831,UNHEALTHY
2019-03-10,SITE0000069,PM25,86.486,67.024,216,0,1,0,-6.29,8.42,14.25,274,952.98,NDIR,84.74,0,1,367940,HAZARDOUS
2019-03-11,SITE0000070,NO2,2.231,38.704,38,0,0,0,19.48,48.73,6.01,129,1042.3,BAM1020,90.3,0,0,1152390,NONE
2019-03-12,SITE0000071,PM10,1.554,218.132,391,1,0,0,-12.05,61.36,14.02,187,1047.94,FEM,94.71,0,0,940376,SENSITIVE
2019-03-13,SITE0000072,PM25,9.361,42.878,245,0,0,0,6.75,36.77,12.07,47,1034.38,FEM,51.5,0,0,675765,SENSITIVE
2019-03-14,SITE0000073,O3,91.297,87.784,284,0,0,0,-3.33,58.9,8.06,116,952.9,CHEMILUMINESCENCE,78.09,0,0,645249,NONE
2019-03-15,SITE0000074,O3,118.295,225.129,436,0,0,0,29.18,7.71,7.6,8,970.47,BAM1020,72.13,0,1,647205,SENSITIVE
2019-03-16,SITE0000075,NO2,10.449,186.267,127,0,0,0,4.18,8.94,4.88,41,1048.87,TEOM,84.52,0,1,1205625,NONE
2019-03-17,SITE0000076,PM25,38.211,37.811,493,1,0,0,-12.99,41.46,5.26,33,1001.2,NDIR,62.23,0,0,106713,SENSITIVE
2019-03-18,SITE0000077,NO2,16.476,150.654,496,0,0,0,25.8,18.08,1.35,75,1029.81,FEM,95.59,0,0,968335,NONE
2019-03-19,SITE0000078,PM25,39.269,100.841,469,0,0,0,-15.17,13.17,11.42,336,1025.87,UV_PHOTOMETRY,73.08,0,0,1197138,NONE
2019-03-20,SITE0000079,PM25,76.017,111.496,376,0,0,0,35.03,75.27,11.47,201,975.86,NDIR,57.84,0,0,511836,NONE
2019-03-21,SITE0000080,O3,78.337,69.805,324,0,0,0,19.82,37.08,15.28,228,1017.0,FRM,61.18,0,1,2304903,NONE
2019-03-22,SITE0000081,O3,74.067,186.871,187,1,0,0,13.56,26.23,6.78,249,1007.87,FRM,85.9,0,1,803038,NONE
2019-03-23,SITE0000082,SO2,39.885,65.409,246,0,0,0,34.14,92.58,13.44,86,976.2,FRM,80.46,1,0,1608492,SENSITIVE
2019-03-24,SITE0000083,PM25,113.995,8.214,215,0,0,0,6.32,6.97,10.53,118,1003.25,FEM,84.39,1,0,1157115,NONE
2019-03-25,SITE0000084,PM10,2.071,84.956,233,0,0,0,-2.08,70.78,14.61,74,1039.75,UV_PHOTOMETRY,55.02,0,1,254061,NONE
2019-03-26,SITE0000085,CO,115.869,104.392,188,0,0,0,38.25,68.68,11.81,277,968.34,CHEMILUMINESCENCE,96.74,0,0,1483779,NONE
2019-03-27,SITE0000086,PM25,29.967,47.314,406,0,0,0,-4.5,46.03,15.01,220,1006.64,BAM1020,62.13,0,0,935128,UNHEALTHY
2019-03-28,SITE0000087,NO2,56.631,136.397,496,0,0,0,-0.59,75.67,9.8,86,979.17,CHEMILUMINESCENCE,55.22,0,1,665107,NONE
2019-03-29,SITE0000088,PM25,78.346,80.411,444,0,0,0,-5.22,19.71,14.98,194,997.41,BAM1020,95.82,0,0,2212330,UNHEALTHY
2019-03-30,SITE0000089,O3,36.686,1.038,471,1,0,0,33.58,33.17,14.03,321,1002.63,BAM1020,78.42,0,0,2031868,NONE
2019-03-31,SITE0000090,PM10,24.564,184.606,347,1,0,0,20.87,54.96,10.07,281,1041.44,UV_PHOTOMETRY,51.33,0,0,28542,NONE
2019-04-01,SITE0000091,O3,55.261,25.037,290,0,0,0,34.53,77.95,4.39,173,984.64,UV_PHOTOMETRY,62.52,0,1,1683009,NONE
2019-04-02,SITE0000092,NO2,69.298,104.43,4,0,0,0,-16.17,14.58,11.82,65,1048.37,FEM,61.18,0,0,965592,NONE
2019-04-03,SITE0000093,PM25,61.468,190.794,332,1,0,0,1.84,75.62,6.37,30,985.56,CHEMILUMINESCENCE,68.33,0,0,170019,UNHEALTHY
2019-04-04,SITE0000094,PM25,15.856,15.155,252,0,0,0,4.29,36.25,4.0,238,1028.78,NDIR,61.35,0,0,1622385,SENSITIVE
2019-04-05,SITE0000095,O3,33.778,163.352,1,0,0,0,31.32,42.48,13.53,64,958.59,NDIR,72.44,0,0,1399374,NONE
2019-04-06,SITE0000096,PM10,92.142,189.754,496,0,0,0,16.56,15.45,8.66,232,1047.71,NDIR,78.88,0,0,1077844,UNHEALTHY
2019-04-07,SITE0000097,NO2,4.531,94.62,492,0,0,0,9.66,96.22,14.16,48,1036.65,BAM1020,82.23,0,0,1694275,NONE
2019-04-08,SITE0000098,NO2,2.69,103.825,6,0,0,0,24.55,67.73,6.45,59,969.09,CHEMILUMINESCENCE,74.27,0,0,986209,NONE
2019-04-09,SITE0000099,PM25,101.431,180.045,419,0,0,0,-2.83,58.06,11.8,194,981.05,FRM,70.66,0,0,182038,VERY_UNHEALTHY
2019-04-10,SITE0000100,O3,69.149,193.72,457,0,0,0,9.89,34.01,1.71,53,959.78,UV_PHOTOMETRY,85.83,0,0,2255320,SENSITIVE
2019-04-11,SITE0000101,PM25,48.757,179.693,78,0,0,0,27.2,51.38,14.5,60,984.7,BAM1020,61.33,0,0,513500,UNHEALTHY
2019-04-12,SITE0000102,CO,3.579,14.068,75,0,0,0,36.44,82.85,7.27,249,1015.38,FEM,52.54,0,0,886713,NONE
2019-04-13,SITE0000103,PM25,118.211,143.371,41,0,0,0,39.05,55.71,0.59,222,1027.0,TEOM,74.19,0,0,1872077,NONE
2019-04-14,SITE0000104,PM25,73.978,33.405,439,0,0,0,-17.78,27.1,12.65,137,1041.87,TEOM,64.36,0,0,1902413,SENSITIVE
2019-04-15,SITE0000105,NO2,46.626,105.829,67,0,0,0,9.79,17.11,8.08,355,1000.83,BAM1020,69.82,0,1,1867576,NONE
2019-04-16,SITE0000106,PM25,59.77,187.208,29,0,0,0,8.87,47.55,2.92,327,968.1,TEOM,78.89,0,1,1466631,UNHEALTHY
2019-04-17,SITE0000107,PM25,13.636,1.08,296,0,0,0,24.23,84.68,12.03,272,959.67,FRM,92.08,0,1,1595984,SENSITIVE
2019-04-18,SITE0000108,O3,52.054,129.749,174,0,0,0,-8.48,29.67,16.32,8,1035.55,UV_PHOTOMETRY,53.55,0,0,1857010,SENSITIVE
2019-04-19,SITE0000109,NO2,79.535,171.586,319,1,0,0,15.21,76.52,17.67,157,999.54,TEOM,97.29,1,0,1825542,NONE
2019-04-20,SITE0000110,PM25,91.93,246.311,83,0,0,0,8.49,75.65,14.08,203,977.33,BAM1020,76.48,0,0,644594,NONE
2019-04-21,SITE0000111,PM25,103.223,35.894,345,0,0,0,13.98,76.21,2.38,11,951.67,TEOM,83.4,0,0,2181082,NONE
2019-04-22,SITE0000112,PM10,58.49,203.384,227,0,0,0,41.21,33.47,17.35,193,1040.49,CHEMILUMINESCENCE,63.59,0,1,1813414,NONE
2019-04-23,SITE0000113,PM25,48.804,28.738,434,1,0,0,-19.35,34.16,10.33,325,967.89,BAM1020,54.03,0,0,1728018,VERY_UNHEALTHY
2019-04-24,SITE0000114,PM10,73.391,223.638,327,0,0,0,-4.93,88.61,10.43,333,1029.2,NDIR,85.36,0,0,2182984,NONE
2019-04-25,SITE0000115,NO2,51.684,16.816,221,0,0,0,6.01,82.75,3.11,105,993.64,UV_PHOTOMETRY,51.21,0,0,681434,NONE
2019-04-26,SITE0000116,O3,3.983,75.715,366,0,0,0,22.21,26.61,8.0,150,1005.59,BAM1020,61.27,0,1,1330226,NONE
2019-04-27,SITE0000117,PM25,28.821,248.029,462,0,0,0,0.0,84.53,10.98,208,960.22,UV_PHOTOMETRY,71.32,0,0,1432772,NONE
2019-04-28,SITE0000118,PM25,64.677,42.883,78,0,0,0,36.03,54.29,11.56,338,980.95,UV_PHOTOMETRY,98.34,0,0,236945,NONE
2019-04-29,SITE0000119,PM10,75.495,10.214,202,0,0,0,32.67,84.95,7.47,204,963.77,NDIR,53.55,1,0,1865410,NONE
2019-04-30,SITE0000120,PM25,33.181,195.812,232,0,0,0,10.31,75.26,4.4,348,994.27,BAM1020,59.69,0,0,591626,UNHEALTHY
2019-05-01,SITE0000121,PM25,96.498,117.921,167,1,0,0,-16.93,17.67,7.26,218,1046.52,UV_PHOTOMETRY,87.72,0,1,791064,NONE
2019-05-02,SITE0000122,O3,22.77,236.086,240,0,0,1,43.14,5.88,16.21,320,1036.55,UV_PHOTOMETRY,93.84,0,0,637474,UNHEALTHY
2019-05-03,SITE0000123,O3,100.811,197.631,483,0,0,1,-19.27,31.9,0.45,320,969.62,CHEMILUMINESCENCE,88.37,1,1,421711,NONE
2019-05-04,SITE0000124,PM10,66.933,103.381,418,0,0,0,27.01,61.44,10.17,78,1042.73,FRM,84.76,0,0,427178,UNHEALTHY
2019-05-05,SITE0000125,NO2,75.707,86.144,45,0,0,0,35.2,71.5,0.0,81,978.27,CHEMILUMINESCENCE,73.87,0,0,2499139,NONE
2019-05-06,SITE0000126,SO2,2.784,127.882,493,0,0,0,-5.58,94.16,4.49,75,1047.86,FRM,94.77,0,0,1611300,NONE
2019-05-07,SITE0000127,PM25,29.599,139.491,183,0,0,0,-16.31,20.69,5.82,333,1040.86,FEM,94.76,0,1,1974070,NONE
2019-05-08,SITE0000128,NO2,7.009,133.114,247,0,0,0,40.26,49.18,1.0,347,978.62,CHEMILUMINESCENCE,53.17,0,1,1759183,NONE
2019-05-09,SITE0000129,O3,77.465,128.338,362,0,0,0,-0.42,21.97,2.65,75,1044.87,CHEMILUMINESCENCE,64.31,0,0,586039,UNHEALTHY
2019-05-10,SITE0000130,O3,52.125,96.328,472,0,0,1,35.17,61.0,5.94,235,1049.22,BAM1020,91.55,0,0,1520418,NONE
2019-05-11,SITE0000131,PM25,7.645,188.98,329,0,0,0,35.85,90.61,0.07,131,1021.4,FRM,75.12,0,0,1834405,NONE
2019-05-12,SITE0000132,CO,21.377,128.169,11,0,0,0,29.11,40.11,0.1,359,1033.77,CHEMILUMINESCENCE,53.34,0,0,241843,NONE
2019-05-13,SITE0000133,PM25,79.685,105.608,297,0,0,0,-0.61,8.05,9.3,134,952.0,BAM1020,98.57,0,0,269841,NONE
2019-05-14,SITE0000134,NO2,47.311,62.719,487,0,0,0,26.87,68.53,4.22,246,981.67,CHEMILUMINESCENCE,65.33,0,0,1765469,NONE
2019-05-15,SITE0000135,PM25,92.467,161.221,435,0,0,0,-14.89,97.57,11.96,69,1019.6,NDIR,87.47,0,0,284700,NONE
2019-05-16,SITE0000136,PM25,23.763,114.118,268,0,0,0,16.31,12.52,9.17,90,986.73,BAM1020,68.04,0,0,296719,NONE
2019-05-17,SITE0000137,PM25,80.339,218.369,404,0,0,0,-19.11,95.0,15.93,2,1007.94,FEM,70.99,0,0,127696,NONE
2019-05-18,SITE0000138,PM25,89.756,226.151,120,0,0,1,10.71,14.14,4.87,297,989.55,BAM1020,90.17,0,0,2075216,NONE
2019-05-19,SITE0000139,O3,71.842,86.065,175,0,0,0,41.54,16.05,2.38,305,959.31,UV_PHOTOMETRY,64.57,0,0,1881662,UNHEALTHY
2019-05-20,SITE0000140,O3,73.349,170.636,98,0,0,0,-17.36,77.12,3.25,132,967.21,NDIR,56.93,0,0,397311,NONE
2019-05-21,SITE0000141,NO2,72.531,49.52,7,0,0,0,-10.5,47.98,3.42,111,1016.98,FRM,82.07,0,1,1917843,NONE
2019-05-22,SITE0000142,PM25,66.274,49.122,124,0,0,0,15.15,24.39,9.64,202,988.84,TEOM,65.22,0,0,1711701,NONE
2019-05-23,SITE0000143,O3,107.476,60.273,330,0,1,0,16.47,88.18,3.7,353,990.41,FRM,78.42,0,0,948495,VERY_UNHEALTHY
2019-05-24,SITE0000144,PM10,25.961,42.37,442,0,0,1,8.85,17.62,13.37,72,1015.35,FEM,53.05,0,0,382582,NONE
2019-05-25,SITE0000145,CO,2.878,100.778,324,0,0,0,41.93,55.54,5.93,131,1046.28,FRM,99.13,0,1,825340,HAZARDOUS
2019-05-26,SITE0000146,O3,82.299,111.283,498,0,0,0,39.21,54.61,9.71,18,994.68,FEM,50.33,1,1,1144496,SENSITIVE
2019-05-27,SITE0000147,SO2,12.278,116.957,475,0,0,0,21.02,50.99,9.47,89,977.04,NDIR,96.42,0,1,716898,UNHEALTHY
2019-05-28,SITE0000148,SO2,84.571,99.125,215,1,0,0,44.52,6.25,12.77,2,1007.25,UV_PHOTOMETRY,96.57,0,0,104401,NONE
2019-05-29,SITE0000149,O3,58.169,44.178,300,0,0,0,18.05,35.74,4.86,136,978.38,TEOM,79.79,0,0,17270,VERY_UNHEALTHY
2019-05-30,SITE0000150,O3,108.18,101.747,489,0,0,0,12.13,67.83,8.14,229,995.63,NDIR,93.25,0,0,2040744,UNHEALTHY
2019-05-31,SITE0000151,O3,108.142,149.478,160,0,0,0,10.2,73.99,6.77,290,998.33,BAM1020,88.91,0,1,1838371,UNHEALTHY
2019-06-01,SITE0000152,O3,58.745,98.63,224,0,0,0,33.11,81.52,12.58,179,1037.06,FEM,61.88,0,0,1746041,NONE
2019-06-02,SITE0000153,O3,49.478,101.722,337,0,0,0,-7.12,36.36,2.58,333,1009.42,TEOM,56.78,0,0,2380961,NONE
2019-06-03,SITE0000154,PM10,81.911,231.266,105,0,0,0,5.45,56.16,16.35,266,985.92,CHEMILUMINESCENCE,79.24,0,1,780415,NONE
2019-06-04,SITE0000155,PM25,7.119,192.963,242,1,0,0,23.27,49.67,2.49,256,1029.96,BAM1020,60.4,1,1,801224,NONE
2019-06-05,SITE0000156,O3,8.967,235.519,437,0,0,0,7.92,25.69,15.08,318,1023.14,FRM,66.84,0,0,1511478,NONE
2019-06-06,SITE0000157,NO2,95.707,88.051,307,1,0,0,34.27,50.85,0.92,204,970.7,CHEMILUMINESCENCE,57.95,1,1,2370570,NONE
2019-06-07,SITE0000158,NO2,44.61,51.494,91,1,0,0,25.46,61.55,8.84,236,1003.41,FEM,73.1,0,0,2252096,UNHEALTHY
2019-06-08,SITE0000159,PM10,53.176,221.431,37,0,0,1,27.8,46.13,9.65,325,1016.36,BAM1020,75.3,0,0,973790,NONE
2019-06-09,SITE0000160,PM25,19.148,58.985,270,0,0,0,34.89,47.61,8.7,242,1028.9,TEOM,84.85,0,0,2438282,SENSITIVE
2019-06-10,SITE0000161,CO,54.492,165.45,16,0,0,0,6.44,67.93,13.63,278,976.65,TEOM,56.17,1,0,543562,NONE
2019-06-11,SITE0000162,O3,37.341,2.495,303,0,0,0,40.57,96.31,17.97,298,1023.37,CHEMILUMINESCENCE,99.1,0,0,1217352,SENSITIVE
2019-06-12,SITE0000163,PM10,15.293,121.399,483,0,0,0,9.51,64.91,11.45,36,1019.71,TEOM,70.16,0,0,209253,SENSITIVE
2019-06-13,SITE0000164,O3,111.979,225.63,374,0,0,0,-2.36,70.9,3.04,14,970.16,TEOM,71.69,0,0,1228819,NONE
2019-06-14,SITE0000165,NO2,114.164,178.357,390,1,0,0,-3.88,99.22,0.42,34,1027.71,BAM1020,73.01,0,0,1801132,UNHEALTHY
2019-06-15,SITE0000166,PM25,72.827,106.065,281,1,0,0,43.71,87.09,7.43,69,960.42,NDIR,89.05,0,0,312646,NONE
2019-06-16,SITE0000167,O3,74.529,49.649,105,0,0,0,-2.2,71.8,14.43,299,996.02,FRM,90.75,1,0,1355901,UNHEALTHY
2019-06-17,SITE0000168,PM25,112.495,180.131,136,0,0,0,-15.45,43.88,8.21,249,1027.69,TEOM,66.71,0,1,2258510,NONE
2019-06-18,SITE0000169,PM25,28.133,119.976,4,1,0,0,19.07,80.74,10.13,9,1033.93,FRM,77.81,0,0,2128828,NONE
2019-06-19,SITE0000170,PM25,40.746,179.123,42,0,0,0,2.11,33.11,15.79,29,1022.59,TEOM,68.36,0,0,1212067,NONE
2019-06-20,SITE0000171,PM10,85.971,213.33,75,0,0,1,-8.21,42.0,12.91,288,970.02,TEOM,86.94,0,1,1463674,NONE
2019-06-21,SITE0000172,O3,5.624,129.083,115,1,0,0,0.31,87.28,17.01,204,1026.27,NDIR,92.08,0,0,1037513,NONE
2019-06-22,SITE0000173,NO2,8.427,145.114,252,0,0,0,10.5,82.42,8.57,300,963.69,TEOM,84.14,0,0,1164223,VERY_UNHEALTHY
2019-06-23,SITE0000174,PM25,3.185,155.896,72,0,0,1,16.05,14.53,5.92,126,1032.57,CHEMILUMINESCENCE,65.26,0,1,2464350,VERY_UNHEALTHY
