civic_results_election_id,civic_results_contest_id,civic_results_office_type_code,civic_results_district_code,civic_results_precinct_reporting_status,civic_results_vote_total_candidate_1,civic_results_vote_total_candidate_2,civic_results_vote_total_candidate_3,civic_results_vote_total_writein,civic_results_vote_total_overvotes,civic_results_vote_total_undervotes,civic_results_margin_votes,civic_results_margin_pct,civic_results_swing_from_prior_pct,civic_results_incumbent_flag,civic_results_party_primary_flag,civic_results_ranked_choice_rounds_count,civic_results_recount_trigger_flag,civic_results_certification_date,civic_results_result_source_file_hash
EL0000000015,CT0000000015,HOUSE,DIST_04,COMPLETE,4268,2334,594,57,0,2,1934,26.665,-0.143,0,0,4,0,2015-04-18,35eb07a93a45b95c
EL0000000016,CT0000000016,SENATE,DIST_04,COMPLETE,8945,13386,1038,608,0,1,4441,18.522,8.033,0,0,0,0,2014-07-26,01eda58382038079
EL0000000017,CT0000000017,SENATE,DIST_09,COMPLETE,2430,3784,2000,867,0,2,1354,14.91,3.745,1,0,0,0,2009-01-31,4c8bdb87487b11ab
EL0000000018,CT0000000018,CITY_COUNCIL,DIST_08,COMPLETE,1944,4708,234,227,0,2,2764,38.858,11.681,0,0,0,0,2012-04-04,b3fce1344396fc7f
EL0000000019,CT0000000019,CITY_COUNCIL,DIST_03,PARTIAL,2414,4723,239,3,0,2,2309,31.292,1.491,0,0,0,0,2017-02-19,ebffeabb04afeeb0
EL0000000020,CT0000000020,CITY_COUNCIL,STATEWIDE,COMPLETE,3050,4965,927,24,0,1,1915,21.358,-13.775,1,0,0,0,2008-07-09,08858229dce2ed18
EL0000000021,CT0000000021,MAYOR,DIST_02,COMPLETE,11174,4231,1012,40,0,2,6943,42.189,12.437,0,0,0,0,2008-02-07,ed40a688f38e18bf
EL0000000022,CT0000000022,ATTORNEY_GENERAL,DIST_10,COMPLETE,2101,8033,1044,990,0,2,5932,48.751,-0.39,0,0,0,0,2011-07-24,5589c12ab2190db4
EL0000000023,CT0000000023,HOUSE,DIST_07,COMPLETE,6488,2187,1992,307,0,1,4301,39.193,-10.74,1,0,0,0,2014-12-11,7d141a6ad0b4d48a
EL0000000024,CT0000000024,CITY_COUNCIL,DIST_01,COMPLETE,3343,1063,3271,492,0,1,2280,27.91,-17.991,1,1,0,0,2016-02-09,c931aeedc3740b3f
EL0000000025,CT0000000025,PRESIDENT,DIST_09,COMPLETE,5788,9893,1894,4,0,3,4105,23.352,3.238,0,0,4,0,2016-02-25,c2552758724cdb5e
EL0000000026,CT0000000026,GOVERNOR,DIST_10,COMPLETE,7644,5565,1022,1,0,3,2079,14.608,-14.947,1,0,0,0,2011-01-09,2e50d3a6465d49fe
EL0000000027,CT0000000027,HOUSE,DIST_03,COMPLETE,1774,2522,1262,38,0,1,748,13.367,16.771,1,0,0,0,2010-02-25,98cde1d2a7409b33
EL0000000028,CT0000000028,ATTORNEY_GENERAL,DIST_10,PARTIAL,711,1276,437,0,0,2,565,23.309,5.413,1,0,0,0,2022-04-28,5b2a106df86b6ae3
EL0000000029,CT0000000029,JUDGE,STATEWIDE,COMPLETE,7626,12553,2922,557,0,2,4927,20.826,-8.707,0,1,0,0,2016-10-13,0c2dc7add03bc4ce
EL0000000030,CT0000000030,JUDGE,DIST_05,COMPLETE,10701,7737,520,25,0,2,2964,15.614,17.693,1,0,0,0,2015-09-26,95085a7f2949815e
EL0000000031,CT0000000031,ATTORNEY_GENERAL,STATEWIDE,PARTIAL,3974,2947,594,0,0,2,1027,13.666,0.327,1,0,5,0,2023-09-08,964c93c7560a5d81
EL0000000032,CT0000000032,MAYOR,DIST_08,COMPLETE,6917,4431,1391,88,0,2,2486,19.381,9.159,0,0,0,0,2021-01-19,5e0689819460a96c
EL0000000033,CT0000000033,SENATE,DIST_08,COMPLETE,3838,4919,31,0,0,2,1081,12.301,-11.845,0,0,0,0,2009-04-11,3149354c09d8f577
EL0000000034,CT0000000034,HOUSE,STATEWIDE,COMPLETE,4882,8704,9851,4,0,2,3822,16.305,-15.401,1,0,0,0,2024-07-23,8396e0a6b0c789bd
EL0000000035,CT0000000035,ATTORNEY_GENERAL,STATEWIDE,COMPLETE,3109,1709,195,150,0,2,1400,27.116,6.074,1,0,0,0,2024-03-14,f1d31846c89ace17
EL0000000036,CT0000000036,ATTORNEY_GENERAL,STATEWIDE,COMPLETE,14444,5783,2295,13,0,2,8661,38.434,-5.327,1,1,0,0,2017-12-23,ef77aa6bd35deb14
EL0000000037,CT0000000037,GOVERNOR,DIST_01,COMPLETE,468,859,162,0,0,2,391,26.259,-3.649,0,0,0,0,2025-04-14,a5fbe314bb9d6471
EL0000000038,CT0000000038,MAYOR,DIST_01,COMPLETE,1087,941,556,0,0,2,146,5.65,-14.747,1,1,4,0,2009-03-18,b7273dddcb3ac5d3
EL0000000039,CT0000000039,HOUSE,DIST_05,COMPLETE,1357,687,768,0,0,2,670,23.826,3.132,1,0,0,0,2014-07-26,a5443e2b51536362
EL0000000040,CT0000000040,PRESIDENT,STATEWIDE,COMPLETE,2361,1991,307,363,0,2,370,7.368,3.74,0,0,0,0,2015-07-24,50320356da4af1b6
EL0000000041,CT0000000041,PRESIDENT,DIST_08,PARTIAL,3882,4609,236,325,0,2,727,8.031,3.927,0,0,0,0,2021-06-27,5c36dfa600df8a31
EL0000000042,CT0000000042,PRESIDENT,DIST_02,COMPLETE,9077,8472,1514,25,0,2,605,3.17,1.162,0,1,0,0,2016-02-13,f779cb8a800a64b2
EL0000000043,CT0000000043,JUDGE,STATEWIDE,COMPLETE,2778,2674,311,716,0,2,104,1.605,14.76,0,0,0,0,2017-09-07,08c92056b0f40f3c
EL0000000044,CT0000000044,ATTORNEY_GENERAL,DIST_10,COMPLETE,4097,2431,848,0,0,1,1666,22.587,2.675,1,0,0,0,2018-08-30,c8b089fc4973c481
EL0000000045,CT0000000045,SENATE,DIST_05,COMPLETE,6549,5243,4718,1,0,1,1306,7.91,-4.385,0,0,0,0,2024-12-21,4e6a3e69d1985285
EL0000000046,CT0000000046,HOUSE,DIST_06,COMPLETE,14062,2658,740,0,0,2,11404,65.315,13.516,1,0,0,0,2021-09-06,8f95bd2d3c2435ec
EL0000000047,CT0000000047,PRESIDENT,DIST_05,COMPLETE,1434,1832,174,0,0,2,398,11.57,-7.226,1,0,0,0,2010-03-31,a706a97e740c671d
EL0000000048,CT0000000048,SENATE,DIST_10,NOT_REPORTED,4338,5699,542,0,0,2,1361,12.865,13.669,0,0,2,0,2020-11-20,03fb6f8746a8e069
EL0000000049,CT0000000049,ATTORNEY_GENERAL,DIST_05,COMPLETE,2876,2767,1211,4,0,3,109,1.589,17.979,1,0,0,0,2021-08-04,b845ee6a8219f42c
EL0000000050,CT0000000050,ATTORNEY_GENERAL,STATEWIDE,COMPLETE,3952,2980,1203,19,0,2,972,11.921,-17.059,1,0,0,0,2014-08-09,abc422bd36e5ec58
EL0000000051,CT0000000051,ATTORNEY_GENERAL,DIST_03,NOT_REPORTED,5293,8331,2283,126,0,2,3038,18.948,-16.113,0,1,0,0,2016-07-30,878a1f711f660ed6
EL0000000052,CT0000000052,HOUSE,DIST_08,COMPLETE,7316,7763,4844,93,0,2,447,2.233,7.191,0,0,0,0,2016-11-05,f92753c5ffae89fb
EL0000000053,CT0000000053,SHERIFF,DIST_02,COMPLETE,3940,11281,650,454,0,2,7341,44.968,-6.818,0,0,0,0,2025-07-22,89c75ecd359b7346
EL0000000054,CT0000000054,PRESIDENT,DIST_07,COMPLETE,6040,2221,3342,1136,0,1,3819,29.979,8.74,0,0,0,0,2024-07-06,cafbd6ef46a62d93
EL0000000055,CT0000000055,ATTORNEY_GENERAL,DIST_01,COMPLETE,12870,4964,3962,2949,0,2,7906,31.95,10.849,0,0,0,0,2019-11-25,0df6c2c49c4264bf
EL0000000056,CT0000000056,CITY_COUNCIL,STATEWIDE,PARTIAL,563,853,85,21,0,3,290,19.054,14.292,0,1,0,0,2014-02-15,baebbd4b71ee405d
EL0000000057,CT0000000057,ATTORNEY_GENERAL,DIST_09,COMPLETE,7604,12065,3596,16,0,1,4461,19.162,-16.035,0,0,0,0,2010-11-04,d41e5d4299373413
EL0000000058,CT0000000058,JUDGE,DIST_03,NOT_REPORTED,1595,1133,81,0,0,2,462,16.447,14.084,0,1,0,0,2015-05-23,30fdf60e1d7d79ba
EL0000000059,CT0000000059,JUDGE,DIST_08,PARTIAL,3496,3777,656,257,0,2,281,3.433,1.0,1,0,0,0,2017-08-03,7522aa5ccb16b85e
EL0000000060,CT0000000060,HOUSE,DIST_06,COMPLETE,6738,8356,1701,124,1,2,1618,9.563,-1.449,0,0,0,0,2011-05-18,9014521c9793f475
EL0000000061,CT0000000061,MAYOR,STATEWIDE,COMPLETE,1650,2007,1732,1,0,2,357,6.623,-3.267,0,0,6,0,2019-02-08,0d4ce937dacf0070
EL0000000062,CT0000000062,HOUSE,DIST_07,COMPLETE,3386,2058,861,0,0,2,1328,21.063,-5.471,0,0,0,0,2020-03-04,87960d032afb5c5f
EL0000000063,CT0000000063,SENATE,DIST_08,COMPLETE,1037,1038,819,0,0,2,1,0.035,-16.393,1,0,0,1,2024-07-28,e2119b29bd9ac7b0
EL0000000064,CT0000000064,HOUSE,DIST_02,COMPLETE,5494,6392,14,229,0,2,898,7.404,11.312,0,0,0,0,2016-03-08,119130f934528402
EL0000000065,CT0000000065,HOUSE,DIST_03,COMPLETE,10089,3017,9838,185,0,2,7072,30.576,-8.285,1,0,0,0,2019-05-22,b49e09d948afdbe7
EL0000000066,CT0000000066,JUDGE,DIST_04,COMPLETE,13212,8499,3207,0,0,2,4713,18.914,10.234,0,0,0,0,2015-04-04,d19c78c10d7def98
EL0000000067,CT0000000067,ATTORNEY_GENERAL,DIST_01,COMPLETE,6668,8554,145,532,0,2,1886,11.862,-5.806,1,0,0,0,2012-11-08,9003daa4339ebab1
EL0000000068,CT0000000068,CITY_COUNCIL,DIST_09,COMPLETE,9141,7131,2411,987,0,2,2010,10.219,3.506,1,0,0,0,2019-09-08,8043959bb25b6080
EL0000000069,CT0000000069,ATTORNEY_GENERAL,DIST_06,COMPLETE,5811,11846,2216,1760,0,2,6035,27.897,16.979,0,1,0,0,2018-08-09,48ef62a46cbe14a7
EL0000000070,CT0000000070,SHERIFF,DIST_05,COMPLETE,11681,4933,4311,542,0,2,6748,31.434,9.831,0,0,0,0,2011-06-05,2d5f6b798208c749
EL0000000071,CT0000000071,JUDGE,DIST_08,COMPLETE,6035,7214,4729,0,0,2,1179,6.558,-5.811,0,0,0,0,2016-03-13,bac673028b20dee5
EL0000000072,CT0000000072,JUDGE,DIST_02,NOT_REPORTED,11933,10537,1931,62,0,1,1396,5.707,-15.577,0,0,0,0,2011-10-10,4455e53ae2e04bee
EL0000000073,CT0000000073,JUDGE,STATEWIDE,COMPLETE,242,119,54,1,0,1,123,29.567,9.335,0,1,0,0,2024-05-06,16aca4a2a8696d83
EL0000000074,CT0000000074,MAYOR,DIST_08,COMPLETE,1242,1765,745,2,0,2,523,13.932,12.421,0,0,0,0,2021-03-19,42f4bf80a174d341
EL0000000075,CT0000000075,GOVERNOR,DIST_09,COMPLETE,7421,8929,5575,92,0,1,1508,6.849,8.163,1,0,0,0,2017-04-09,6de1e0b4c59f3579
EL0000000076,CT0000000076,JUDGE,DIST_06,COMPLETE,7245,14263,353,27,0,2,7018,32.063,-5.854,1,0,0,0,2022-11-08,aaec805317485961
EL0000000077,CT0000000077,JUDGE,DIST_06,COMPLETE,6385,7639,3014,4800,0,2,1254,5.742,-11.405,0,1,0,0,2020-02-18,4959251b9d8af46c
EL0000000078,CT0000000078,HOUSE,STATEWIDE,COMPLETE,5561,9210,3835,66,0,3,3649,19.543,-2.906,1,0,0,0,2013-12-17,49390bcda21a429e
EL0000000079,CT0000000079,ATTORNEY_GENERAL,DIST_08,COMPLETE,8870,5324,1898,0,0,1,3546,22.036,3.9,1,0,0,0,2023-10-02,f86b1f72c58cd5a3
EL0000000080,CT0000000080,PRESIDENT,DIST_07,NOT_REPORTED,2076,1001,101,0,0,2,1075,33.826,9.76,1,0,0,0,2010-07-01,93da800d2844b51a
EL0000000081,CT0000000081,GOVERNOR,DIST_09,COMPLETE,748,2978,424,40,0,3,2230,53.222,17.929,0,0,0,0,2009-11-30,a0db219bf897aae0
EL0000000082,CT0000000082,ATTORNEY_GENERAL,DIST_03,COMPLETE,3656,2138,1945,143,0,2,1518,19.259,5.603,0,1,0,0,2015-07-05,cedbd4a0bba5f27e
EL0000000083,CT0000000083,SENATE,DIST_05,COMPLETE,3337,4493,1487,20,0,1,1156,12.381,-10.696,1,0,0,0,2018-04-29,3dde10f2561d361d
EL0000000084,CT0000000084,MAYOR,DIST_02,COMPLETE,8311,10427,5134,148,0,2,2116,8.809,6.658,1,0,3,0,2011-09-18,d5ad0d074e13ffe3
EL0000000085,CT0000000085,JUDGE,DIST_08,COMPLETE,10310,6193,1864,0,0,2,4117,22.415,-0.183,0,0,0,0,2015-11-30,5debbeb3ca7abbbe
EL0000000086,CT0000000086,HOUSE,DIST_06,COMPLETE,451,1015,521,4,0,2,564,28.327,6.158,1,1,0,0,2024-04-16,1dbd73806f59b148
EL0000000087,CT0000000087,SENATE,DIST_04,COMPLETE,4449,4628,5779,0,0,1,179,1.205,-9.918,1,0,2,0,2016-03-02,1db42d3759e61fba
EL0000000088,CT0000000088,MAYOR,DIST_08,PARTIAL,4669,3144,2707,0,0,2,1525,14.496,12.86,0,0,0,0,2009-09-27,97dfea25bd3c6e9c
EL0000000089,CT0000000089,HOUSE,DIST_07,COMPLETE,1998,381,1111,0,0,2,1617,46.332,-17.773,1,0,0,0,2009-05-07,0ab25c6e14f28730
EL0000000090,CT0000000090,MAYOR,STATEWIDE,COMPLETE,1490,1519,780,101,0,2,29,0.746,10.026,0,0,0,0,2013-08-27,0b427b89b561b244
EL0000000091,CT0000000091,MAYOR,DIST_03,COMPLETE,855,2690,1980,0,0,1,1835,33.213,-5.873,0,0,0,0,2012-11-26,a24a3739c4195cb7
EL0000000092,CT0000000092,CITY_COUNCIL,DIST_06,COMPLETE,5705,4555,3770,0,0,2,1150,8.197,13.115,1,1,0,0,2014-09-11,bbd078aec2624109
EL0000000093,CT0000000093,HOUSE,DIST_08,COMPLETE,10527,9099,1072,24,0,2,1428,6.891,-7.39,0,1,0,0,2014-06-01,66809a5dd8f08ec0
EL0000000094,CT0000000094,MAYOR,DIST_06,COMPLETE,5235,6278,7354,0,0,2,1043,5.528,13.122,1,0,0,0,2015-10-25,796ba72604b962fd
EL0000000095,CT0000000095,SHERIFF,DIST_05,COMPLETE,3110,6452,7951,530,0,3,3342,18.522,-15.325,0,0,0,0,2023-09-18,a9542f18bbb08ae9
EL0000000096,CT0000000096,CITY_COUNCIL,DIST_07,COMPLETE,6771,2472,670,460,0,2,4299,41.444,-17.615,0,1,0,0,2025-03-21,121c30299859c761
EL0000000097,CT0000000097,JUDGE,DIST_09,COMPLETE,1906,5981,1960,137,0,2,4075,40.815,7.144,0,1,5,0,2024-01-31,1277076f3896531b
EL0000000098,CT0000000098,SENATE,DIST_08,PARTIAL,73,67,4,5,0,2,6,4.027,-14.204,1,1,0,0,2012-04-05,7ac18bb8ef2f782b
EL0000000099,CT0000000099,MAYOR,DIST_05,NOT_REPORTED,9730,4954,4959,0,1,2,4776,24.314,-6.221,0,0,3,0,2023-08-03,02db49d4a9157823
EL0000000100,CT0000000100,CITY_COUNCIL,DIST_07,COMPLETE,437,397,47,0,0,2,40,4.54,-6.947,1,0,2,0,2022-07-10,435f8dd7877920fa
EL0000000101,CT0000000101,CITY_COUNCIL,DIST_04,COMPLETE,6118,9631,3100,0,0,1,3513,18.638,-5.496,1,0,0,0,2021-01-30,751fe8388f9c3571
EL0000000102,CT0000000102,SENATE,STATEWIDE,COMPLETE,1623,1657,261,770,0,2,34,0.789,-11.244,0,0,0,0,2024-07-27,5197fc0bcb15a464
EL0000000103,CT0000000103,SENATE,DIST_07,COMPLETE,12500,8883,2309,9,0,1,3617,15.261,8.086,1,0,0,0,2012-08-20,c403d61f10d7bf7f
EL0000000104,CT0000000104,ATTORNEY_GENERAL,DIST_10,COMPLETE,2709,1597,721,8,0,3,1112,22.085,17.018,0,0,0,0,2012-09-02,0c6453cd0fa40154
EL0000000105,CT0000000105,JUDGE,DIST_10,COMPLETE,4376,7359,3511,691,0,1,2983,18.717,-9.399,0,0,0,0,2019-10-15,3fa1b60dd7367d11
EL0000000106,CT0000000106,GOVERNOR,DIST_03,COMPLETE,7679,9159,3766,212,0,1,1480,7.11,-11.117,0,0,0,0,2015-08-22,5d8ae481ba8f646b
EL0000000107,CT0000000107,HOUSE,DIST_05,PARTIAL,3464,4673,3392,441,0,2,1209,10.1,-12.488,1,0,3,0,2023-09-10,d729726077a4e065
EL0000000108,CT0000000108,HOUSE,STATEWIDE,COMPLETE,4145,14448,3941,0,0,1,10303,45.722,-4.242,0,0,0,0,2024-02-16,2c1808beb243eec5
EL0000000109,CT0000000109,CITY_COUNCIL,DIST_07,COMPLETE,1922,8656,2644,1610,0,2,6734,45.402,-7.665,1,1,0,0,2023-09-06,2884483fffa4569a
EL0000000110,CT0000000110,CITY_COUNCIL,STATEWIDE,PARTIAL,2141,4505,2179,0,0,1,2364,26.788,15.645,0,0,3,0,2018-09-29,3f72b41d382e5fce
EL0000000111,CT0000000111,HOUSE,DIST_02,COMPLETE,5827,10204,4484,23,0,3,4377,21.312,6.624,1,0,0,0,2008-11-27,28103acc1299b5db
EL0000000112,CT0000000112,HOUSE,DIST_01,COMPLETE,6158,955,3878,0,0,1,5203,47.339,2.595,0,0,0,0,2017-08-17,7ebcb18b5af39518
EL0000000113,CT0000000113,HOUSE,STATEWIDE,COMPLETE,1467,3027,563,0,0,1,1560,30.848,2.334,1,1,0,0,2016-05-03,765c4d7a10cb12df
EL0000000114,CT0000000114,SHERIFF,DIST_06,COMPLETE,5902,1544,1940,0,0,1,4358,46.431,-17.064,0,0,0,0,2015-12-31,e6013363c1beed31
EL0000000115,CT0000000115,PRESIDENT,DIST_10,PARTIAL,6883,7113,1653,2786,0,2,230,1.248,13.097,0,0,7,0,2011-06-28,f8ed08344dc41121
EL0000000116,CT0000000116,CITY_COUNCIL,DIST_06,PARTIAL,6738,5032,2226,0,0,1,1706,12.189,-17.285,1,0,0,0,2014-09-25,96e22494134e0500
EL0000000117,CT0000000117,GOVERNOR,DIST_07,COMPLETE,1698,2279,1986,217,0,2,581,9.401,14.662,0,0,0,0,2013-10-30,e4db7c83ea78c012
EL0000000118,CT0000000118,CITY_COUNCIL,DIST_06,COMPLETE,10096,7862,2470,1054,0,2,2234,10.399,4.098,0,0,2,0,2024-04-13,0299f6b810392554
EL0000000119,CT0000000119,GOVERNOR,DIST_03,COMPLETE,3456,9771,1710,178,0,3,6315,41.78,15.641,0,0,0,0,2025-11-07,2ad3cc7668cdaeb7
EL0000000120,CT0000000120,GOVERNOR,DIST_03,NOT_REPORTED,7898,10498,3628,440,0,2,2600,11.574,17.248,0,0,0,0,2017-07-23,25828ae1c4e60d2e
EL0000000121,CT0000000121,GOVERNOR,DIST_06,COMPLETE,4912,5891,2015,0,0,1,979,7.638,-8.315,0,0,2,0,2010-11-13,55b1368226a3aee2
EL0000000122,CT0000000122,HOUSE,DIST_04,COMPLETE,8540,7827,2655,302,0,2,713,3.69,-11.23,0,1,0,0,2017-12-04,d0c6279e3bc09e53
EL0000000123,CT0000000123,MAYOR,DIST_01,COMPLETE,2259,5769,527,1271,0,1,3510,35.722,-2.269,0,0,0,0,2022-12-04,fa0d2bb8353377b6
EL0000000124,CT0000000124,JUDGE,DIST_08,COMPLETE,16797,4548,616,0,0,1,12249,55.776,-9.078,0,0,0,0,2013-12-31,a86ea7b863b92e79
EL0000000125,CT0000000125,PRESIDENT,DIST_04,PARTIAL,3717,441,3568,7,0,2,3276,42.364,8.704,1,0,0,0,2010-11-08,deb0d93fa2a4b2fd
EL0000000126,CT0000000126,MAYOR,DIST_07,COMPLETE,7039,10164,6578,0,0,2,3125,13.141,-2.157,0,0,0,0,2014-10-17,68f7ee52da019005
EL0000000127,CT0000000127,SHERIFF,DIST_08,COMPLETE,595,213,399,322,0,3,382,24.984,15.498,0,0,0,0,2009-10-14,98b4cab5f29f4558
EL0000000128,CT0000000128,CITY_COUNCIL,DIST_01,PARTIAL,11165,5894,1385,359,0,2,5271,28.033,10.663,1,1,0,0,2015-06-10,a2d85600e54c23be
EL0000000129,CT0000000129,JUDGE,DIST_05,COMPLETE,1401,1260,857,11,0,2,141,3.995,0.062,1,0,0,0,2011-01-19,dde686765117aafa
EL0000000130,CT0000000130,HOUSE,DIST_04,PARTIAL,12929,7907,1906,0,0,2,5022,22.082,4.667,0,0,0,0,2018-01-15,9e80e4b167815935
EL0000000131,CT0000000131,HOUSE,DIST_08,PARTIAL,3255,4078,2061,0,0,2,823,8.761,9.095,1,0,0,0,2014-02-21,b3609997b8813e2a
EL0000000132,CT0000000132,JUDGE,DIST_05,COMPLETE,4776,2737,695,67,0,1,2039,24.64,14.657,0,0,0,0,2024-06-15,d67a6b6b237f5e9d
EL0000000133,CT0000000133,JUDGE,DIST_01,COMPLETE,13326,5207,1501,0,0,2,8119,40.526,2.09,0,0,0,0,2013-08-03,d53b092037b79291
EL0000000134,CT0000000134,MAYOR,DIST_09,COMPLETE,5999,9633,1822,0,0,1,3634,20.82,1.6,1,0,0,0,2015-05-19,3ee3686483d8acba
EL0000000135,CT0000000135,PRESIDENT,DIST_10,COMPLETE,11806,8058,401,5,0,2,3748,18.49,-1.218,0,1,0,0,2015-02-16,8317714f544b788f
EL0000000136,CT0000000136,HOUSE,DIST_08,COMPLETE,7748,8127,287,1331,0,3,379,2.167,14.051,0,0,0,0,2013-08-18,416d04c0c8b47eb1
EL0000000137,CT0000000137,HOUSE,STATEWIDE,COMPLETE,4720,5897,5885,698,0,3,1177,6.843,-8.77,1,0,0,0,2020-06-23,09b3c2d8d9f2d850
EL0000000138,CT0000000138,PRESIDENT,DIST_09,COMPLETE,9743,9152,4545,0,0,2,591,2.521,14.994,0,0,0,0,2010-12-23,bded76ac0ab010ad
EL0000000139,CT0000000139,GOVERNOR,DIST_04,COMPLETE,1968,2524,408,1,0,2,556,11.345,16.068,0,0,0,0,2010-07-05,742edaee17754f49
EL0000000140,CT0000000140,PRESIDENT,DIST_09,PARTIAL,1307,2695,1087,6,0,2,1388,27.242,9.517,1,0,0,0,2009-11-12,fbfba7556935882d
EL0000000141,CT0000000141,PRESIDENT,DIST_07,PARTIAL,7932,9446,5683,1435,0,2,1514,6.181,-5.489,1,0,0,0,2018-11-15,836d73689203d76e
EL0000000142,CT0000000142,SENATE,DIST_05,COMPLETE,9614,6168,1395,1429,0,2,3446,18.521,-14.645,1,1,0,0,2008-02-08,4e4fcdf7e6c9b29e
EL0000000143,CT0000000143,CITY_COUNCIL,DIST_06,COMPLETE,3650,3154,1346,4,0,2,496,6.083,-15.966,0,0,0,0,2008-07-31,5aa53c0e7535e337
EL0000000144,CT0000000144,HOUSE,DIST_10,PARTIAL,10710,11050,2936,7,0,2,340,1.376,-10.424,1,1,0,0,2022-01-13,a136f9a8d68f974f
EL0000000145,CT0000000145,ATTORNEY_GENERAL,DIST_05,COMPLETE,2256,3817,887,7,0,2,1561,22.406,10.154,0,0,0,0,2011-08-26,c52d2dd51aa825e5
EL0000000146,CT0000000146,MAYOR,DIST_01,PARTIAL,7301,8701,8229,339,1,2,1400,5.698,9.594,1,0,0,0,2024-08-23,3c897b36754b7e2e
EL0000000147,CT0000000147,GOVERNOR,DIST_07,COMPLETE,5564,1796,803,46,0,2,3768,45.901,5.989,0,0,0,0,2024-07-23,fe7110ec92dbcc15
EL0000000148,CT0000000148,SHERIFF,DIST_09,COMPLETE,7878,5084,7072,378,0,2,2794,13.688,-10.119,0,0,0,0,2017-07-07,a1250effd36037be
EL0000000149,CT0000000149,HOUSE,DIST_01,NOT_REPORTED,7012,10009,5182,201,0,3,2997,13.377,2.546,1,0,0,0,2012-07-19,41d92abe944829d5
EL0000000150,CT0000000150,MAYOR,DIST_05,COMPLETE,11272,3267,10,0,0,1,8005,55.021,8.25,1,0,0,0,2017-01-31,7d921e96e3a9515a
EL0000000151,CT0000000151,HOUSE,DIST_08,COMPLETE,3074,1414,976,123,0,2,1660,29.712,-6.674,1,1,2,0,2023-03-22,687b69f0bb36fc06
EL0000000152,CT0000000152,MAYOR,DIST_01,COMPLETE,3424,3307,6130,16,0,2,117,0.909,-1.443,0,0,0,0,2017-03-01,cac1ba2f46e1c248
EL0000000153,CT0000000153,GOVERNOR,DIST_02,COMPLETE,1480,3401,4188,0,0,1,1921,21.182,15.556,1,0,0,0,2022-05-11,f63c6e81ccf994bd
EL0000000154,CT0000000154,JUDGE,DIST_05,COMPLETE,2596,5107,1020,153,0,2,2511,28.29,2.745,0,0,0,0,2019-08-05,d4c06d5c15203360
