labor_part_survey_month,labor_part_cps_rotation_group,labor_part_population_16plus,labor_part_participation_rate_pct,labor_part_employment_population_ratio_pct,labor_part_u6_underemployment_rate_pct,labor_part_part_time_economic_reasons_rate,labor_part_marginally_attached_rate,labor_part_discouraged_worker_rate,labor_part_not_in_labor_force_want_job_rate,labor_part_prime_age_participation_rate,labor_part_older_worker_participation_rate,labor_part_youth_participation_rate,labor_part_disability_labor_force_gap_pct,labor_part_caregiving_barrier_rate,labor_part_school_enrollment_barrier_rate,labor_part_transportation_barrier_rate,labor_part_childcare_constraint_index,labor_part_job_search_intensity_score,labor_part_weighting_method_tag
2011-05,1,194791817,56.8,48.21,16.18,1.41,0.34,0.72,3.55,79.44,27.31,46.19,44.84,5.22,3.31,0.91,0.0179,0.4404,CPS_REPWT
2011-06,1,28586786,57.13,54.88,14.7,2.88,2.73,0.17,2.35,86.45,27.12,50.57,43.95,4.7,4.94,1.83,0.0108,0.7279,CPS_REPWT
2011-07,4,204308315,67.14,60.98,13.2,7.12,2.23,0.68,1.97,77.26,20.2,46.66,28.19,0.32,3.38,1.53,0.5887,0.2521,CPS_STD
2011-08,3,43618186,55.12,48.34,20.83,5.23,2.62,1.0,0.96,76.06,21.92,47.46,42.37,2.53,5.35,3.17,0.1195,0.6492,CPS_REPWT
2011-09,8,96178830,60.31,55.95,20.16,0.96,0.12,0.96,3.93,84.83,22.79,51.8,43.88,4.73,2.96,2.68,0.3782,0.401,CPS_REPWT
2011-10,8,93430355,56.7,49.6,19.26,3.13,1.44,1.06,3.79,84.28,17.25,42.13,11.73,0.71,3.27,1.47,0.025,0.2691,CPS_SEAS
2011-11,3,162195532,55.36,51.87,13.33,3.51,2.61,1.12,1.68,78.78,16.51,54.06,37.58,3.02,0.3,2.31,0.5773,0.309,CPS_REPWT
2011-12,1,107437918,69.22,66.28,3.8,3.24,1.12,0.13,0.37,85.99,19.81,49.41,49.81,5.97,0.83,3.12,0.2093,0.0992,CPS_STD
2012-01,6,51634138,67.18,61.82,21.75,3.47,1.84,0.08,1.76,77.38,16.97,47.71,35.69,4.76,3.98,2.37,0.2913,0.8188,CPS_SEAS
2012-02,1,262311110,68.74,60.33,17.76,1.94,1.64,1.07,2.16,82.25,22.49,58.8,39.63,3.55,2.29,0.57,0.416,0.6594,CPS_REPWT
2012-03,3,28206567,58.95,50.29,7.74,7.21,1.12,0.22,3.83,83.66,19.53,59.92,43.04,3.61,2.72,0.7,0.1214,0.0639,CPS_SEAS
2012-04,6,109317035,57.01,50.77,15.47,4.24,2.03,0.26,1.61,79.63,16.85,52.62,16.71,0.46,3.57,1.08,0.3852,0.3744,CPS_STD
2012-05,1,7961388,61.99,58.2,18.45,7.11,2.37,0.36,0.93,77.44,19.22,58.1,27.58,2.56,5.48,0.13,0.4076,0.3787,CPS_SEAS
2012-06,2,97499804,67.89,64.73,9.1,0.6,1.21,1.18,1.35,83.17,21.43,53.41,13.95,4.62,1.94,1.95,0.2425,0.7445,CPS_SEAS
2012-07,3,159047364,61.29,58.56,13.24,6.3,2.55,0.13,1.58,80.81,27.97,62.03,24.88,0.42,2.29,3.09,0.7598,0.1823,CPS_STD
2012-08,5,40851001,61.84,59.63,10.83,0.75,1.39,1.17,2.0,79.82,19.74,45.32,46.13,5.45,1.13,3.1,0.0656,0.7402,CPS_REPWT
2012-09,5,96847360,58.12,54.85,17.08,5.55,2.78,0.56,2.69,80.53,19.46,52.71,28.48,2.95,2.95,2.71,0.0131,0.2655,CPS_BENCH
2012-10,4,128517101,66.93,64.08,16.68,5.44,0.53,0.46,1.07,78.75,23.73,55.03,51.88,1.84,0.56,2.0,0.6989,0.0057,CPS_REPWT
2012-11,6,93985952,54.78,46.09,12.23,2.66,0.44,0.5,2.67,83.54,28.19,57.65,16.77,2.32,4.87,1.09,0.3026,0.6521,CPS_BENCH
2012-12,7,159919624,53.89,47.38,9.79,1.32,0.4,0.39,1.74,77.58,28.38,45.81,26.78,1.02,1.76,1.34,0.3208,0.9102,CPS_SEAS
2013-01,6,61797003,58.85,52.03,6.95,0.73,0.31,0.59,2.15,85.42,24.69,59.99,28.79,5.97,0.5,3.0,0.7948,0.1921,CPS_STD
2013-02,4,30860016,64.08,61.87,21.18,6.44,0.36,0.64,0.67,82.63,28.32,58.57,19.0,5.47,1.3,2.38,0.4571,0.3631,CPS_SEAS
2013-03,7,169240503,55.45,51.07,7.8,2.5,1.72,0.97,3.55,76.64,21.87,49.0,40.81,2.9,5.41,2.82,0.1838,0.2583,CPS_STD
2013-04,3,29789598,56.03,50.07,11.4,1.98,2.29,0.86,3.96,81.39,19.47,42.15,15.9,1.7,2.95,0.22,0.1997,0.7631,CPS_STD
2013-05,5,53861548,67.85,65.78,3.24,2.77,2.49,0.22,4.19,77.43,16.01,54.3,42.18,1.81,0.99,1.72,0.1888,0.9907,CPS_BENCH
2013-06,2,49726819,52.78,49.47,9.18,6.21,2.58,0.26,0.48,85.01,23.54,51.14,43.49,1.97,1.78,3.09,0.258,0.3597,CPS_BENCH
2013-07,5,16874507,57.79,49.1,3.27,2.19,0.36,0.35,0.75,77.21,25.59,51.35,28.93,3.02,4.37,2.88,0.7984,0.533,CPS_SEAS
2013-08,8,15610181,57.05,53.36,14.42,7.47,0.16,0.44,3.04,77.5,27.62,54.64,39.28,5.45,1.45,2.72,0.6672,0.4027,CPS_REPWT
2013-09,5,130690827,58.52,55.18,14.96,3.11,0.61,0.33,4.09,76.72,20.7,53.63,14.63,0.72,1.37,0.69,0.8313,0.9134,CPS_STD
2013-10,5,201640001,60.36,57.06,4.85,3.18,1.04,1.14,3.66,83.51,20.15,50.73,35.61,3.38,1.13,1.28,0.9098,0.8422,CPS_BENCH
2013-11,3,64711177,58.65,56.28,14.03,2.2,2.78,0.94,1.78,82.08,20.94,60.78,44.85,2.61,2.37,0.79,0.1162,0.0494,CPS_STD
2013-12,2,264890792,68.16,59.27,20.22,0.7,0.8,0.48,2.99,85.66,24.92,60.06,46.82,0.25,2.21,2.94,0.8927,0.1098,CPS_BENCH
2014-01,3,166949732,54.84,47.11,20.23,1.25,1.5,0.14,1.37,85.22,27.92,48.05,36.84,1.71,0.62,1.46,0.9864,0.3859,CPS_REPWT
2014-02,7,65757827,67.48,60.44,8.29,1.11,2.4,0.79,0.56,79.45,21.15,47.12,29.43,3.27,5.26,1.36,0.8433,0.5299,CPS_REPWT
2014-03,5,256911229,56.88,49.68,19.57,2.79,0.19,0.12,2.05,86.44,27.47,58.98,48.18,1.91,0.4,1.34,0.2243,0.307,CPS_SEAS
2014-04,8,52774369,52.09,49.93,15.7,4.43,1.17,0.2,3.34,76.37,28.2,53.98,24.26,2.09,4.02,1.31,0.6387,0.4772,CPS_BENCH
2014-05,2,39075072,58.31,56.13,18.0,5.6,0.56,0.31,3.43,76.41,27.6,59.94,40.94,0.48,1.52,1.85,0.4387,0.816,CPS_STD
2014-06,5,150990628,63.62,55.28,4.72,6.81,0.98,0.39,3.5,85.67,26.24,43.09,20.02,5.18,5.12,0.46,0.214,0.471,CPS_STD
2014-07,2,236964260,59.87,52.85,19.04,5.8,0.11,0.96,2.21,85.32,17.68,61.92,26.3,5.05,1.58,2.61,0.7957,0.7889,CPS_SEAS
2014-08,1,63312858,68.08,62.85,8.59,1.87,1.12,0.11,3.86,85.34,24.31,42.77,16.51,4.91,5.14,0.45,0.1964,0.6458,CPS_STD
2014-09,5,68140082,57.64,53.84,6.08,5.21,2.47,0.95,3.32,83.73,25.92,53.76,51.53,5.19,0.88,0.23,0.6922,0.5548,CPS_BENCH
2014-10,3,209612761,60.43,57.54,21.92,0.54,0.99,0.64,1.39,83.92,18.44,51.67,19.91,2.99,1.81,1.8,0.2482,0.8263,CPS_SEAS
2014-11,4,185376268,64.97,61.38,13.73,2.42,0.73,0.26,2.99,79.55,27.19,62.01,39.7,1.63,4.73,1.28,0.5893,0.607,CPS_STD
2014-12,4,150239756,58.05,49.91,18.78,1.93,1.14,0.76,2.19,79.31,18.21,45.54,22.79,3.69,1.5,2.37,0.5027,0.7214,CPS_SEAS
2015-01,2,104018785,54.58,50.43,8.39,4.99,1.58,0.75,1.61,79.1,21.11,59.07,40.29,5.75,5.06,1.74,0.0213,0.8207,CPS_BENCH
2015-02,6,200063115,61.18,56.4,3.8,3.89,2.38,0.56,0.67,80.62,24.94,52.34,43.71,5.12,2.28,1.46,0.6951,0.3446,CPS_STD
2015-03,3,117651930,54.74,47.19,7.54,2.27,0.83,0.47,1.09,80.73,18.29,54.17,41.12,1.32,5.33,0.74,0.7692,0.0609,CPS_BENCH
2015-04,4,69955761,59.94,53.1,18.6,3.08,1.04,0.64,0.7,76.27,24.26,60.6,51.18,1.22,1.85,0.25,0.3884,0.7265,CPS_REPWT
2015-05,5,125359098,61.25,54.34,5.67,3.35,1.86,1.16,3.31,82.46,22.29,56.53,51.42,3.39,1.78,1.15,0.3179,0.4638,CPS_SEAS
2015-06,4,200756965,65.73,60.34,12.22,1.79,1.83,0.66,2.13,82.32,16.35,58.06,42.02,3.58,3.74,1.34,0.8772,0.7212,CPS_STD
2015-07,6,22206352,59.69,51.12,13.88,4.98,0.7,0.34,1.59,84.86,26.08,62.07,38.67,1.93,1.4,1.1,0.8121,0.9821,CPS_REPWT
2015-08,2,191675294,67.32,61.84,17.92,7.33,0.26,1.12,3.35,78.25,20.48,53.48,41.13,2.48,0.48,0.32,0.4191,0.1934,CPS_BENCH
2015-09,4,43002077,58.5,54.58,11.96,1.08,0.73,0.58,1.47,86.28,19.92,42.72,13.25,0.88,0.6,3.06,0.4058,0.397,CPS_STD
2015-10,7,125674883,57.85,51.83,9.72,5.6,0.62,0.93,3.3,79.31,27.96,42.05,27.16,3.47,1.26,2.42,0.1284,0.1303,CPS_BENCH
2015-11,7,160073048,59.99,51.19,17.76,1.48,1.89,0.85,1.0,80.38,22.5,50.78,27.95,1.89,5.5,0.57,0.2101,0.9153,CPS_BENCH
2015-12,4,58109001,54.73,47.82,5.23,4.46,0.63,0.85,2.09,83.66,19.79,49.46,11.68,5.89,3.26,2.92,0.641,0.7679,CPS_STD
2016-01,5,42428998,58.57,54.38,8.06,5.42,1.74,0.62,2.32,86.38,20.79,53.49,52.38,3.42,3.94,3.18,0.041,0.0604,CPS_SEAS
2016-02,2,149711962,61.36,56.76,15.61,3.14,1.97,0.81,2.4,85.31,17.23,52.37,43.12,0.92,1.8,1.5,0.431,0.2993,CPS_BENCH
2016-03,2,263069343,65.71,59.68,14.96,3.08,1.73,0.94,0.49,84.1,20.81,43.8,21.52,2.6,0.95,0.56,0.453,0.0742,CPS_STD
2016-04,8,126975169,65.72,57.7,20.14,2.42,2.35,0.44,1.69,83.81,26.1,44.07,27.18,5.63,2.03,0.8,0.6299,0.9485,CPS_BENCH
2016-05,4,139470128,55.93,49.14,4.54,4.77,1.44,1.0,3.84,81.42,19.32,49.77,50.71,2.17,3.3,3.05,0.8593,0.6223,CPS_BENCH
2016-06,1,49582486,58.84,52.33,9.93,3.21,2.2,0.14,0.94,86.01,25.31,56.02,49.4,2.51,4.88,1.0,0.5319,0.6586,CPS_STD
2016-07,8,131787012,61.79,55.44,12.66,3.5,0.7,1.03,2.52,84.6,19.22,43.59,15.18,4.69,5.18,1.08,0.6174,0.6529,CPS_SEAS
2016-08,3,131012287,52.62,49.16,8.12,2.19,1.86,0.82,1.3,77.76,21.46,47.4,54.6,0.4,1.79,0.14,0.27,0.5678,CPS_REPWT
2016-09,6,14767663,64.55,61.83,3.02,5.65,0.28,0.22,2.39,76.24,26.63,59.82,27.51,1.57,4.96,2.14,0.3796,0.6979,CPS_REPWT
2016-10,8,190768932,69.09,60.26,3.6,4.64,0.65,0.47,4.2,76.17,23.57,54.8,17.13,4.16,5.29,2.96,0.1196,0.1292,CPS_REPWT
2016-11,5,140956232,54.59,47.28,17.84,3.21,2.32,1.07,3.96,77.31,20.66,42.57,33.36,2.37,2.49,1.81,0.6907,0.0773,CPS_REPWT
2016-12,7,144077397,59.01,54.64,13.92,5.64,2.75,0.76,0.27,76.86,26.38,57.88,12.43,3.77,1.32,1.05,0.7465,0.0259,CPS_REPWT
2017-01,2,146662405,57.01,49.94,8.92,1.28,1.28,0.36,2.05,79.83,25.52,53.01,26.78,0.94,3.48,1.15,0.0517,0.1106,CPS_BENCH
2017-02,8,110425883,53.83,47.75,15.32,4.39,2.69,0.32,0.35,84.84,26.71,53.94,37.51,1.78,2.84,2.61,0.3097,0.3166,CPS_BENCH
2017-03,2,172382804,55.82,49.57,12.63,4.76,2.21,0.39,3.09,76.49,22.25,51.6,25.7,4.38,4.68,2.32,0.8293,0.8462,CPS_SEAS
2017-04,6,105453404,62.68,55.84,3.48,2.46,2.23,0.99,0.34,81.9,16.54,47.1,34.59,3.45,0.61,2.65,0.4826,0.2915,CPS_STD
2017-05,5,177851276,66.56,63.37,15.9,2.86,1.88,0.96,3.57,85.05,26.96,58.84,28.26,2.87,2.46,2.64,0.5916,0.3554,CPS_SEAS
2017-06,7,149832891,56.6,49.12,17.05,1.86,2.05,0.89,2.19,84.46,19.69,45.09,40.95,4.07,3.0,0.4,0.8313,0.8174,CPS_SEAS
2017-07,4,206315700,54.32,50.34,13.2,3.72,1.31,0.6,0.39,86.28,23.53,58.32,31.56,2.48,2.66,1.15,0.2198,0.606,CPS_BENCH
2017-08,5,71162679,56.51,52.41,15.42,2.64,1.93,0.66,2.98,79.64,23.36,55.81,19.53,2.69,3.69,1.44,0.1117,0.5144,CPS_REPWT
2017-09,8,44426246,68.28,62.02,18.35,3.29,1.16,0.19,1.9,78.94,19.02,48.21,26.24,3.67,1.12,1.91,0.8866,0.2925,CPS_STD
2017-10,4,119140729,56.9,49.7,7.34,7.25,2.19,0.93,2.27,81.08,24.57,50.18,35.11,1.46,2.01,2.59,0.0808,0.7328,CPS_BENCH
2017-11,1,93817051,60.38,52.07,13.41,4.46,2.43,0.79,2.77,76.52,18.81,59.02,27.6,0.52,1.35,2.99,0.795,0.7149,CPS_STD
2017-12,1,169550822,61.94,59.88,9.58,5.9,1.34,0.74,2.4,77.02,25.71,47.66,50.78,1.44,1.93,2.91,0.4738,0.0855,CPS_REPWT
2018-01,8,193694010,56.44,54.36,17.88,7.12,1.9,1.12,3.29,76.18,24.29,58.79,17.97,2.48,4.09,1.4,0.1669,0.9918,CPS_REPWT
2018-02,5,7327325,55.34,48.88,14.87,7.07,1.78,0.02,1.78,83.53,18.71,50.45,14.34,3.13,5.3,1.26,0.1421,0.1481,CPS_STD
2018-03,5,84229073,65.91,59.11,4.4,3.28,0.63,0.06,0.47,78.6,24.04,49.66,30.43,0.88,3.99,2.19,0.9024,0.7779,CPS_SEAS
2018-04,2,148067138,63.34,54.85,10.56,3.3,0.94,1.1,3.82,82.55,25.93,57.23,46.25,3.59,0.43,2.68,0.7001,0.5629,CPS_BENCH
2018-05,5,264205937,61.17,54.54,18.72,5.95,0.35,0.14,2.08,78.89,26.81,54.85,47.27,5.04,3.79,0.58,0.3435,0.275,CPS_BENCH
2018-06,8,191890173,68.37,61.32,8.32,4.28,1.52,0.44,0.72,84.57,17.19,49.81,33.69,4.43,3.57,0.69,0.2097,0.6239,CPS_STD
2018-07,8,102821979,54.14,48.3,9.51,0.62,0.83,0.35,2.15,82.94,20.2,49.62,11.06,5.2,5.0,0.95,0.0194,0.9411,CPS_SEAS
2018-08,3,140312110,59.67,53.97,18.69,2.06,0.99,0.28,1.11,85.48,17.76,50.27,27.46,3.19,2.27,1.2,0.1252,0.9612,CPS_REPWT
2018-09,6,35176709,62.6,59.94,16.0,2.88,1.93,1.0,4.02,86.39,19.23,58.51,12.85,4.81,4.59,2.92,0.2875,0.3168,CPS_SEAS
2018-10,8,195421037,54.4,49.28,15.65,3.5,0.23,0.71,3.85,80.96,21.2,59.57,22.02,0.82,2.58,1.05,0.6353,0.7606,CPS_BENCH
2018-11,6,248210175,53.55,45.81,10.83,2.97,0.18,0.28,1.05,77.06,25.05,42.17,41.22,3.62,2.41,0.32,0.9934,0.562,CPS_STD
2018-12,7,36542791,66.56,61.34,8.45,5.48,0.16,0.66,2.63,76.4,17.61,54.7,14.86,5.8,4.86,2.24,0.4812,0.4664,CPS_REPWT
2019-01,8,102155876,65.05,57.14,19.91,0.84,0.61,0.99,2.69,77.66,18.35,43.65,52.49,3.45,4.27,2.66,0.9567,0.4972,CPS_REPWT
2019-02,1,77702626,55.89,53.54,13.86,3.13,2.27,0.38,1.24,77.38,25.73,44.25,35.55,4.63,2.14,1.73,0.6468,0.233,CPS_REPWT
2019-03,2,194836243,55.38,51.08,8.35,2.04,0.64,0.27,2.11,86.18,25.33,58.07,18.41,0.86,4.86,0.12,0.8475,0.5556,CPS_SEAS
2019-04,6,239321462,63.14,59.43,14.25,6.02,0.38,0.1,2.41,81.96,28.45,48.28,16.57,4.64,3.73,1.86,0.486,0.6238,CPS_SEAS
2019-05,8,180954285,55.93,50.16,9.99,4.07,2.7,0.63,3.86,78.61,20.28,50.71,51.21,2.39,4.23,0.36,0.96,0.5124,CPS_SEAS
2019-06,8,229781499,69.09,63.91,12.27,1.08,0.37,0.76,4.11,80.18,26.31,44.13,40.27,4.41,2.94,1.17,0.0519,0.9375,CPS_SEAS
2019-07,7,27597434,58.11,51.67,10.23,4.74,0.23,0.79,1.76,79.26,20.71,49.48,52.16,1.87,4.79,2.98,0.2626,0.1703,CPS_REPWT
2019-08,2,184995962,56.86,50.23,20.82,3.38,2.4,0.59,1.65,78.06,26.15,58.25,49.2,0.43,2.54,2.24,0.9022,0.9665,CPS_REPWT
2019-09,6,130313574,57.62,51.11,5.16,2.63,2.75,0.82,2.33,85.68,26.6,60.58,19.78,5.29,3.3,1.45,0.1691,0.8087,CPS_REPWT
2019-10,1,41264886,67.55,62.64,19.25,4.11,2.25,0.14,3.11,80.5,26.35,50.36,52.07,5.74,4.02,0.16,0.789,0.4657,CPS_REPWT
2019-11,8,230305972,59.61,54.37,11.4,4.28,0.21,0.17,1.74,83.07,28.1,61.47,28.39,1.65,3.67,1.65,0.5802,0.8257,CPS_STD
2019-12,2,69122728,56.93,48.04,5.78,7.45,2.73,0.02,0.58,81.19,20.78,48.36,18.91,3.92,3.81,2.14,0.7206,0.5981,CPS_STD
