econ_prices_pricing_month,econ_prices_cpi_item_code,econ_prices_cpi_area_code,econ_prices_cpi_index_level,econ_prices_cpi_monthly_change_pct,econ_prices_cpi_12mo_change_pct,econ_prices_ppi_commodity_code,econ_prices_ppi_index_level,econ_prices_energy_price_index,econ_prices_shelter_cost_index,econ_prices_food_at_home_index,econ_prices_food_away_index,econ_prices_medical_care_index,econ_prices_transportation_index,econ_prices_core_cpi_ex_food_energy,econ_prices_seasonal_adjustment_flag,econ_prices_base_period_reference,econ_prices_imputed_value_flag,econ_prices_outlier_detection_score,econ_prices_publication_series
2024-10,CPI_PULSES_0020,CPIA_TIER2_020,121.322,-1.664,11.975,PPI_PAPER_0020,128.02,170.686,182.459,219.071,100.583,139.409,94.786,160.176,Y,2012=100,N,0.7717,Retail-PricePanel
2019-09,CPI_MEAT_FISH_0021,CPIA_TIER2_021,102.624,2.253,-0.724,PPI_CEMENT_0021,229.913,166.186,83.131,179.171,153.682,101.562,213.502,120.488,N,2012=100,Y,0.2127,CPI-Combined
2022-04,CPI_MEAT_FISH_0022,CPIA_TIER2_022,111.454,1.978,2.199,PPI_AUTO_PARTS_0022,104.119,115.159,195.014,176.383,149.826,185.347,81.001,146.646,N,2012=100,N,0.8684,CPI-IW
2025-12,CPI_PULSES_0023,CPIA_TIER2_023,206.97,2.738,9.558,PPI_CHEMICALS_0023,161.998,126.205,153.338,170.106,170.848,145.15,84.155,106.874,Y,2018=100,Y,0.672,WPI-All
2020-04,CPI_FOOTWEAR_0024,CPIA_URBAN_024,97.594,3.837,3.205,PPI_TEXTILES_0024,156.729,72.905,169.593,190.186,119.172,178.752,234.689,122.454,N,2012=100,N,0.3508,CPI-Combined
2025-11,CPI_HOUSING_0025,CPIA_RURAL_025,203.897,-2.247,11.608,PPI_TEXTILES_0025,210.744,212.256,146.143,210.875,196.419,177.979,107.409,152.889,N,2020=100,Y,0.9302,WPI-All
2025-06,CPI_EDIBLE_OILS_0026,CPIA_RURAL_026,94.552,0.904,4.784,PPI_CHEMICALS_0026,208.305,83.847,92.275,130.221,165.584,188.54,227.154,102.635,Y,2020=100,N,0.4627,CPI-IW
2020-09,CPI_HEALTH_0027,CPIA_RURAL_027,134.257,-1.62,-0.436,PPI_ELECTRICITY_0027,166.247,80.579,163.054,146.912,175.847,99.824,240.682,115.809,Y,2018=100,Y,0.9768,WPI-Core
2020-07,CPI_CEREALS_0028,CPIA_COMBINED_028,191.502,-2.494,7.933,PPI_CEMENT_0028,151.302,216.033,114.349,139.937,102.07,90.427,147.364,123.153,N,2020=100,N,0.7817,CPI-IW
2024-01,CPI_VEGETABLES_0029,CPIA_METRO_B_029,200.278,-2.047,-1.02,PPI_ELECTRICITY_0029,98.194,136.643,100.223,222.939,85.373,193.887,158.677,164.183,N,2020=100,N,0.8007,CPI-Combined
2020-10,CPI_PULSES_0030,CPIA_TIER2_030,116.47,2.807,0.139,PPI_ELECTRICITY_0030,189.119,242.509,109.729,208.708,135.571,99.316,82.895,140.974,N,2020=100,Y,0.1814,WPI-Core
2020-04,CPI_MILK_0031,CPIA_METRO_B_031,204.788,-0.619,9.941,PPI_ELECTRICITY_0031,200.256,199.461,209.939,217.623,148.259,128.759,174.651,143.486,N,2018=100,N,0.4948,Retail-PricePanel
2022-12,CPI_HOUSING_0032,CPIA_COMBINED_032,175.758,1.633,-0.575,PPI_ELECTRICITY_0032,175.968,103.3,206.402,214.174,223.356,132.377,102.92,96.773,Y,2012=100,N,0.8663,CPI-IW
2020-04,CPI_SPICES_0033,CPIA_METRO_A_033,197.106,2.129,5.359,PPI_PHARMA_0033,209.416,164.34,113.624,205.421,219.981,217.801,119.016,110.061,Y,2020=100,Y,0.9068,Retail-PricePanel
2018-09,CPI_FUEL_LIGHT_0034,CPIA_COMBINED_034,159.183,2.532,1.275,PPI_CEMENT_0034,151.322,76.694,107.53,96.627,155.665,93.616,183.354,97.983,Y,2012=100,Y,0.4595,WPI-Core
2022-10,CPI_HOUSING_0035,CPIA_METRO_A_035,139.707,-0.817,10.919,PPI_PAPER_0035,217.371,216.414,142.605,93.706,197.279,119.326,190.748,200.706,N,2012=100,Y,0.2983,WPI-Core
2021-07,CPI_CLOTHING_0036,CPIA_METRO_B_036,131.023,-0.946,7.492,PPI_ELECTRICITY_0036,192.09,254.386,129.608,176.113,219.538,103.524,163.331,186.1,Y,2020=100,Y,0.1216,WPI-All
2020-04,CPI_HEALTH_0037,CPIA_METRO_A_037,172.928,0.895,5.851,PPI_CEMENT_0037,84.067,110.179,101.809,116.674,225.712,160.278,191.813,201.591,Y,2018=100,Y,0.5614,WPI-All
2022-07,CPI_SPICES_0038,CPIA_RURAL_038,170.54,0.905,2.647,PPI_ELECTRICITY_0038,173.924,157.786,177.999,169.243,86.703,125.773,227.606,163.922,N,2012=100,Y,0.1599,CPI-Combined
2019-12,CPI_CEREALS_0039,CPIA_METRO_A_039,194.739,-0.247,5.188,PPI_PHARMA_0039,225.327,210.425,133.603,165.77,85.901,102.854,255.413,153.494,N,2020=100,Y,0.6006,CPI-IW
2020-08,CPI_CEREALS_0040,CPIA_METRO_B_040,205.51,3.663,-0.833,PPI_PAPER_0040,83.735,240.776,216.235,151.06,175.464,197.615,165.617,189.937,Y,2018=100,Y,0.8477,WPI-Core
2021-11,CPI_MILK_0041,CPIA_URBAN_041,137.985,-1.374,9.396,PPI_CHEMICALS_0041,188.318,213.303,172.066,166.602,235.887,141.628,236.859,109.909,Y,2012=100,Y,0.472,Retail-PricePanel
2025-01,CPI_HEALTH_0042,CPIA_METRO_B_042,196.622,3.046,1.907,PPI_AUTO_PARTS_0042,157.257,83.066,109.197,129.198,141.889,139.564,132.557,188.68,N,2012=100,Y,0.1112,WPI-Core
2025-05,CPI_PULSES_0043,CPIA_TIER3_043,187.115,1.393,10.366,PPI_PAPER_0043,112.197,141.159,93.126,236.052,158.068,177.565,120.421,96.318,N,2012=100,N,0.3164,WPI-All
2024-07,CPI_HEALTH_0044,CPIA_TIER2_044,205.722,2.693,6.337,PPI_TEXTILES_0044,123.627,165.662,207.302,91.464,191.603,157.454,112.436,119.423,N,2018=100,N,0.2938,Retail-PricePanel
2025-03,CPI_SPICES_0045,CPIA_METRO_B_045,163.814,0.411,4.051,PPI_AUTO_PARTS_0045,129.701,223.637,80.21,213.153,219.105,203.591,205.438,169.694,N,2018=100,Y,0.1734,Retail-PricePanel
2025-04,CPI_EDIBLE_OILS_0046,CPIA_RURAL_046,163.686,0.636,-1.457,PPI_PAPER_0046,126.452,250.636,162.015,226.643,99.359,199.622,203.905,128.505,Y,2020=100,Y,0.9483,WPI-Core
2025-09,CPI_FRUITS_0047,CPIA_URBAN_047,104.387,-0.044,10.19,PPI_PHARMA_0047,192.618,84.358,109.05,219.478,93.905,126.479,91.653,158.211,N,2020=100,N,0.6532,WPI-All
2023-02,CPI_TRANSPORT_0048,CPIA_TIER3_048,119.184,-0.038,0.384,PPI_PHARMA_0048,177.06,95.902,101.587,102.643,102.054,194.702,181.238,97.446,Y,2020=100,Y,0.2332,WPI-Core
2024-05,CPI_HOUSING_0049,CPIA_TIER2_049,171.925,3.402,7.28,PPI_PAPER_0049,121.984,255.796,124.03,236.205,227.296,100.641,118.715,181.216,N,2020=100,N,0.1107,WPI-Core
2020-12,CPI_TRANSPORT_0050,CPIA_URBAN_050,165.512,3.415,2.539,PPI_AUTO_PARTS_0050,135.398,81.739,217.802,175.818,192.839,104.254,85.14,115.876,N,2018=100,N,0.9707,WPI-Core
2024-05,CPI_TRANSPORT_0051,CPIA_METRO_A_051,123.255,-1.115,11.542,PPI_CEMENT_0051,114.836,199.693,100.997,142.644,191.188,170.292,99.946,100.39,N,2012=100,N,0.2241,WPI-Core
2022-12,CPI_TRANSPORT_0052,CPIA_RURAL_052,191.402,0.899,11.461,PPI_PETROLEUM_0052,97.481,238.719,209.611,219.54,223.969,187.592,130.468,169.723,Y,2012=100,Y,0.2098,WPI-Core
2023-12,CPI_MILK_0053,CPIA_COMBINED_053,172.514,-1.3,7.165,PPI_PAPER_0053,168.121,136.854,187.973,127.843,201.603,179.509,124.04,141.45,N,2020=100,Y,0.0968,Retail-PricePanel
2021-11,CPI_FOOTWEAR_0054,CPIA_METRO_A_054,136.049,-1.744,2.518,PPI_TEXTILES_0054,83.931,170.509,114.588,221.378,159.273,130.309,107.541,104.884,Y,2012=100,Y,0.082,Retail-PricePanel
2025-10,CPI_EDUCATION_0055,CPIA_TIER2_055,163.936,2.42,5.806,PPI_ELECTRICITY_0055,99.427,251.767,159.847,95.852,181.704,95.373,169.6,109.598,N,2012=100,Y,0.936,Retail-PricePanel
2019-05,CPI_RECREATION_0056,CPIA_TIER2_056,203.584,-1.084,0.158,PPI_PETROLEUM_0056,121.22,115.24,154.111,168.704,105.522,144.153,137.489,149.12,Y,2020=100,Y,0.4454,CPI-IW
2022-01,CPI_SPICES_0057,CPIA_METRO_A_057,186.15,-1.778,3.889,PPI_STEEL_0057,95.783,73.415,80.196,86.742,235.911,145.398,188.136,170.196,N,2012=100,Y,0.7477,WPI-All
2023-06,CPI_PULSES_0058,CPIA_URBAN_058,115.065,2.257,7.798,PPI_AUTO_PARTS_0058,197.576,250.34,195.487,172.195,192.371,196.722,111.111,130.964,Y,2020=100,N,0.932,CPI-Combined
2018-05,CPI_EDUCATION_0059,CPIA_URBAN_059,94.635,1.424,6.045,PPI_TEXTILES_0059,174.113,96.655,129.642,168.466,107.073,109.144,154.066,140.323,Y,2018=100,N,0.2954,Retail-PricePanel
2021-01,CPI_MILK_0060,CPIA_COMBINED_060,103.027,0.61,5.343,PPI_PHARMA_0060,87.701,74.534,84.794,101.958,168.081,194.274,187.309,183.577,Y,2012=100,Y,0.2105,Retail-PricePanel
2022-11,CPI_EDUCATION_0061,CPIA_URBAN_061,195.132,3.765,6.433,PPI_TEXTILES_0061,173.112,234.651,100.737,100.954,189.183,99.456,162.21,180.979,Y,2020=100,N,0.1442,WPI-Core
2019-06,CPI_FRUITS_0062,CPIA_URBAN_062,158.302,-1.876,0.176,PPI_TEXTILES_0062,87.55,76.629,98.984,195.553,130.339,201.775,247.351,171.066,Y,2012=100,Y,0.4225,CPI-Combined
2019-08,CPI_EDIBLE_OILS_0063,CPIA_METRO_A_063,137.085,1.969,11.804,PPI_ELECTRICITY_0063,111.882,84.284,205.145,87.644,175.638,166.194,93.809,164.116,N,2020=100,N,0.3996,CPI-Combined
2020-06,CPI_CLOTHING_0064,CPIA_URBAN_064,147.908,2.663,-1.175,PPI_PHARMA_0064,82.673,84.162,216.388,122.298,176.838,135.85,98.318,94.025,N,2018=100,N,0.5075,CPI-IW
2023-05,CPI_FRUITS_0065,CPIA_TIER2_065,164.737,2.921,3.922,PPI_FERTILIZER_0065,222.847,85.185,203.191,87.108,139.998,158.206,227.081,201.548,Y,2020=100,Y,0.896,Retail-PricePanel
2020-09,CPI_TRANSPORT_0066,CPIA_COMBINED_066,185.532,1.395,0.605,PPI_PETROLEUM_0066,98.174,190.14,87.678,165.426,234.729,186.4,190.739,91.939,N,2012=100,Y,0.6651,CPI-IW
2022-08,CPI_CEREALS_0067,CPIA_URBAN_067,128.035,0.364,11.005,PPI_ELECTRICITY_0067,81.239,213.372,158.926,235.314,116.634,172.547,169.133,114.866,N,2020=100,Y,0.253,WPI-All
2024-03,CPI_MILK_0068,CPIA_RURAL_068,103.498,-0.071,6.092,PPI_STEEL_0068,115.021,123.73,98.549,223.985,87.13,194.507,231.498,94.648,N,2020=100,Y,0.2264,WPI-Core
2022-07,CPI_MEAT_FISH_0069,CPIA_METRO_B_069,170.994,-1.292,1.34,PPI_AUTO_PARTS_0069,95.207,232.068,211.68,90.993,236.451,160.738,108.368,95.318,Y,2012=100,N,0.7946,WPI-All
2018-07,CPI_MILK_0070,CPIA_TIER2_070,205.028,3.813,0.033,PPI_TEXTILES_0070,124.441,115.273,193.487,114.11,132.206,211.969,135.886,122.21,N,2012=100,N,0.3111,Retail-PricePanel
2019-11,CPI_MEAT_FISH_0071,CPIA_RURAL_071,99.103,3.523,-0.842,PPI_STEEL_0071,81.486,179.708,125.681,188.151,207.353,119.369,207.018,167.99,N,2018=100,Y,0.8031,Retail-PricePanel
2025-01,CPI_PULSES_0072,CPIA_METRO_A_072,158.12,-1.536,4.02,PPI_PHARMA_0072,106.083,86.957,87.322,138.443,189.648,144.743,223.275,102.519,Y,2012=100,Y,0.8674,WPI-All
2019-12,CPI_PULSES_0073,CPIA_METRO_A_073,150.378,2.227,9.68,PPI_AUTO_PARTS_0073,159.949,153.31,219.434,213.738,195.158,192.196,150.192,174.252,N,2018=100,Y,0.7201,CPI-Combined
2018-12,CPI_FOOTWEAR_0074,CPIA_URBAN_074,163.32,1.319,5.73,PPI_CHEMICALS_0074,83.757,145.275,145.841,218.016,180.831,138.777,219.674,187.611,Y,2020=100,N,0.7281,WPI-Core
2023-10,CPI_MILK_0075,CPIA_TIER2_075,203.806,-0.72,8.125,PPI_TEXTILES_0075,142.94,208.437,193.427,117.209,227.806,214.258,204.636,186.585,Y,2018=100,Y,0.1132,WPI-All
2024-07,CPI_FUEL_LIGHT_0076,CPIA_RURAL_076,147.123,3.201,5.344,PPI_AUTO_PARTS_0076,110.718,190.264,192.428,173.748,115.766,143.07,109.138,140.928,Y,2018=100,N,0.8746,WPI-All
2022-05,CPI_EDUCATION_0077,CPIA_COMBINED_077,188.737,2.451,5.27,PPI_TEXTILES_0077,161.777,128.395,117.672,167.695,203.913,197.821,111.905,97.475,N,2012=100,N,0.2081,WPI-All
2025-07,CPI_VEGETABLES_0078,CPIA_TIER2_078,182.982,-2.433,6.655,PPI_STEEL_0078,137.265,244.239,86.114,233.017,140.505,104.24,229.977,149.852,Y,2020=100,N,0.1497,WPI-Core
2023-05,CPI_CEREALS_0079,CPIA_COMBINED_079,177.267,2.531,10.798,PPI_PAPER_0079,204.276,249.115,161.042,217.779,89.113,197.301,231.788,166.152,Y,2020=100,Y,0.5543,CPI-Combined
2019-08,CPI_SPICES_0080,CPIA_COMBINED_080,209.98,-1.601,-0.352,PPI_TEXTILES_0080,202.003,77.639,127.218,167.35,220.066,121.624,248.011,157.154,Y,2018=100,N,0.9444,CPI-IW
2020-05,CPI_HOUSING_0081,CPIA_TIER2_081,176.551,-0.8,-0.644,PPI_CHEMICALS_0081,177.837,146.897,210.721,105.274,236.09,192.255,177.895,175.896,N,2020=100,Y,0.1589,WPI-All
2022-09,CPI_CEREALS_0082,CPIA_TIER3_082,134.926,-0.141,7.202,PPI_PETROLEUM_0082,176.698,189.099,211.854,150.801,123.381,219.636,204.069,119.024,N,2020=100,N,0.6712,CPI-IW
2018-09,CPI_HEALTH_0083,CPIA_TIER3_083,116.616,-2.003,11.065,PPI_STEEL_0083,159.317,154.168,210.444,208.054,231.562,192.855,211.397,113.221,N,2018=100,Y,0.5906,WPI-Core
2023-03,CPI_VEGETABLES_0084,CPIA_URBAN_084,204.292,-1.589,6.15,PPI_TEXTILES_0084,113.106,82.984,117.858,125.287,184.706,137.277,223.104,112.394,N,2018=100,Y,0.3838,CPI-Combined
2020-12,CPI_SPICES_0085,CPIA_COMBINED_085,155.175,2.274,7.91,PPI_ELECTRICITY_0085,148.768,184.135,159.326,152.276,192.63,130.094,178.865,183.249,N,2020=100,N,0.1287,Retail-PricePanel
2024-10,CPI_CEREALS_0086,CPIA_TIER3_086,130.622,0.093,4.504,PPI_PAPER_0086,167.442,110.74,121.603,115.177,189.013,110.032,181.346,115.394,Y,2018=100,Y,0.366,CPI-IW
2023-05,CPI_RECREATION_0087,CPIA_RURAL_087,170.206,-0.205,0.06,PPI_ELECTRICITY_0087,110.392,255.159,121.306,238.82,179.549,151.664,107.787,157.204,Y,2012=100,Y,0.2516,WPI-All
2021-07,CPI_CEREALS_0088,CPIA_RURAL_088,182.54,-1.018,10.763,PPI_STEEL_0088,176.205,130.191,136.86,139.844,186.684,128.468,205.273,178.488,Y,2012=100,N,0.9546,Retail-PricePanel
2019-01,CPI_FUEL_LIGHT_0089,CPIA_RURAL_089,152.912,-0.096,6.336,PPI_PETROLEUM_0089,180.315,98.714,83.746,93.107,207.703,138.168,101.617,136.313,Y,2018=100,Y,0.3633,CPI-Combined
2019-10,CPI_EDUCATION_0090,CPIA_METRO_B_090,114.509,-0.77,0.289,PPI_FERTILIZER_0090,194.718,132.388,130.305,233.383,113.242,194.494,94.72,195.919,N,2018=100,Y,0.996,CPI-Combined
2019-06,CPI_HEALTH_0091,CPIA_METRO_B_091,154.84,-1.63,3.225,PPI_STEEL_0091,203.83,159.665,212.393,221.745,142.776,209.913,228.378,166.925,Y,2020=100,N,0.2501,Retail-PricePanel
2022-06,CPI_SPICES_0092,CPIA_COMBINED_092,196.196,-0.472,11.7,PPI_AUTO_PARTS_0092,155.976,211.442,173.333,101.63,112.332,153.9,149.581,127.838,N,2020=100,Y,0.7053,CPI-Combined
2022-02,CPI_HEALTH_0093,CPIA_TIER2_093,193.021,3.741,3.236,PPI_TEXTILES_0093,121.881,141.404,101.081,118.11,183.746,203.18,214.601,141.483,Y,2012=100,N,0.569,WPI-All
2018-07,CPI_EDIBLE_OILS_0094,CPIA_METRO_A_094,177.919,0.899,9.345,PPI_CEMENT_0094,156.394,125.839,150.299,229.818,229.258,92.286,201.376,158.495,N,2020=100,Y,0.9532,WPI-Core
2024-10,CPI_HOUSING_0095,CPIA_METRO_A_095,192.243,1.813,3.811,PPI_ELECTRICITY_0095,142.984,86.22,102.92,227.221,125.436,193.97,195.702,159.26,N,2018=100,Y,0.0072,WPI-Core
2024-11,CPI_FUEL_LIGHT_0096,CPIA_TIER3_096,134.221,-1.77,10.891,PPI_CHEMICALS_0096,182.712,139.362,140.462,142.113,181.213,133.715,196.512,103.773,N,2020=100,Y,0.1407,WPI-All
2018-02,CPI_MILK_0097,CPIA_URBAN_097,199.761,-1.598,7.367,PPI_PETROLEUM_0097,88.584,139.452,156.961,190.09,185.048,118.885,242.735,198.902,Y,2012=100,N,0.8443,CPI-IW
2018-09,CPI_TRANSPORT_0098,CPIA_TIER2_098,98.907,-0.395,2.786,PPI_PHARMA_0098,225.439,244.789,92.569,193.737,133.955,176.359,139.011,117.691,N,2018=100,Y,0.5989,CPI-Combined
2025-10,CPI_FUEL_LIGHT_0099,CPIA_RURAL_099,199.538,-0.018,11.733,PPI_CEMENT_0099,177.55,213.782,183.956,154.663,151.858,209.786,251.063,144.091,Y,2020=100,N,0.3936,CPI-Combined
2018-01,CPI_EDUCATION_0100,CPIA_TIER3_100,148.251,3.822,6.555,PPI_CHEMICALS_0100,191.331,134.654,186.377,201.624,155.691,139.631,120.569,165.245,Y,2020=100,N,0.8556,CPI-IW
2023-12,CPI_VEGETABLES_0101,CPIA_RURAL_101,91.837,3.049,3.311,PPI_STEEL_0101,153.02,217.765,97.562,207.893,155.238,135.161,129.977,120.787,N,2018=100,Y,0.9353,WPI-All
2018-08,CPI_HOUSING_0102,CPIA_METRO_B_102,107.124,-0.776,11.496,PPI_PHARMA_0102,199.477,150.893,204.647,108.032,218.574,100.455,115.468,166.068,N,2020=100,N,0.2964,Retail-PricePanel
2023-02,CPI_MEAT_FISH_0103,CPIA_URBAN_103,169.586,3.146,10.27,PPI_AUTO_PARTS_0103,182.232,195.234,189.447,113.756,197.62,213.957,90.387,171.625,N,2020=100,Y,0.5329,Retail-PricePanel
2022-03,CPI_MEAT_FISH_0104,CPIA_TIER2_104,110.749,2.763,9.281,PPI_PETROLEUM_0104,192.961,81.967,191.379,165.006,196.317,197.152,187.67,115.067,Y,2020=100,N,0.814,WPI-All
2021-09,CPI_MILK_0105,CPIA_RURAL_105,205.257,3.224,5.886,PPI_AUTO_PARTS_0105,93.872,230.646,201.236,149.668,85.069,95.757,140.052,138.392,N,2020=100,N,0.7539,Retail-PricePanel
2022-04,CPI_EDIBLE_OILS_0106,CPIA_METRO_B_106,117.566,-0.377,8.89,PPI_AUTO_PARTS_0106,188.014,255.147,149.613,213.223,165.649,133.148,137.314,169.99,N,2020=100,Y,0.9295,CPI-Combined
2023-07,CPI_MEAT_FISH_0107,CPIA_URBAN_107,170.622,0.624,2.683,PPI_PETROLEUM_0107,198.004,256.528,93.298,225.496,233.674,137.799,174.787,99.532,Y,2020=100,N,0.5078,CPI-IW
2024-04,CPI_FOOTWEAR_0108,CPIA_COMBINED_108,161.611,3.666,9.62,PPI_PETROLEUM_0108,188.526,193.181,151.796,195.686,191.262,130.761,116.868,90.639,Y,2018=100,N,0.2213,WPI-Core
2020-03,CPI_CEREALS_0109,CPIA_URBAN_109,201.814,1.281,9.195,PPI_FERTILIZER_0109,163.626,158.378,135.671,127.999,193.384,97.017,109.758,97.097,N,2012=100,N,0.3642,CPI-Combined
2022-12,CPI_TRANSPORT_0110,CPIA_URBAN_110,208.841,0.206,1.672,PPI_PHARMA_0110,107.82,180.725,86.915,211.722,175.9,110.452,135.271,198.742,N,2018=100,Y,0.6948,CPI-Combined
2020-05,CPI_FOOTWEAR_0111,CPIA_TIER3_111,138.266,0.542,7.472,PPI_CHEMICALS_0111,117.498,114.073,159.394,149.411,207.004,177.692,145.35,97.54,Y,2020=100,N,0.6992,CPI-IW
2024-02,CPI_FUEL_LIGHT_0112,CPIA_TIER2_112,171.54,0.328,3.407,PPI_STEEL_0112,209.051,70.228,143.736,117.337,112.664,103.572,97.02,101.992,Y,2020=100,Y,0.2813,WPI-Core
2024-08,CPI_HEALTH_0113,CPIA_TIER2_113,114.694,1.53,-1.158,PPI_CEMENT_0113,146.382,96.845,136.105,118.593,215.173,195.659,120.739,158.965,N,2020=100,N,0.2319,CPI-Combined
2020-11,CPI_PULSES_0114,CPIA_TIER3_114,128.289,-1.557,6.007,PPI_ELECTRICITY_0114,129.44,87.02,116.248,114.815,88.348,207.544,221.266,96.361,N,2020=100,Y,0.8359,CPI-IW
2022-05,CPI_CLOTHING_0115,CPIA_METRO_A_115,195.314,0.236,4.109,PPI_CHEMICALS_0115,95.766,231.162,84.868,120.273,98.351,91.516,230.734,137.088,Y,2018=100,N,0.0639,WPI-Core
2021-02,CPI_EDUCATION_0116,CPIA_METRO_B_116,149.49,3.169,5.546,PPI_FERTILIZER_0116,83.457,239.814,141.578,143.428,205.735,163.85,212.909,155.325,Y,2018=100,N,0.8369,WPI-All
2019-04,CPI_HOUSING_0117,CPIA_METRO_B_117,194.892,2.979,2.689,PPI_ELECTRICITY_0117,108.444,230.558,173.457,206.725,140.012,210.323,108.225,203.585,N,2020=100,N,0.1859,CPI-IW
2018-10,CPI_CLOTHING_0118,CPIA_METRO_A_118,94.423,3.129,10.414,PPI_PHARMA_0118,208.255,129.946,148.041,198.091,196.937,177.919,172.268,184.741,N,2012=100,N,0.3674,CPI-Combined
