tech_perf_test_timestamp,tech_perf_test_platform,tech_perf_asn_number,tech_perf_isp_brand_code,tech_perf_connection_type_code,tech_perf_download_mbps_measured,tech_perf_upload_mbps_measured,tech_perf_latency_ms,tech_perf_jitter_ms,tech_perf_packet_loss_pct,tech_perf_video_stream_quality_score,tech_perf_webpage_load_time_ms,tech_perf_peak_hour_congestion_index,tech_perf_ipv6_enabled_flag,tech_perf_dns_resolution_ms,tech_perf_bufferbloat_ms,tech_perf_outage_minutes_month,tech_perf_maintenance_window_minutes,tech_perf_router_model_hash,tech_perf_measurement_confidence_grade
2022-01-01 13:34:00,WEB,15632,ISP_B,CABLE,45.51,30.16,85.77,36.06,4.132,53.03,8436.3,0.5057,1,54.01,1088.8,1561,376,592dad26c42e2ade,A
2022-01-01 14:11:00,WEB,60752,ISP_D,SATELLITE,24.04,5.01,207.05,24.85,1.492,25.55,8128.2,0.5412,0,95.43,850.8,1627,150,2dad223ad1e69ccf,A
2022-01-01 14:48:00,DESKTOP_AGENT,2630,ISP_D,DSL,26.29,2.6,229.44,25.87,1.906,20.86,15764.1,0.5005,0,289.68,152.2,2326,435,580b0c77ec06e267,A
2022-01-01 15:25:00,ROUTER_PROBE,57041,ISP_B,CABLE,51.15,22.38,36.25,29.9,6.887,20.68,8415.8,0.6832,1,26.61,1101.6,696,1846,16b6444d99921617,A
2022-01-01 16:02:00,MOBILE_APP,2251,ISP_C,CABLE,75.84,50.51,191.67,34.19,6.626,7.48,2641.1,0.6918,0,78.88,546.4,447,1748,9d326aad69629237,C
2022-01-01 16:39:00,WEB,3938,ISP_B,FIBER,57.8,9.01,17.08,24.18,1.98,17.44,14873.5,0.7642,1,285.26,1192.5,2118,1278,fd38f50dc94b0099,B
2022-01-01 17:16:00,MOBILE_APP,51478,ISP_D,CABLE,88.65,52.41,48.16,51.28,7.664,95.47,10846.1,0.7483,1,328.14,490.7,647,313,c2ac22b84ffd9c73,A
2022-01-01 17:53:00,WEB,40246,ISP_D,CABLE,75.69,19.02,199.08,60.72,4.609,84.76,2476.2,0.6877,1,253.72,376.9,2218,850,a69ba95e6bc5c297,B
2022-01-01 18:30:00,WEB,59537,ISP_D,CABLE,27.8,9.37,222.68,41.03,1.452,71.44,14765.7,0.3697,0,12.97,357.9,1649,2010,8d95fad60bf14ab3,A
2022-01-01 19:07:00,MOBILE_APP,51218,ISP_C,CABLE,72.2,36.78,18.16,44.33,2.276,86.6,8568.5,0.1425,0,105.68,1058.2,431,1466,a0df3e8a27bf2152,D
2022-01-01 19:44:00,WEB,29637,ISP_F,FIBER,92.02,23.38,165.83,15.28,1.052,10.08,10590.0,0.6501,1,112.55,54.4,2118,316,79e25e0234e24447,A
2022-01-01 20:21:00,DESKTOP_AGENT,13043,ISP_A,CABLE,45.8,33.27,118.7,78.3,3.391,52.44,4474.4,0.7785,1,339.16,283.0,1656,2177,1b9002689953e730,B
2022-01-01 20:58:00,WEB,11220,ISP_G,CELLULAR,73.01,42.22,114.6,14.85,6.767,13.5,5735.3,0.3603,0,169.41,1036.6,1091,37,2171d0951e7612d9,D
2022-01-01 21:35:00,WEB,23201,ISP_G,FIBER,75.8,10.72,194.57,67.8,6.023,12.19,651.9,0.5389,0,72.84,722.4,1340,1553,d31f3ecd0a6201c1,A
2022-01-01 22:12:00,WEB,10367,ISP_C,CELLULAR,88.68,33.31,61.96,54.06,5.713,32.13,501.7,0.2661,1,117.31,62.3,1231,956,8e29d168340f2bb8,B
2022-01-01 22:49:00,WEB,26810,ISP_A,CABLE,131.15,21.22,152.77,78.91,1.249,76.69,510.3,0.5253,0,108.3,669.0,118,860,f0fbf12cbe3d700e,C
2022-01-01 23:26:00,MOBILE_APP,30155,ISP_B,FIBER,79.76,9.42,116.06,29.0,7.517,41.46,10567.2,0.3968,1,162.7,1197.8,434,68,44eb612d52ddba46,B
2022-01-02 00:03:00,CPE_AGENT,1466,ISP_A,CABLE,72.68,23.84,45.56,24.29,7.404,88.03,13783.4,0.1722,1,123.08,254.7,1650,300,e6033218a1534da9,B
2022-01-02 00:40:00,MOBILE_APP,2023,ISP_A,CABLE,27.63,14.56,20.13,43.56,7.528,52.18,8405.7,0.102,0,77.22,209.3,1007,1079,71a6017a1ca74e06,B
2022-01-02 01:17:00,DESKTOP_AGENT,56320,ISP_F,DSL,110.54,78.74,171.81,39.78,1.411,72.54,4943.5,0.1823,1,170.16,702.9,1318,1797,3c58403dc766c239,C
2022-01-02 01:54:00,MOBILE_APP,34835,ISP_F,CABLE,49.24,24.0,207.46,16.65,3.384,77.43,12674.4,0.4688,0,104.33,927.9,328,420,e83ab7943adb8039,F
2022-01-02 02:31:00,WEB,13787,ISP_F,FIXED_WIRELESS,47.05,28.63,148.53,40.57,5.33,33.96,17594.1,0.955,1,252.98,850.1,659,410,74824f875d46f881,C
2022-01-02 03:08:00,WEB,909,ISP_C,CABLE,195.35,64.29,62.27,8.15,2.951,77.51,13310.7,0.8636,1,349.2,290.5,728,204,402418f69f43112a,B
2022-01-02 03:45:00,MOBILE_APP,17669,ISP_A,CELLULAR,153.75,55.58,76.27,31.96,2.57,75.04,17567.7,0.6366,1,211.5,312.6,1139,445,a20a524e4e56ac83,D
2022-01-02 04:22:00,WEB,48861,ISP_A,FIBER,166.64,58.91,129.34,32.19,0.279,55.45,14174.2,0.3203,1,341.96,395.4,2,1575,56d120fe221ec325,B
2022-01-02 04:59:00,ROUTER_PROBE,38055,ISP_E,FIBER,63.74,26.52,134.75,36.14,4.707,57.57,4009.6,0.8306,0,10.11,123.9,951,2058,81934577f51dc188,F
2022-01-02 05:36:00,CPE_AGENT,42450,ISP_E,CELLULAR,109.3,45.56,166.66,73.51,3.549,88.02,1499.7,0.2709,1,183.36,1104.2,1440,2075,1c08cd8633e32cb4,A
2022-01-02 06:13:00,ROUTER_PROBE,700,ISP_G,CELLULAR,342.6,222.83,246.22,55.73,0.754,87.68,987.5,0.1142,0,290.57,373.3,1890,2249,19b8b6f712f51d4e,B
2022-01-02 06:50:00,ROUTER_PROBE,27666,ISP_A,CABLE,67.8,30.15,28.37,44.47,0.78,36.82,5415.7,0.4999,1,211.28,177.0,646,2252,774e569077c86ef9,D
2022-01-02 07:27:00,MOBILE_APP,34384,ISP_G,FIBER,67.25,19.68,235.18,4.25,7.691,43.49,7128.8,0.9519,1,222.5,321.3,1853,1906,bbdbe6c3d46a14b6,C
2022-01-02 08:04:00,ROUTER_PROBE,60230,ISP_C,CELLULAR,11.0,2.1,173.34,14.87,3.198,62.77,14311.2,0.2483,1,14.31,1418.5,1739,100,1bc0acf7479aebb5,C
2022-01-02 08:41:00,WEB,51727,ISP_D,CELLULAR,50.51,30.39,55.29,18.72,1.825,53.83,2514.5,0.8097,0,266.55,464.3,1461,844,bd22d65a42ec87c2,B
2022-01-02 09:18:00,ROUTER_PROBE,27291,ISP_A,FIXED_WIRELESS,69.53,52.02,9.71,75.28,6.075,31.79,3021.0,0.6272,0,37.77,912.2,324,818,98ee2bded42d3f1b,D
2022-01-02 09:55:00,MOBILE_APP,22411,ISP_B,CABLE,30.23,10.93,43.42,39.44,6.429,72.71,10518.3,0.4374,0,298.03,925.8,2148,71,ea61874719e6aaca,B
2022-01-02 10:32:00,ROUTER_PROBE,57292,ISP_E,CELLULAR,108.63,12.13,191.16,4.12,0.896,9.27,9212.0,0.3637,0,206.41,1088.1,2245,2031,bb4bed62b008155c,B
2022-01-02 11:09:00,DESKTOP_AGENT,87,ISP_E,FIBER,35.48,18.12,208.61,24.87,7.426,22.93,8902.5,0.8155,1,35.56,21.9,1643,766,f115be4a4a39cc33,B
2022-01-02 11:46:00,ROUTER_PROBE,60705,ISP_C,FIXED_WIRELESS,63.4,14.64,101.59,5.5,6.372,71.67,4124.9,0.0197,0,77.19,1448.1,1910,1391,65d5e125750db9e7,C
2022-01-02 12:23:00,WEB,43452,ISP_E,CELLULAR,49.11,19.01,217.99,5.5,7.398,41.64,13681.6,0.3553,0,219.58,728.6,860,594,c1fe7e327400c86d,A
2022-01-02 13:00:00,WEB,27436,ISP_G,SATELLITE,253.47,173.97,150.3,45.3,3.885,75.0,17043.8,0.9542,1,182.59,697.3,1947,1651,a0f27618f74d0f1e,D
2022-01-02 13:37:00,MOBILE_APP,7958,ISP_D,FIXED_WIRELESS,59.52,32.1,9.74,6.04,0.226,65.74,4922.2,0.3642,1,113.81,1375.5,1893,2045,5f8ec4c30e834387,B
2022-01-02 14:14:00,MOBILE_APP,28794,ISP_D,FIBER,25.72,8.18,219.79,9.91,2.294,64.8,4479.0,0.7415,1,31.9,1330.6,2047,50,34a6e40918606899,A
2022-01-02 14:51:00,DESKTOP_AGENT,59804,ISP_G,FIBER,73.49,13.12,206.39,44.23,3.281,92.5,13248.4,0.3817,1,233.56,1401.2,1023,891,f7fbd964da8c6bee,C
2022-01-02 15:28:00,DESKTOP_AGENT,28160,ISP_F,DSL,106.03,7.62,22.33,20.77,4.086,54.84,2279.4,0.7532,0,321.58,193.6,1822,1630,3763c98b12c5024c,B
2022-01-02 16:05:00,ROUTER_PROBE,5802,ISP_G,FIBER,73.43,25.34,7.51,60.92,2.71,97.82,8343.9,0.1733,1,73.28,874.1,893,1003,3ede1f767fbc2c28,F
2022-01-02 16:42:00,WEB,17999,ISP_F,FIXED_WIRELESS,61.45,22.68,172.36,7.17,3.065,66.18,11485.1,0.2777,0,246.72,398.9,753,42,01f017c9846c93f3,A
2022-01-02 17:19:00,DESKTOP_AGENT,58283,ISP_A,CELLULAR,127.44,25.3,126.78,15.77,7.989,64.94,319.6,0.1558,1,210.3,1133.9,2022,1524,ad19349f80b9f770,A
2022-01-02 17:56:00,DESKTOP_AGENT,40840,ISP_A,CELLULAR,83.46,37.61,70.14,27.95,4.213,14.56,17136.3,0.2824,1,223.59,177.8,1587,1034,821dbd3b073747fb,A
2022-01-02 18:33:00,WEB,8389,ISP_G,CABLE,148.98,91.39,207.83,62.88,5.767,38.94,14529.3,0.3477,1,302.63,1447.9,633,2031,5e6e002d7f15ac68,B
2022-01-02 19:10:00,WEB,36247,ISP_C,FIXED_WIRELESS,71.97,13.3,175.73,12.1,5.795,44.64,17023.2,0.722,0,214.39,1269.8,1574,560,00dab6fc251f96e2,D
2022-01-02 19:47:00,DESKTOP_AGENT,16005,ISP_C,FIBER,133.27,57.07,61.15,48.34,3.426,90.85,2719.0,0.7482,1,97.36,42.2,47,2263,2faa9119997fdea6,B
2022-01-02 20:24:00,DESKTOP_AGENT,22932,ISP_B,FIXED_WIRELESS,98.38,73.11,86.26,19.94,1.941,40.41,9417.0,0.5513,0,186.4,1148.9,2048,2244,d91db78313d443e6,D
2022-01-02 21:01:00,MOBILE_APP,50075,ISP_G,FIBER,54.14,9.26,135.3,10.7,6.48,15.34,14905.5,0.2185,1,249.85,26.4,1880,863,935535004ad1e488,A
2022-01-02 21:38:00,WEB,34876,ISP_C,FIXED_WIRELESS,33.9,20.33,17.1,2.12,2.222,60.76,9898.4,0.4363,0,45.85,1164.9,2042,869,65c241ccd557e772,C
2022-01-02 22:15:00,ROUTER_PROBE,38278,ISP_C,FIBER,68.93,21.91,111.95,4.47,4.865,85.41,3766.1,0.2747,1,142.64,581.0,433,1320,68e65bbf35994ca2,C
2022-01-02 22:52:00,DESKTOP_AGENT,1161,ISP_A,FIBER,105.39,35.35,165.48,22.25,0.946,69.4,12604.2,0.6593,0,303.02,447.8,1741,2392,035f7fac1201cc7b,C
2022-01-02 23:29:00,MOBILE_APP,23546,ISP_B,CABLE,43.33,9.96,49.88,40.26,0.708,56.88,3564.5,0.695,1,251.94,523.8,938,997,68351d5667a5fc63,C
2022-01-03 00:06:00,DESKTOP_AGENT,4879,ISP_C,FIXED_WIRELESS,47.64,31.33,63.82,59.81,3.691,28.53,11101.0,0.3482,1,302.29,1192.6,1840,1141,20de66aca692bda3,A
2022-01-03 00:43:00,WEB,36924,ISP_B,SATELLITE,33.39,24.2,62.09,56.26,2.173,19.1,4318.9,0.0689,1,234.46,67.5,597,501,32d2e7ef273d769e,B
2022-01-03 01:20:00,DESKTOP_AGENT,12403,ISP_D,DSL,55.03,27.32,133.71,66.55,4.069,67.07,13041.6,0.7551,0,118.82,441.4,1422,1949,81433bbc96c72687,D
2022-01-03 01:57:00,WEB,2957,ISP_A,CABLE,20.93,11.98,158.79,67.41,2.239,57.92,2330.2,0.2883,0,74.34,1485.2,2170,102,e37a26f50a40eb5e,B
2022-01-03 02:34:00,DESKTOP_AGENT,27291,ISP_C,CELLULAR,71.62,35.72,222.86,35.64,1.212,85.14,9059.0,0.4676,1,60.17,290.6,2285,1278,7d1907276ee16545,B
2022-01-03 03:11:00,MOBILE_APP,56194,ISP_G,FIBER,42.35,10.93,213.88,65.19,4.961,35.54,9361.2,0.0638,0,51.06,234.3,1752,802,702fa3ebbb45144a,D
2022-01-03 03:48:00,DESKTOP_AGENT,48894,ISP_B,FIBER,53.64,32.01,119.32,40.36,3.752,4.22,11758.3,0.0651,0,148.23,348.8,1677,1261,362877e03a7ceff7,C
2022-01-03 04:25:00,WEB,44839,ISP_B,DSL,48.45,20.5,186.06,0.49,3.223,50.27,5122.0,0.9162,0,176.4,170.9,2033,1830,5f51b75ee0c7cc51,B
2022-01-03 05:02:00,WEB,9344,ISP_B,CABLE,102.16,58.87,29.66,72.98,1.988,60.43,1636.5,0.3719,0,232.35,118.0,1639,1187,5f94312c1f873404,C
2022-01-03 05:39:00,MOBILE_APP,40050,ISP_B,FIBER,83.49,22.85,111.13,9.37,6.033,81.18,2113.4,0.1138,1,155.62,87.1,2016,86,6a6c97dd17e59e6a,B
2022-01-03 06:16:00,MOBILE_APP,29341,ISP_A,FIXED_WIRELESS,190.28,101.75,20.2,42.84,6.435,10.85,16424.7,0.7973,1,13.3,1118.3,847,718,903e9a50e089a11e,C
2022-01-03 06:53:00,MOBILE_APP,56943,ISP_E,DSL,67.96,4.88,188.21,67.03,5.423,63.06,13233.8,0.9519,0,180.33,765.0,1267,2311,83df7d5a6ae5fd3c,B
2022-01-03 07:30:00,ROUTER_PROBE,15019,ISP_C,FIBER,37.86,20.57,187.68,26.69,0.855,34.35,15714.7,0.029,1,193.35,1385.9,1772,1748,9da42f7c565e0d8d,A
2022-01-03 08:07:00,WEB,51009,ISP_A,CELLULAR,88.95,18.41,128.45,58.41,7.939,39.23,1317.8,0.7354,1,198.72,6.8,1638,1901,02de7b108e3322e2,B
2022-01-03 08:44:00,MOBILE_APP,45842,ISP_A,FIXED_WIRELESS,48.77,21.21,192.88,11.9,2.752,42.05,9666.1,0.0033,1,173.96,684.2,1822,1686,6ecbcba348c54bf7,A
2022-01-03 09:21:00,DESKTOP_AGENT,19861,ISP_F,FIBER,160.39,22.04,171.35,79.17,2.632,19.91,17761.4,0.9055,1,55.53,49.7,2020,2103,4d7b82567dcadbb7,B
2022-01-03 09:58:00,MOBILE_APP,9479,ISP_A,CABLE,29.74,21.94,141.87,34.0,5.995,77.84,14536.1,0.8904,0,231.03,827.4,1038,69,78d3c65e686cac1d,C
2022-01-03 10:35:00,MOBILE_APP,31169,ISP_A,FIBER,47.82,29.57,114.94,50.02,2.943,9.74,7284.1,0.6848,1,319.98,1430.9,1894,211,81f688f7bb2cc807,C
2022-01-03 11:12:00,MOBILE_APP,56143,ISP_A,CABLE,96.12,41.88,210.51,52.14,5.836,18.36,13153.7,0.4491,0,265.24,26.2,770,554,e6eeac2486446142,D
2022-01-03 11:49:00,WEB,51184,ISP_E,FIBER,67.73,19.72,80.56,50.09,7.89,11.23,7200.1,0.0918,1,204.84,673.1,2140,2103,bcfbd475b9dfb5e7,A
2022-01-03 12:26:00,CPE_AGENT,13133,ISP_G,CABLE,24.8,12.94,116.55,28.02,1.752,74.52,1549.8,0.6035,0,99.97,885.1,1106,715,73ec20dd265ec938,D
2022-01-03 13:03:00,WEB,48179,ISP_A,CABLE,194.99,42.66,234.46,76.87,0.803,64.76,16686.2,0.0303,0,47.63,91.2,1760,1109,56316f3b65b7dd95,C
2022-01-03 13:40:00,WEB,44448,ISP_F,CABLE,32.36,18.55,198.58,15.1,3.171,13.46,2028.8,0.7375,0,152.59,979.8,705,1178,034bdb2f305e7acd,C
2022-01-03 14:17:00,ROUTER_PROBE,60707,ISP_C,CABLE,91.99,64.04,140.76,64.42,2.002,41.31,17997.2,0.5083,1,110.9,1352.3,371,1084,27e0194a87651ab6,C
2022-01-03 14:54:00,ROUTER_PROBE,50274,ISP_G,FIXED_WIRELESS,99.74,34.3,100.3,19.33,2.432,27.66,17810.2,0.181,0,16.82,683.7,168,2071,49455d257b20b5d4,A
2022-01-03 15:31:00,DESKTOP_AGENT,47173,ISP_G,FIXED_WIRELESS,86.13,52.09,109.64,34.14,5.752,98.43,1520.5,0.16,0,208.1,504.1,1336,1421,d7f265d820e97af7,A
2022-01-03 16:08:00,DESKTOP_AGENT,15984,ISP_A,CABLE,91.3,43.97,231.54,0.95,1.918,30.03,14251.6,0.8804,0,50.13,535.6,423,562,4ca40fd9f26f1994,C
2022-01-03 16:45:00,MOBILE_APP,1725,ISP_A,CELLULAR,34.0,2.64,114.12,52.34,4.533,17.95,11917.5,0.4024,1,158.64,938.8,1144,838,7b91fed1c61c9410,A
2022-01-03 17:22:00,WEB,1624,ISP_D,DSL,31.4,5.28,8.08,54.33,6.614,1.88,10860.5,0.7587,1,73.56,169.1,2050,2165,26cd705ba0f8a918,B
2022-01-03 17:59:00,CPE_AGENT,7625,ISP_A,CELLULAR,69.54,40.47,161.37,0.29,7.472,7.1,7845.5,0.2052,1,74.99,988.2,1216,2300,6e64c4475a64179b,C
2022-01-03 18:36:00,DESKTOP_AGENT,7689,ISP_B,FIBER,119.85,75.96,49.9,51.02,4.812,16.51,9736.1,0.2291,0,235.51,1287.6,2176,994,f65a1f059f122c96,A
2022-01-03 19:13:00,CPE_AGENT,44957,ISP_B,CABLE,48.5,31.89,204.1,72.79,7.281,10.83,4288.2,0.7715,1,90.6,1330.6,971,2161,c867dedb20ab305b,C
2022-01-03 19:50:00,DESKTOP_AGENT,15282,ISP_C,CABLE,142.27,58.85,13.8,51.05,6.907,57.62,16411.4,0.7084,1,184.74,831.5,1241,1273,2ed27d4bf914a7d6,F
2022-01-03 20:27:00,MOBILE_APP,35288,ISP_D,CELLULAR,97.0,58.3,5.2,48.72,2.66,93.01,8091.1,0.3444,1,254.3,132.7,1962,2353,13f1d3dedfab1692,B
2022-01-03 21:04:00,WEB,12825,ISP_A,CELLULAR,47.57,9.89,38.69,22.54,3.95,78.55,10606.0,0.2581,0,273.75,167.3,1347,2290,d0ca97786b3af343,A
2022-01-03 21:41:00,MOBILE_APP,34133,ISP_A,CELLULAR,93.82,63.55,87.0,22.09,0.191,21.71,9544.0,0.4219,0,281.41,482.9,2238,910,ee9e3f5c909821e0,B
2022-01-03 22:18:00,WEB,6805,ISP_C,DSL,51.25,6.73,104.49,50.72,3.638,21.42,11558.2,0.2789,1,64.99,696.0,336,1511,f7579f6ae838cea4,C
2022-01-03 22:55:00,CPE_AGENT,39740,ISP_D,FIBER,41.07,3.98,149.54,6.1,1.631,61.66,2223.7,0.5638,1,99.87,397.7,637,693,5e8b78c5392691fd,C
2022-01-03 23:32:00,MOBILE_APP,24099,ISP_G,FIBER,60.15,37.89,42.29,2.95,0.783,30.14,14241.4,0.0505,1,281.91,181.8,981,574,e3dcb004b41cbf89,B
2022-01-04 00:09:00,MOBILE_APP,28303,ISP_B,FIBER,32.99,11.06,45.73,44.65,6.214,97.47,9031.8,0.3,0,321.12,393.6,382,594,082949c84f7b3459,C
2022-01-04 00:46:00,MOBILE_APP,6665,ISP_B,DSL,52.4,17.0,68.1,5.36,2.375,61.92,16429.3,0.0296,1,79.21,900.7,95,1071,c889e2887f1c2b63,D
2022-01-04 01:23:00,DESKTOP_AGENT,50200,ISP_C,DSL,67.12,30.05,129.96,44.08,3.816,13.67,9544.6,0.9995,1,168.35,949.6,1959,328,7a3fdd3a4bb371f3,C
2022-01-04 02:00:00,MOBILE_APP,18502,ISP_F,CELLULAR,107.36,26.05,115.59,3.29,4.722,10.23,9254.6,0.623,0,198.19,231.6,620,1784,e5e418213bd7012c,A
2022-01-04 02:37:00,WEB,31624,ISP_G,FIXED_WIRELESS,34.64,15.68,171.56,6.38,5.477,70.22,17559.3,0.8258,0,13.85,1165.0,542,2247,ada2c32424c60c52,A
2022-01-04 03:14:00,CPE_AGENT,41210,ISP_C,FIXED_WIRELESS,101.43,18.19,64.08,29.11,7.845,82.51,17356.1,0.7959,0,49.86,1148.6,765,2290,b5f419b5372aa6a8,A
2022-01-04 03:51:00,ROUTER_PROBE,46498,ISP_D,FIXED_WIRELESS,75.78,50.25,223.51,45.57,2.879,51.26,4273.2,0.0463,0,134.53,550.4,2158,72,b01d838228b1cbc9,F
2022-01-04 04:28:00,MOBILE_APP,34588,ISP_F,FIBER,59.37,37.62,19.96,45.08,2.58,25.47,3311.0,0.9016,0,31.92,1306.7,1929,1772,2c61950c42e5b359,C
2022-01-04 05:05:00,WEB,12018,ISP_C,CABLE,77.57,52.16,10.38,37.3,7.67,31.99,5773.9,0.7424,1,301.82,848.3,2040,445,304c52aeb6ee9e23,C
2022-01-04 05:42:00,WEB,61600,ISP_F,FIBER,183.92,32.97,111.31,51.15,4.318,52.47,965.3,0.756,0,181.99,232.7,1550,930,43732f3a042b64bc,C
2022-01-04 06:19:00,WEB,32733,ISP_C,DSL,62.2,36.82,45.26,37.58,2.223,56.0,13378.2,0.7616,1,336.79,1350.3,773,1214,9bbc15c49d0c411a,C
2022-01-04 06:56:00,DESKTOP_AGENT,38766,ISP_B,FIBER,86.36,28.6,159.65,29.22,4.101,99.97,9946.1,0.672,0,250.04,660.8,2197,193,aa23ddf329b17488,D
2022-01-04 07:33:00,MOBILE_APP,48731,ISP_D,CABLE,51.51,18.9,232.26,32.64,3.485,22.82,3340.1,0.9741,0,140.26,499.4,96,1029,553cba8e1c11a7c6,D
2022-01-04 08:10:00,MOBILE_APP,21685,ISP_A,FIBER,111.88,64.81,126.59,54.12,0.547,61.18,2053.3,0.3735,0,283.99,1259.6,901,1632,fef66b45d43d6818,C
2022-01-04 08:47:00,WEB,61001,ISP_A,CABLE,33.95,22.86,154.6,74.74,4.785,97.23,10856.7,0.4276,1,340.03,274.3,2092,554,e23c2b4b6da655a1,D
2022-01-04 09:24:00,MOBILE_APP,9920,ISP_A,DSL,107.42,65.95,122.19,16.9,5.538,39.71,15548.5,0.2008,0,94.78,840.1,1114,766,6d3974de5c76bb37,F
2022-01-04 10:01:00,WEB,38644,ISP_F,FIXED_WIRELESS,254.19,85.44,157.66,9.99,6.755,76.66,10424.6,0.1403,0,155.43,168.9,2179,182,f5a33eb956b78ce7,A
2022-01-04 10:38:00,WEB,25071,ISP_E,FIBER,41.97,27.57,23.18,21.87,6.033,76.52,11044.7,0.4451,1,94.89,289.6,289,732,7e952401c87acbe8,B
