env_water_sample_date,env_water_waterbody_id,env_water_watershed_huc12,env_water_sample_matrix_type,env_water_parameter_code,env_water_result_value,env_water_result_unit,env_water_detection_limit,env_water_exceedance_standard_flag,env_water_impaired_water_flag,env_water_source_tracking_marker,env_water_flow_cfs_at_sample,env_water_temperature_c_water,env_water_ph_value,env_water_dissolved_oxygen_mg_l,env_water_turbidity_ntu,env_water_nitrate_mg_l,env_water_lead_ppb,env_water_algal_bloom_risk_index,env_water_sampling_program_code
2016-01-26,WB000000026,000000000026,SURFACE_WATER,PHOSPHATE,183.5859,UG_L,1.7388,0,0,NONE,156390.561,20.47,9.09,11.938,789.632,24.9943,194.752,0.7242,STATE
2016-01-27,WB000000027,000000000027,SURFACE_WATER,CHLORIDE,263.2751,UG_L,4.7601,0,0,NONE,116958.87,25.13,6.89,7.112,523.395,10.1644,109.774,0.8866,EPA
2016-01-28,WB000000028,000000000028,SURFACE_WATER,CHLORIDE,236.0045,UG_L,3.9295,1,0,AGRICULTURAL,198870.055,13.73,7.79,13.977,146.533,3.4387,7.565,0.412,TRIBAL
2016-01-29,WB000000029,000000000029,DRINKING_WATER,ARSENIC,389.4039,PCI_L,1.852,0,0,NONE,134835.595,14.89,8.29,4.037,265.928,19.7591,50.572,0.9123,EPA
2016-01-30,WB000000030,000000000030,DRINKING_WATER,PFAS,249.5215,PCI_L,1.7947,0,0,HUMAN,62837.827,12.31,5.8,13.314,635.416,0.8696,44.051,0.5226,STATE
2016-01-31,WB000000031,000000000031,GROUNDWATER,NITRATE,335.1748,PH_UNITS,3.352,0,0,HUMAN,197509.494,0.06,6.19,1.84,563.31,12.138,112.158,0.1327,EPA
2016-02-01,WB000000032,000000000032,GROUNDWATER,PHOSPHATE,291.6836,MG_L,0.7107,0,0,NONE,45298.581,33.61,8.4,3.437,505.963,16.6436,86.504,0.1755,STATE
2016-02-02,WB000000033,000000000033,GROUNDWATER,PFAS,160.8116,NTU,1.6781,0,0,ANIMAL,85449.155,0.9,9.03,8.395,578.884,7.1708,130.854,0.6094,LOCAL
2016-02-03,WB000000034,000000000034,SURFACE_WATER,E_COLI,498.1671,MG_L,2.1254,0,0,NONE,92344.997,16.19,8.9,2.483,272.275,7.1387,55.976,0.3769,STATE
2016-02-04,WB000000035,000000000035,SEDIMENT,CHLORIDE,362.8717,NTU,3.6177,0,1,INDUSTRIAL,115410.478,28.49,5.81,0.851,634.28,21.7304,135.43,0.3245,CITIZEN_SCIENCE
2016-02-05,WB000000036,000000000036,SURFACE_WATER,TURBIDITY,224.0691,PH_UNITS,1.0835,0,1,HUMAN,63460.528,30.02,7.21,11.803,57.069,4.3252,149.335,0.9102,EPA
2016-02-06,WB000000037,000000000037,SURFACE_WATER,PHOSPHATE,115.6329,MG_L,4.8206,0,0,HUMAN,89513.511,3.35,9.26,0.728,145.08,0.6481,47.382,0.0039,EPA
2016-02-07,WB000000038,000000000038,EFFLUENT,PHOSPHATE,485.7542,MG_L,1.8869,0,0,ANIMAL,72424.404,1.7,6.89,2.032,425.198,15.6164,199.948,0.5467,EPA
2016-02-08,WB000000039,000000000039,SURFACE_WATER,LEAD,166.3185,MG_L,0.8241,1,0,NONE,130609.775,8.91,7.17,9.456,317.542,3.2396,25.258,0.4734,STATE
2016-02-09,WB000000040,000000000040,GROUNDWATER,CHLORIDE,16.3545,NTU,3.8425,0,1,NONE,56217.933,8.73,7.18,6.831,644.476,8.4865,94.568,0.7806,CITIZEN_SCIENCE
2016-02-10,WB000000041,000000000041,DRINKING_WATER,DO,440.8325,PH_UNITS,3.1902,0,0,AGRICULTURAL,60535.89,10.02,7.89,5.517,794.131,13.5937,5.196,0.0181,EPA
2016-02-11,WB000000042,000000000042,EFFLUENT,E_COLI,184.3834,UG_L,2.7703,0,1,ANIMAL,17535.64,12.71,7.93,2.963,186.825,5.4414,4.166,0.8396,EPA
2016-02-12,WB000000043,000000000043,EFFLUENT,PH,375.6385,NTU,0.9836,1,0,HUMAN,102899.649,15.96,5.81,9.825,221.195,1.603,111.746,0.1839,LOCAL
2016-02-13,WB000000044,000000000044,EFFLUENT,DO,41.9339,MG_L,1.2901,0,1,INDUSTRIAL,222077.092,34.12,7.63,6.845,604.296,0.2995,16.838,0.6509,TRIBAL
2016-02-14,WB000000045,000000000045,DRINKING_WATER,PFAS,52.9487,MPN_100ML,1.0113,0,0,NONE,230728.133,9.41,6.48,4.249,413.307,1.3807,64.379,0.6317,CITIZEN_SCIENCE
2016-02-15,WB000000046,000000000046,SEDIMENT,ARSENIC,340.2825,PPB,4.4944,0,0,NONE,149808.107,18.44,7.27,12.282,605.377,11.3886,149.481,0.8317,USGS
2016-02-16,WB000000047,000000000047,SURFACE_WATER,LEAD,440.3383,PPB,4.479,0,0,NONE,60122.585,23.07,5.59,10.133,236.5,3.4033,160.482,0.2612,USGS
2016-02-17,WB000000048,000000000048,GROUNDWATER,DO,474.9063,PPB,1.7116,0,1,ANIMAL,38805.504,4.1,6.82,12.761,725.404,14.6614,129.298,0.6674,TRIBAL
2016-02-18,WB000000049,000000000049,SURFACE_WATER,PFAS,196.0709,MG_L,3.6858,0,0,NONE,44986.011,25.77,8.3,5.693,169.365,22.2677,28.889,0.6096,LOCAL
2016-02-19,WB000000050,000000000050,SURFACE_WATER,PH,483.3258,UG_L,1.5562,0,0,NONE,179647.917,6.95,6.2,8.107,664.859,15.3213,49.711,0.3593,EPA
2016-02-20,WB000000051,000000000051,GROUNDWATER,PH,441.7746,MG_L,4.1748,0,0,NONE,229319.965,34.95,6.05,0.825,484.74,24.9559,106.315,0.2121,LOCAL
2016-02-21,WB000000052,000000000052,SURFACE_WATER,NITRATE,128.0394,MPN_100ML,1.0018,0,1,NONE,220993.54,20.22,6.03,0.943,537.314,11.5732,104.93,0.9813,STATE
2016-02-22,WB000000053,000000000053,SURFACE_WATER,PFAS,203.3009,PPB,3.6845,1,0,NONE,191273.622,18.65,6.63,7.604,520.497,8.6516,77.96,0.2854,LOCAL
2016-02-23,WB000000054,000000000054,SURFACE_WATER,E_COLI,129.6837,MPN_100ML,2.3835,0,1,INDUSTRIAL,228.092,28.79,6.05,5.039,726.327,21.8867,158.575,0.9213,USGS
2016-02-24,WB000000055,000000000055,GROUNDWATER,PFAS,391.3425,NTU,1.7101,0,1,NONE,112025.928,23.68,5.97,2.604,677.933,3.6662,58.836,0.6672,STATE
2016-02-25,WB000000056,000000000056,EFFLUENT,NITRATE,483.6917,NTU,1.8388,0,0,NONE,55572.027,7.83,9.17,4.982,638.79,23.9012,14.138,0.9598,CITIZEN_SCIENCE
2016-02-26,WB000000057,000000000057,GROUNDWATER,PHOSPHATE,303.4751,NTU,2.011,0,0,HUMAN,94581.652,24.83,6.66,3.513,19.355,20.1096,82.402,0.5712,LOCAL
2016-02-27,WB000000058,000000000058,GROUNDWATER,TURBIDITY,86.0144,PPB,0.9429,0,0,HUMAN,90758.886,23.17,6.0,3.324,737.02,2.2336,176.452,0.3683,TRIBAL
2016-02-28,WB000000059,000000000059,GROUNDWATER,ARSENIC,322.4323,UG_L,1.9078,0,1,HUMAN,169738.28,8.87,8.41,8.754,162.734,1.6018,94.113,0.8723,EPA
2016-02-29,WB000000060,000000000060,DRINKING_WATER,TURBIDITY,375.7433,PCI_L,1.4315,0,0,NONE,214678.564,30.89,9.35,12.725,743.307,5.3361,54.036,0.0919,STATE
2016-03-01,WB000000061,000000000061,SURFACE_WATER,LEAD,252.5328,PPB,2.2775,0,1,NONE,188328.833,18.43,7.66,1.504,12.478,0.5757,91.815,0.9479,STATE
2016-03-02,WB000000062,000000000062,SURFACE_WATER,PFAS,404.4552,PPB,2.446,0,0,NONE,129688.475,23.08,7.88,12.043,753.096,3.8197,164.09,0.6425,LOCAL
2016-03-03,WB000000063,000000000063,GROUNDWATER,PH,103.0121,MPN_100ML,0.9379,0,0,ANIMAL,204524.814,5.58,8.23,10.25,618.054,15.4378,179.855,0.2523,USGS
2016-03-04,WB000000064,000000000064,SURFACE_WATER,TURBIDITY,378.3608,MG_L,1.7862,0,0,INDUSTRIAL,246027.927,5.43,7.21,5.832,678.769,5.6581,95.693,0.3603,EPA
2016-03-05,WB000000065,000000000065,GROUNDWATER,ARSENIC,40.0257,MPN_100ML,1.33,0,0,AGRICULTURAL,111000.298,33.61,7.86,3.033,442.143,24.3276,134.886,0.9419,EPA
2016-03-06,WB000000066,000000000066,SURFACE_WATER,DO,145.4363,PCI_L,1.5501,0,0,NONE,131398.447,26.15,8.31,6.958,747.022,3.2548,68.871,0.8761,LOCAL
2016-03-07,WB000000067,000000000067,SEDIMENT,CHLORIDE,26.5156,PCI_L,2.1872,0,1,NONE,129392.516,2.17,5.83,11.642,772.289,24.0281,171.367,0.3188,CITIZEN_SCIENCE
2016-03-08,WB000000068,000000000068,SURFACE_WATER,NITRATE,422.5548,NTU,2.2618,0,0,ANIMAL,229067.861,21.95,6.0,0.004,314.115,11.3048,46.254,0.7794,USGS
2016-03-09,WB000000069,000000000069,SURFACE_WATER,NITRATE,109.8923,PH_UNITS,2.9927,0,0,NONE,91920.799,7.63,6.22,11.568,419.204,15.2019,37.082,0.1582,LOCAL
2016-03-10,WB000000070,000000000070,SURFACE_WATER,PH,60.6195,PH_UNITS,4.4467,0,0,HUMAN,217004.216,11.84,6.82,6.402,730.469,17.9592,174.646,0.2054,USGS
2016-03-11,WB000000071,000000000071,SURFACE_WATER,TURBIDITY,327.5441,PH_UNITS,0.5621,0,0,ANIMAL,141524.174,34.92,6.51,6.792,202.831,21.3576,173.884,0.152,EPA
2016-03-12,WB000000072,000000000072,SURFACE_WATER,E_COLI,271.3056,PH_UNITS,3.6454,1,0,NONE,147097.525,5.2,8.93,12.018,433.484,8.6186,55.862,0.6772,EPA
2016-03-13,WB000000073,000000000073,SURFACE_WATER,PHOSPHATE,353.3474,UG_L,3.723,0,1,NONE,214258.628,7.31,7.55,8.165,679.347,22.5082,151.324,0.6966,EPA
2016-03-14,WB000000074,000000000074,GROUNDWATER,ARSENIC,216.5932,PCI_L,1.2473,0,0,ANIMAL,80447.032,28.51,6.29,8.952,51.586,6.7564,116.578,0.7183,STATE
2016-03-15,WB000000075,000000000075,GROUNDWATER,PFAS,495.4018,NTU,1.555,0,0,NONE,142665.527,13.87,8.19,10.904,542.631,6.025,51.411,0.2477,USGS
2016-03-16,WB000000076,000000000076,GROUNDWATER,NITRATE,103.99,NTU,0.87,0,0,NONE,140533.789,28.48,8.27,12.338,770.966,15.0698,75.026,0.6098,TRIBAL
2016-03-17,WB000000077,000000000077,SEDIMENT,PFAS,44.3022,MG_L,1.2005,0,0,NONE,96582.079,31.88,8.07,2.105,236.05,0.2437,164.102,0.6746,STATE
2016-03-18,WB000000078,000000000078,SURFACE_WATER,LEAD,209.6831,PH_UNITS,4.9681,0,0,NONE,94922.729,5.21,9.17,5.6,382.894,11.0589,135.41,0.9805,USGS
2016-03-19,WB000000079,000000000079,SURFACE_WATER,CHLORIDE,65.5313,PCI_L,4.8929,0,0,HUMAN,220148.382,0.94,6.64,11.428,376.339,18.9563,34.531,0.295,STATE
2016-03-20,WB000000080,000000000080,GROUNDWATER,PFAS,70.0969,PCI_L,4.0119,0,1,NONE,15202.562,10.95,8.2,1.791,139.254,8.3712,182.438,0.6281,TRIBAL
2016-03-21,WB000000081,000000000081,SURFACE_WATER,NITRATE,165.6642,PPB,3.6901,0,0,NONE,36471.381,7.06,6.84,9.4,150.63,4.2825,170.126,0.6156,USGS
2016-03-22,WB000000082,000000000082,SURFACE_WATER,E_COLI,74.5884,UG_L,3.7897,0,1,NONE,2770.651,2.78,6.15,12.128,272.141,10.4601,145.67,0.5399,LOCAL
2016-03-23,WB000000083,000000000083,SURFACE_WATER,LEAD,63.1949,MG_L,2.2143,0,0,ANIMAL,96821.179,-0.45,7.55,3.109,659.809,19.0123,190.141,0.7478,CITIZEN_SCIENCE
2016-03-24,WB000000084,000000000084,DRINKING_WATER,PH,297.5796,PCI_L,2.8918,0,1,NONE,192140.555,6.15,9.01,10.481,373.11,13.681,114.806,0.6416,EPA
2016-03-25,WB000000085,000000000085,SURFACE_WATER,DO,354.6513,NTU,1.4396,1,0,NONE,168093.458,33.57,8.7,9.806,761.711,2.6692,186.306,0.6612,EPA
2016-03-26,WB000000086,000000000086,SURFACE_WATER,DO,83.6785,UG_L,2.2327,0,1,NONE,151575.168,11.11,6.43,10.292,594.903,4.2262,101.831,0.4347,STATE
2016-03-27,WB000000087,000000000087,SURFACE_WATER,DO,498.6239,NTU,2.0424,1,0,NONE,77647.415,27.18,6.78,12.656,274.81,18.1665,155.027,0.6369,LOCAL
2016-03-28,WB000000088,000000000088,SURFACE_WATER,LEAD,143.3405,PH_UNITS,3.2404,0,0,NONE,53490.841,34.9,6.31,12.492,201.523,13.3379,85.517,0.3766,USGS
2016-03-29,WB000000089,000000000089,GROUNDWATER,ARSENIC,203.2446,PPB,2.6102,0,0,AGRICULTURAL,100055.217,17.12,8.76,3.594,767.241,7.5377,19.622,0.3301,TRIBAL
2016-03-30,WB000000090,000000000090,EFFLUENT,E_COLI,40.6885,MPN_100ML,2.4211,0,0,NONE,43216.337,15.56,6.95,8.358,685.901,4.2533,90.298,0.0707,LOCAL
2016-03-31,WB000000091,000000000091,EFFLUENT,CHLORIDE,44.1495,PCI_L,0.8395,0,0,HUMAN,14804.557,12.8,9.1,13.948,416.96,12.9417,83.465,0.8938,STATE
2016-04-01,WB000000092,000000000092,EFFLUENT,CHLORIDE,246.427,MPN_100ML,4.9325,0,0,NONE,123094.694,18.68,6.86,7.42,58.8,13.0586,148.443,0.0536,USGS
2016-04-02,WB000000093,000000000093,GROUNDWATER,NITRATE,68.4148,NTU,4.5623,0,0,NONE,9448.348,26.63,8.77,0.949,250.488,0.1791,176.179,0.5664,STATE
2016-04-03,WB000000094,000000000094,GROUNDWATER,NITRATE,378.0642,PPB,4.2174,0,1,ANIMAL,68497.606,10.39,9.1,5.727,304.061,5.6162,112.174,0.6485,CITIZEN_SCIENCE
2016-04-04,WB000000095,000000000095,GROUNDWATER,PHOSPHATE,408.2531,PH_UNITS,2.4673,0,0,NONE,195851.364,27.44,8.44,13.945,666.26,15.6228,103.492,0.5164,CITIZEN_SCIENCE
2016-04-05,WB000000096,000000000096,DRINKING_WATER,E_COLI,437.671,UG_L,0.4324,1,0,NONE,84534.481,15.21,9.19,11.541,545.233,11.1162,141.182,0.5525,CITIZEN_SCIENCE
2016-04-06,WB000000097,000000000097,GROUNDWATER,LEAD,287.2973,MPN_100ML,1.737,0,0,NONE,139946.239,23.85,7.61,6.561,713.805,15.7604,182.767,0.7583,EPA
2016-04-07,WB000000098,000000000098,EFFLUENT,DO,247.8336,MG_L,4.4002,0,0,NONE,9419.498,29.37,9.31,3.402,331.634,11.2603,184.33,0.1082,USGS
2016-04-08,WB000000099,000000000099,DRINKING_WATER,TURBIDITY,210.8556,UG_L,0.6241,0,1,NONE,241948.369,2.74,6.85,6.014,71.437,1.5167,86.1,0.093,LOCAL
2016-04-09,WB000000100,000000000100,GROUNDWATER,PH,39.0816,PCI_L,1.4449,0,0,NONE,19067.412,24.14,8.33,12.156,521.191,12.3953,73.413,0.3027,STATE
2016-04-10,WB000000101,000000000101,SURFACE_WATER,DO,227.5472,MPN_100ML,4.1673,0,1,NONE,2213.756,14.8,8.33,0.291,302.574,1.3604,32.799,0.0217,STATE
2016-04-11,WB000000102,000000000102,SURFACE_WATER,LEAD,68.8588,PCI_L,1.0696,0,1,NONE,155822.941,1.12,8.67,11.576,661.391,15.5389,73.368,0.2956,STATE
2016-04-12,WB000000103,000000000103,EFFLUENT,E_COLI,165.0338,NTU,4.7839,0,0,ANIMAL,16544.17,13.74,6.24,1.946,512.528,17.2137,49.384,0.9763,STATE
2016-04-13,WB000000104,000000000104,SURFACE_WATER,PH,437.5685,PH_UNITS,1.8897,0,0,INDUSTRIAL,96280.747,17.81,8.47,1.581,645.185,16.0731,61.584,0.3066,TRIBAL
2016-04-14,WB000000105,000000000105,DRINKING_WATER,DO,81.1884,NTU,3.2641,0,0,NONE,117350.486,34.87,6.75,6.021,135.221,12.0093,108.096,0.6891,EPA
2016-04-15,WB000000106,000000000106,SURFACE_WATER,NITRATE,490.9512,PH_UNITS,4.1818,0,0,NONE,97080.174,33.65,7.76,7.509,772.498,6.371,19.983,0.4998,LOCAL
2016-04-16,WB000000107,000000000107,SURFACE_WATER,PH,151.6873,NTU,4.128,0,0,HUMAN,227729.904,21.42,8.49,9.533,264.386,11.2237,12.423,0.232,CITIZEN_SCIENCE
2016-04-17,WB000000108,000000000108,GROUNDWATER,PHOSPHATE,95.7699,PPB,0.628,0,0,HUMAN,184564.845,28.25,7.69,7.311,101.68,16.8233,31.551,0.5794,STATE
2016-04-18,WB000000109,000000000109,GROUNDWATER,PHOSPHATE,62.1396,PPB,1.4458,0,0,HUMAN,46739.998,31.59,9.06,0.619,653.622,2.0075,192.252,0.75,CITIZEN_SCIENCE
2016-04-19,WB000000110,000000000110,GROUNDWATER,PH,233.7445,NTU,1.8044,0,0,NONE,134692.636,24.32,9.49,12.423,372.326,1.335,181.912,0.2012,LOCAL
2016-04-20,WB000000111,000000000111,SEDIMENT,PFAS,38.6752,NTU,4.8195,0,1,NONE,143970.999,1.32,8.83,2.291,718.727,11.2872,136.946,0.4658,LOCAL
2016-04-21,WB000000112,000000000112,DRINKING_WATER,E_COLI,400.1105,PCI_L,0.7301,0,1,NONE,17743.96,8.12,8.52,2.013,517.888,18.7976,86.283,0.7592,TRIBAL
2016-04-22,WB000000113,000000000113,GROUNDWATER,CHLORIDE,2.627,PH_UNITS,2.2628,1,0,AGRICULTURAL,110379.258,9.85,5.7,1.082,192.642,17.8143,38.768,0.3696,STATE
2016-04-23,WB000000114,000000000114,GROUNDWATER,PHOSPHATE,496.5182,UG_L,0.2052,0,0,HUMAN,108938.199,26.86,8.15,1.836,410.916,24.1109,196.023,0.6958,STATE
2016-04-24,WB000000115,000000000115,EFFLUENT,PHOSPHATE,147.9927,PPB,4.9163,0,0,ANIMAL,79732.434,7.18,8.36,10.893,19.4,5.2615,192.202,0.1435,STATE
2016-04-25,WB000000116,000000000116,GROUNDWATER,E_COLI,39.2905,MG_L,1.7999,0,0,INDUSTRIAL,144889.969,9.97,8.59,5.493,209.979,0.2881,12.102,0.7866,STATE
2016-04-26,WB000000117,000000000117,EFFLUENT,LEAD,66.4069,UG_L,0.2218,0,0,NONE,219456.097,23.04,7.56,0.423,675.456,5.4005,27.769,0.9164,CITIZEN_SCIENCE
2016-04-27,WB000000118,000000000118,SURFACE_WATER,NITRATE,398.7073,NTU,2.8255,0,0,HUMAN,213453.907,12.82,6.23,12.343,581.164,15.3932,51.981,0.7648,USGS
2016-04-28,WB000000119,000000000119,SURFACE_WATER,PH,482.674,MG_L,2.8177,0,1,NONE,7691.652,2.71,6.19,4.255,755.325,16.5392,103.566,0.707,STATE
2016-04-29,WB000000120,000000000120,EFFLUENT,PH,352.7246,UG_L,2.9905,0,0,NONE,41638.718,13.33,8.99,10.732,641.348,15.5786,71.858,0.5172,LOCAL
2016-04-30,WB000000121,000000000121,GROUNDWATER,PFAS,173.8927,PPB,3.6277,1,0,HUMAN,175247.914,11.04,9.35,2.372,381.392,16.5698,176.406,0.4477,LOCAL
2016-05-01,WB000000122,000000000122,SEDIMENT,PH,319.7349,PCI_L,2.5957,0,0,NONE,231912.758,11.99,7.75,2.524,775.563,10.2145,30.744,0.043,CITIZEN_SCIENCE
2016-05-02,WB000000123,000000000123,GROUNDWATER,PFAS,495.3832,PPB,1.5841,0,0,NONE,154951.619,12.21,8.5,0.894,236.367,17.3706,14.961,0.9489,STATE
2016-05-03,WB000000124,000000000124,DRINKING_WATER,CHLORIDE,378.9105,PCI_L,4.04,0,0,HUMAN,86080.214,17.48,9.11,6.503,663.471,17.9182,59.166,0.8884,STATE
2016-05-04,WB000000125,000000000125,GROUNDWATER,E_COLI,324.7447,PCI_L,3.5232,0,0,HUMAN,216039.926,33.11,7.72,0.87,318.929,15.5105,109.991,0.3007,STATE
2016-05-05,WB000000126,000000000126,SEDIMENT,ARSENIC,290.2767,NTU,3.4562,0,0,INDUSTRIAL,76378.17,15.95,5.56,3.404,165.233,19.4201,134.469,0.8197,USGS
2016-05-06,WB000000127,000000000127,SURFACE_WATER,CHLORIDE,491.3397,PCI_L,0.2136,0,0,NONE,105504.376,17.41,8.16,5.392,570.162,13.2758,178.683,0.5267,TRIBAL
2016-05-07,WB000000128,000000000128,EFFLUENT,ARSENIC,410.9134,PH_UNITS,2.2663,0,0,NONE,57806.138,14.41,8.41,1.384,305.739,9.2805,31.259,0.2615,USGS
2016-05-08,WB000000129,000000000129,SURFACE_WATER,TURBIDITY,420.7125,PH_UNITS,0.56,0,0,INDUSTRIAL,65016.29,33.69,7.66,0.073,378.916,7.5166,21.906,0.617,STATE
2016-05-09,WB000000130,000000000130,SURFACE_WATER,PFAS,427.3862,UG_L,3.7299,1,0,INDUSTRIAL,50366.254,8.71,8.4,12.914,129.599,11.8024,63.183,0.9239,LOCAL
2016-05-10,WB000000131,000000000131,EFFLUENT,E_COLI,102.6287,PPB,2.0037,0,1,NONE,200534.453,28.89,6.5,0.817,579.12,10.6851,131.327,0.5945,LOCAL
2016-05-11,WB000000132,000000000132,SURFACE_WATER,PFAS,369.0299,NTU,0.9295,1,0,NONE,145270.415,21.82,9.02,11.686,183.832,15.3012,128.73,0.2046,EPA
2016-05-12,WB000000133,000000000133,EFFLUENT,LEAD,337.7137,PCI_L,4.6142,0,0,INDUSTRIAL,14425.726,22.24,9.38,6.661,495.06,14.7985,8.773,0.9961,STATE
2016-05-13,WB000000134,000000000134,SURFACE_WATER,CHLORIDE,302.8851,UG_L,4.1278,1,0,INDUSTRIAL,165277.244,10.09,9.1,2.176,432.485,19.4795,87.206,0.4652,CITIZEN_SCIENCE
2016-05-14,WB000000135,000000000135,SURFACE_WATER,PFAS,350.9787,MG_L,1.9777,1,0,NONE,223640.615,29.2,7.23,8.521,540.312,9.387,8.249,0.0604,EPA
2016-05-15,WB000000136,000000000136,SURFACE_WATER,PHOSPHATE,45.523,PH_UNITS,4.0308,0,0,NONE,99426.279,5.85,7.7,6.999,166.24,18.8978,99.831,0.2528,TRIBAL
