tech_perf_test_timestamp,tech_perf_test_platform,tech_perf_asn_number,tech_perf_isp_brand_code,tech_perf_connection_type_code,tech_perf_download_mbps_measured,tech_perf_upload_mbps_measured,tech_perf_latency_ms,tech_perf_jitter_ms,tech_perf_packet_loss_pct,tech_perf_video_stream_quality_score,tech_perf_webpage_load_time_ms,tech_perf_peak_hour_congestion_index,tech_perf_ipv6_enabled_flag,tech_perf_dns_resolution_ms,tech_perf_bufferbloat_ms,tech_perf_outage_minutes_month,tech_perf_maintenance_window_minutes,tech_perf_router_model_hash,tech_perf_measurement_confidence_grade
2021-05-04 23:52:11,OOKLA,11142,AIRTEL,DSL,422.8,268.76,73.8,42.2,5.68,24.5,8918,0.581,0,559,254,242,151,R1ee4b6c677c9c75c,A
2023-10-04 04:36:42,OpenSignal,20587,VI,WIFI,1460.31,304.81,114.0,25.3,5.25,67.6,5849,0.341,1,489,120,147,702,R92324a04d4d3aaa4,D
2025-10-10 16:23:51,TRAI,77186,TIKONA,WIFI,756.78,821.39,28.2,38.7,1.06,64.1,2669,0.323,0,264,458,1088,640,R6f3f248f8d0e97dd,A
2019-04-16 05:31:45,NPerf,72807,BSNL,ETHERNET,1343.1,145.69,174.1,36.9,1.46,82.1,9486,0.399,1,185,282,1170,502,R5fb130b0f374239e,B
2019-12-01 01:54:29,OOKLA,138840,JIO,DSL,803.68,581.37,217.1,33.9,7.87,43.9,1163,0.179,1,584,442,619,661,R1c0da14d540de24f,E
2019-01-04 09:22:59,OOKLA,113722,RAILTEL,WIFI,1283.53,562.34,18.7,22.8,6.21,80.2,3484,0.612,0,559,8,60,512,Rc4a6bfc462152a84,C
2019-02-15 00:32:23,NPerf,25068,BSNL,FIBER,545.63,40.49,29.9,42.9,2.14,7.9,3047,0.96,0,342,91,341,39,R3985d9b181689e9c,E
2022-04-30 13:23:31,OpenSignal,6288,BSNL,DSL,240.52,315.98,100.0,31.5,6.02,73.2,13541,0.921,0,310,644,753,239,R73d6ed5503aaf235,E
2023-09-05 13:10:40,TRAI,28242,MTNL,FIBER,428.35,113.84,165.1,56.8,3.69,48.1,8678,0.092,0,496,295,1119,491,R363ac0a4c494aae6,A
2022-05-08 04:21:11,OOKLA,28176,AIRTEL,WIFI,678.45,544.84,47.7,35.7,8.25,18.9,4499,0.585,0,335,285,428,22,R898e6f8bd8f5b9c7,D
2024-04-26 03:01:04,FAST,95282,HATHWAY,FIBER,671.42,341.86,159.3,8.5,2.64,44.6,8193,0.168,0,359,686,775,155,R8ef2c39803408d9a,B
2024-11-23 10:03:02,FAST,117201,RAILTEL,ETHERNET,483.17,723.88,238.0,17.5,1.69,80.3,4018,0.983,1,571,771,1627,516,R338c98d5aad500d3,A
2024-06-09 08:58:34,FAST,132719,BSNL,DSL,906.66,799.04,149.2,32.8,3.23,70.9,1421,0.13,0,272,225,173,120,Rb53dd413ef515c83,C
2021-09-07 19:14:24,FAST,116793,VI,WIFI,1223.37,762.87,30.1,24.6,2.01,48.2,1587,0.277,0,383,307,2100,488,R62daccd6874d626f,E
2026-01-05 07:58:40,OpenSignal,17176,JIO,CABLE,401.29,223.84,202.2,29.2,8.23,95.5,12471,0.678,1,572,101,1264,58,R3fb8019b7846cdd9,A
2020-12-03 01:56:15,TRAI,43763,SPECTRA,ETHERNET,1093.18,355.48,214.0,25.7,1.17,79.3,14796,0.633,1,411,652,1713,10,Rde51f159c13ca697,D
2023-10-08 19:21:01,FAST,108795,RAILTEL,5G,1086.63,317.89,230.1,42.9,3.44,19.3,13080,0.749,0,162,540,1600,83,R3e34f6d5d43dc1de,D
2019-05-12 16:28:52,TRAI,86290,MTNL,ETHERNET,1256.68,845.25,180.1,38.8,9.26,9.1,5514,0.349,1,444,786,2329,202,Rdfc7a54552881544,A
2020-09-22 23:56:27,OpenSignal,17807,JIO,ETHERNET,174.07,277.16,214.9,45.1,2.19,30.9,11414,0.824,1,488,131,1231,153,Rc7d1f3d4aeb64949,A
2022-02-05 09:03:36,NPerf,58609,ACT,5G,461.88,57.46,18.7,40.2,3.35,53.7,14050,0.994,1,388,181,658,430,R2b164ec856ab0767,B
2020-06-25 23:14:04,TRAI,14290,TIKONA,4G,232.56,497.67,62.8,32.4,8.2,33.3,1765,0.794,0,249,312,1126,134,Re60882d8de0704b3,A
2019-11-03 18:04:00,OpenSignal,106872,BSNL,FIBER,1101.23,808.96,30.4,32.4,8.57,85.9,2400,0.706,1,38,699,2345,24,Rf027a5802801e8cb,B
2021-08-17 08:25:10,TRAI,64343,MTNL,5G,1304.71,459.67,83.6,29.8,8.57,20.8,13769,0.522,1,512,534,218,686,Rbb1e6ac156cb055b,E
2019-07-22 09:55:15,OOKLA,77608,TIKONA,WIFI,602.58,100.05,23.8,34.5,8.82,38.9,12223,0.832,1,295,793,3,255,Rd4de4e06b6e801be,C
2023-10-24 23:34:41,TRAI,119490,HATHWAY,4G,702.69,759.99,15.2,52.0,1.32,37.4,8980,0.208,0,544,234,396,297,R3278f55762382395,D
2020-11-03 10:56:42,FAST,45065,BSNL,ETHERNET,114.4,320.53,52.4,15.6,9.92,55.9,11588,0.524,0,400,91,1027,33,Rffffb85889bb4483,C
2025-01-29 03:06:17,OOKLA,87972,SPECTRA,4G,709.13,566.94,69.8,7.0,4.98,53.5,10412,0.841,1,50,266,1993,303,R7c2ad4de21557839,D
2023-07-07 18:00:48,FAST,46699,JIO,4G,517.94,690.7,76.9,45.6,1.29,36.9,12691,0.855,1,324,340,911,261,R5e4e9ad3f5aed396,E
2025-08-13 23:55:29,NPerf,113894,TIKONA,FIBER,938.19,307.65,148.6,22.0,1.53,25.7,5929,0.436,1,235,488,1009,533,R0f912c4e47a03f6a,B
2024-02-22 17:10:08,OpenSignal,35095,RAILTEL,CABLE,194.1,795.72,240.6,0.7,5.87,36.9,3088,0.59,0,220,74,1131,211,R6b05dbbda258f65b,D
2020-10-27 20:34:43,TRAI,95558,ACT,4G,637.36,587.32,10.0,13.4,2.22,73.6,4418,0.336,0,449,650,1430,198,R31922532823df958,E
2024-03-30 21:34:55,OpenSignal,6448,ACT,ETHERNET,103.7,84.48,6.3,58.7,2.69,42.9,9931,0.026,0,328,377,1422,14,R7905737e21dadbfa,D
2021-02-01 10:30:45,TRAI,36104,JIO,ETHERNET,1216.95,204.49,185.4,4.7,9.62,43.7,5626,0.671,0,442,232,868,149,R3b71862b7593c633,C
2019-03-06 15:33:47,OpenSignal,113969,ACT,WIFI,1409.53,13.86,164.6,47.3,1.16,59.9,13087,0.444,1,233,249,965,569,R1d60f55ab0178e23,B
2021-05-17 10:31:29,OOKLA,130219,BSNL,ETHERNET,1344.79,785.54,140.5,0.6,1.54,54.4,400,0.625,1,559,687,959,235,Racb7bdd35b5dcd64,E
2022-07-07 23:19:24,OOKLA,29199,SPECTRA,CABLE,1176.18,798.74,98.8,12.3,0.52,60.8,6573,0.029,0,94,729,483,24,Ra1afb89dedfe9aaa,C
2019-10-28 03:01:24,FAST,61418,JIO,WIFI,367.09,662.3,248.8,4.0,7.76,77.1,5064,0.843,1,340,6,980,200,R95848601e8b5817a,E
2026-02-15 22:03:18,OOKLA,37085,BSNL,FIBER,933.03,474.27,17.1,43.2,7.46,46.7,7586,0.836,1,252,713,481,250,Rb7c2cfcbd55c08e0,A
2024-07-12 10:09:37,NPerf,111382,SPECTRA,FIBER,155.89,513.32,15.6,7.5,7.83,86.6,4146,0.991,1,563,345,726,501,R850318a6e7a0cd20,D
2021-12-22 01:43:55,FAST,65829,MTNL,4G,262.93,117.52,231.8,39.0,4.14,53.1,2766,0.454,1,321,745,1930,459,Re56fe4f174c4dc5b,A
2025-01-09 02:51:14,NPerf,131239,MTNL,FIBER,1116.41,760.0,36.2,19.1,1.59,64.7,4673,0.157,0,371,557,1134,372,R2f4772d32fd971e5,C
2019-09-15 23:37:20,TRAI,41620,SPECTRA,CABLE,282.4,94.63,190.1,32.8,7.83,26.0,838,0.067,1,387,775,686,587,R755a0dab88dc385d,A
2019-05-03 13:26:24,TRAI,5627,ACT,WIFI,184.98,303.74,78.9,18.4,6.99,90.2,802,0.088,1,387,472,1022,544,Rca9123737a37d377,D
2021-05-20 01:15:20,FAST,98255,JIO,4G,655.31,757.8,171.2,58.5,9.51,37.7,8718,0.553,0,566,25,2223,556,R4157a0d7a5d436ad,E
2025-08-20 20:41:57,OOKLA,43495,JIO,5G,834.25,425.63,152.3,16.6,0.86,93.1,10517,0.176,0,118,355,370,359,Re89124ecd445cc66,B
2019-07-06 01:47:21,FAST,123579,VI,WIFI,112.24,113.05,64.2,10.9,2.0,67.3,13897,0.658,1,313,150,2221,451,Rcecdf13927395bb4,A
2020-02-18 21:59:25,OOKLA,17647,AIRTEL,4G,984.75,372.69,130.5,30.1,3.89,70.3,4247,0.474,1,79,525,1178,638,R458de98fee79adbf,B
2024-02-04 18:38:56,FAST,37790,RAILTEL,DSL,638.45,228.14,196.3,56.3,1.54,69.5,11070,0.996,0,409,517,1052,543,R043bf5febc3e7985,B
2022-01-02 06:54:27,OOKLA,133555,VI,5G,300.78,658.17,62.9,29.9,8.08,26.8,5038,0.534,0,364,671,406,438,Rbc748902806e25dc,B
2020-12-22 20:25:28,OpenSignal,138059,AIRTEL,WIFI,655.55,561.49,203.4,17.6,5.26,31.3,8805,0.707,1,372,332,617,146,Rb6cf0d92688c4776,A
2026-02-08 05:11:34,OpenSignal,38936,VI,FIBER,159.36,397.79,43.8,58.2,4.79,54.1,14111,0.626,1,67,178,1749,341,R7082af90bbe79991,E
2021-11-30 05:54:35,TRAI,21071,RAILTEL,4G,690.31,184.55,49.2,1.6,7.17,46.2,6053,0.997,1,503,49,1905,599,R1d347cc3fbba493a,E
2024-03-11 20:24:31,NPerf,20159,HATHWAY,FIBER,967.07,344.87,137.0,54.8,2.12,67.7,8336,0.639,1,170,551,2272,480,R11a6fba6c8b6d3e0,C
2021-03-30 22:25:45,FAST,64394,BSNL,WIFI,565.31,396.41,249.3,15.1,5.97,10.9,14626,0.229,0,182,650,178,497,R70e21c8caebc7c6c,C
2025-10-28 08:31:11,TRAI,110120,ACT,FIBER,382.88,280.0,36.4,42.2,9.33,77.3,4377,0.684,1,285,597,1078,606,R22db14a11bc0f6b4,B
2019-09-21 01:09:30,TRAI,77736,SPECTRA,DSL,48.94,601.1,203.0,53.5,4.18,18.3,4678,0.638,1,195,700,2385,506,R8faf992298e36573,E
2022-11-23 15:52:06,OpenSignal,135795,RAILTEL,4G,1371.53,718.21,193.4,53.0,7.81,10.4,2353,0.314,1,546,129,1461,334,R52b6d90a6317e4a9,D
2024-08-18 20:15:32,TRAI,12745,MTNL,WIFI,825.88,147.11,181.2,2.9,4.57,82.2,12586,0.143,1,292,355,2285,608,R94bae8302f50aca2,A
2019-04-15 10:56:00,NPerf,108569,TIKONA,WIFI,691.45,535.34,147.1,45.2,3.75,69.8,6334,0.015,0,318,101,1660,124,R681378810f4fa420,D
2021-11-22 20:06:29,FAST,59704,SPECTRA,4G,789.88,34.29,32.9,28.0,5.01,39.6,5486,0.502,1,160,76,523,30,R5ae7ffdcf956c88e,E
2020-11-18 12:49:53,TRAI,8800,ACT,4G,506.77,201.19,117.9,14.0,2.61,29.9,9038,0.619,1,62,417,2000,332,R5eeeb988a5f40c9b,D
2022-11-15 07:12:58,OpenSignal,18637,AIRTEL,DSL,933.38,522.97,200.6,28.2,3.81,38.9,5429,0.302,1,292,367,225,207,R825e95be781f27fb,D
2022-07-11 08:04:58,OpenSignal,54214,AIRTEL,CABLE,385.74,822.59,240.5,2.5,3.35,3.9,12418,0.418,1,405,432,878,702,Rf6a6d8e317303639,C
2021-04-13 22:58:48,FAST,130103,TIKONA,4G,230.99,546.39,132.1,26.0,7.13,16.8,6838,0.315,0,537,546,1300,570,R6b6411e054474bc8,B
2025-09-18 07:27:59,TRAI,79520,BSNL,CABLE,675.37,146.28,141.3,4.8,8.93,58.3,5502,0.891,0,181,264,367,264,R7349e868c85fbc06,C
2024-10-17 03:08:26,OpenSignal,38318,AIRTEL,ETHERNET,1187.56,778.78,167.5,53.2,7.01,94.8,1032,0.627,1,224,165,2241,702,R751bb9695d7a581b,B
2021-09-09 18:08:20,TRAI,47386,RAILTEL,FIBER,1041.83,610.87,23.0,4.2,2.6,15.2,2114,0.366,0,163,274,1136,169,Rda7cbd59d29c8004,C
2023-04-30 06:19:32,FAST,16435,MTNL,DSL,1263.6,222.07,159.7,47.7,2.83,21.7,11063,0.148,1,374,403,1474,196,Re65dcc37dfe35d6b,A
2025-09-18 14:11:31,OOKLA,125824,RAILTEL,WIFI,513.29,80.18,108.0,35.8,3.25,68.5,4029,0.354,0,56,287,1974,295,R038111be4c11e9c9,A
2022-10-06 01:50:26,NPerf,95009,MTNL,DSL,953.32,119.56,162.9,45.2,6.32,10.3,7145,0.984,0,305,67,1675,168,R06eb5c1be1ae974c,A
2023-12-15 01:47:40,OOKLA,100195,TIKONA,ETHERNET,1348.79,250.77,193.6,58.3,0.88,69.6,13446,0.276,1,397,638,2138,402,R1b040017e4cbe2ad,C
2024-11-16 12:41:45,FAST,50138,ACT,WIFI,1219.47,874.19,53.8,19.5,8.79,27.8,4319,0.757,0,207,23,1962,697,Redfe3d3d59fd036b,B
2021-04-17 13:24:39,FAST,110214,TIKONA,FIBER,1282.81,579.05,209.8,1.6,8.46,34.7,1228,0.873,1,146,786,963,634,R168bddcea4a47f9c,A
2022-07-09 22:55:02,NPerf,79405,JIO,4G,661.61,61.87,80.8,36.1,2.1,84.7,3347,0.578,1,97,449,1513,118,Rc72d00a26c95406b,E
2019-12-08 20:49:03,FAST,45022,HATHWAY,FIBER,1333.99,275.93,229.5,55.9,2.73,40.3,5651,0.281,1,449,164,1497,541,R08d78697125da013,C
2023-10-22 14:00:45,OpenSignal,18589,JIO,ETHERNET,1224.54,724.93,114.8,23.0,1.44,91.2,5043,0.727,0,373,322,281,682,Rb723c0bb0718899c,D
2022-07-05 22:41:20,NPerf,106912,TIKONA,4G,1228.7,722.15,33.3,12.3,7.55,82.6,14250,0.783,1,535,668,467,256,Re96038beabc39792,D
2022-05-24 10:40:28,FAST,51574,HATHWAY,ETHERNET,893.38,551.06,198.6,26.6,6.99,4.4,10741,0.418,1,202,15,1217,495,Raefe6f53af337f35,B
2021-10-16 00:20:43,NPerf,121646,HATHWAY,CABLE,1240.71,536.47,102.0,43.8,3.82,62.3,14887,0.272,1,568,106,636,365,Ra14b381195f1ed0d,A
2020-01-19 03:58:37,OpenSignal,19694,SPECTRA,4G,413.12,128.31,13.1,31.9,0.24,85.0,11873,0.96,1,38,544,2247,112,R9f762555ba89a823,E
2025-01-18 08:18:03,NPerf,117283,SPECTRA,4G,607.83,477.62,244.0,35.2,9.72,68.3,11403,0.07,1,263,29,1445,505,R2345cdf08034a3be,E
2024-10-26 00:08:20,OpenSignal,54734,AIRTEL,4G,1185.17,599.36,21.6,26.6,6.11,28.9,13149,0.844,0,56,717,1641,244,R42a3b809c7e0034d,D
2021-05-21 01:44:21,FAST,35325,RAILTEL,WIFI,706.01,16.81,118.0,46.9,3.65,88.9,11265,0.984,1,578,71,0,40,R12f85a098f2b46bd,E
2025-03-22 18:57:26,OOKLA,53102,SPECTRA,4G,212.7,257.96,59.9,18.1,0.21,34.6,12498,0.238,0,429,736,438,69,Rfda7857f8d59eb20,A
2025-09-30 06:30:11,TRAI,8575,JIO,WIFI,1419.94,396.15,67.5,56.2,2.85,61.7,14884,0.186,0,11,254,1362,57,R593c4b3a125beb75,A
2020-09-05 08:36:02,FAST,13143,VI,ETHERNET,270.38,507.64,21.1,37.2,5.73,74.3,2776,0.471,0,494,734,424,13,Rea85f06ce4ee7181,A
2020-04-15 10:55:43,TRAI,52593,VI,FIBER,1214.08,310.33,66.1,12.4,1.42,30.0,5076,0.114,0,521,668,1628,330,R6731b6064d0d1c87,A
2019-03-14 00:43:45,TRAI,18191,HATHWAY,ETHERNET,1009.42,159.46,59.3,0.8,7.71,72.8,7459,0.685,1,231,181,1928,349,Re317713748df47a5,A
2025-04-05 17:20:15,OOKLA,108897,HATHWAY,ETHERNET,728.47,77.59,204.0,39.0,5.85,75.7,6951,0.262,0,233,94,1619,392,R1a1f9944722a6e2e,D
2023-11-05 18:37:24,OOKLA,18515,MTNL,FIBER,914.13,633.14,160.0,20.2,0.73,39.4,9867,0.493,1,262,534,542,82,R8d34ec18266ab6ed,A
2020-08-29 01:42:40,TRAI,116157,SPECTRA,WIFI,176.82,400.97,149.9,42.2,3.11,93.5,13003,0.643,0,42,199,2018,370,Rf78a0485261fa3f8,D
2023-09-23 15:17:17,TRAI,39779,VI,FIBER,647.79,280.52,54.4,49.8,4.22,92.5,2892,0.033,0,434,633,310,502,R1034cc7688883318,D
2022-02-26 02:42:12,OOKLA,80345,BSNL,ETHERNET,1250.35,427.66,32.4,0.4,4.7,11.4,14889,0.91,0,223,36,1116,101,Rb6cb924a1a4cf2ee,E
2022-09-15 06:47:09,NPerf,12183,MTNL,WIFI,885.47,120.17,24.1,17.2,1.58,29.1,7037,0.194,1,336,477,827,557,R74e1c0dae9ca7ab4,E
2019-01-05 02:14:21,TRAI,56335,MTNL,WIFI,739.66,341.43,72.7,21.9,6.5,77.3,13403,0.127,1,255,522,1829,15,Rc8e7e44a31fce6d5,C
2019-09-24 02:06:44,FAST,39121,SPECTRA,DSL,361.0,543.82,62.1,4.7,0.95,74.0,5145,0.473,0,306,703,1380,609,R5f904b807e03267f,C
2025-03-29 23:50:13,FAST,37874,VI,FIBER,135.28,720.76,213.8,51.1,4.25,22.7,14230,0.872,0,85,365,2303,88,R666e77ea8afa6ad0,C
2021-03-02 22:51:56,NPerf,74034,JIO,CABLE,798.96,479.65,205.0,29.0,6.39,16.8,6837,0.188,1,241,91,1572,133,Ra0e35c6c92e8dd7e,B
2023-09-12 06:50:55,TRAI,137944,BSNL,ETHERNET,1420.0,625.57,72.2,10.3,9.56,6.5,6250,0.151,1,30,7,907,637,R80bacebc33557fc9,B
2026-02-16 06:15:25,NPerf,39516,VI,ETHERNET,813.62,402.38,35.8,8.2,8.38,26.1,13649,0.794,1,560,302,2342,166,R55e8dd2dd43e21e0,B
2022-10-30 15:59:04,NPerf,114694,RAILTEL,FIBER,1269.65,328.61,152.2,1.6,6.12,3.3,8160,0.505,0,364,459,125,122,R2781f94cc05407c0,C
2025-12-31 01:32:03,OOKLA,52578,RAILTEL,DSL,361.55,642.48,26.5,0.8,4.47,47.8,2649,0.157,0,470,190,2265,619,Re8edcead977719fa,B
2025-09-23 13:10:20,TRAI,66724,VI,WIFI,1114.6,539.83,243.5,14.8,7.65,30.2,10750,0.243,0,553,200,2091,664,R64200fb167d045f3,B
2021-03-22 11:02:49,FAST,49412,ACT,WIFI,1183.13,525.92,136.1,28.0,9.85,48.0,5146,0.365,1,236,248,5,572,Re87c7d11c40e4e4b,A
2022-10-27 11:45:52,TRAI,19326,RAILTEL,DSL,666.69,335.9,94.1,47.1,2.98,23.0,8986,0.218,1,31,55,2269,420,R1e565039afd79af5,A
2020-05-02 09:37:51,OOKLA,36511,JIO,5G,1241.74,516.81,143.3,14.7,1.34,91.8,5241,0.398,1,51,716,227,687,R69ceddddb5e89abd,B
2020-08-25 14:02:25,TRAI,57951,ACT,CABLE,987.8,433.87,241.2,24.6,1.69,5.2,8359,0.385,1,309,171,1787,527,R481f73cfd42f4ae1,C
2022-01-26 05:19:39,FAST,136628,MTNL,5G,878.51,240.35,160.3,49.6,7.27,23.3,4066,0.453,1,498,272,1857,435,R723e1e7dade0a55e,A
2024-05-28 01:41:14,FAST,73211,ACT,5G,596.91,646.62,22.2,42.3,7.35,34.9,13711,0.176,0,184,78,2060,122,Rfce572bc891f3fd5,B
2022-04-22 10:23:14,OpenSignal,64644,BSNL,4G,377.78,125.3,156.4,45.4,9.54,41.3,3893,0.496,0,249,669,253,548,R76cb265c00524619,E
2023-04-16 15:11:37,NPerf,10489,VI,DSL,313.46,873.57,140.6,59.3,3.19,80.6,772,0.252,1,535,437,232,152,R0a6f01313b57e670,A
2024-01-19 12:26:04,FAST,116155,MTNL,DSL,1480.09,454.65,208.1,19.4,2.56,42.0,2325,0.513,0,18,785,1242,6,R8fbe58eea122d736,B
2020-06-19 13:58:04,OpenSignal,126358,SPECTRA,CABLE,589.69,396.09,130.3,15.5,5.95,67.9,2683,0.941,0,58,183,765,631,R919c211a2a8143c4,B
2020-12-02 10:20:54,FAST,119209,MTNL,WIFI,956.46,197.6,94.1,17.7,8.86,40.8,9556,0.517,1,77,445,347,293,R4405a974e8201702,C
2021-07-29 22:36:49,FAST,125445,TIKONA,FIBER,61.3,383.55,221.6,15.3,6.94,54.6,5727,0.387,1,41,213,1794,271,Ra8591ba22a3dd8bc,D
2020-09-18 06:39:43,NPerf,75568,HATHWAY,4G,1417.98,98.27,200.7,1.6,0.1,68.5,14290,0.023,1,525,385,1973,56,Rfa6a15fc0bd0dcf8,E
2019-01-24 02:19:53,NPerf,17522,SPECTRA,ETHERNET,1073.2,22.65,105.0,39.9,7.46,52.4,7991,0.664,0,213,415,1197,708,Rc09c1838b829c77e,E
2020-08-01 14:00:15,FAST,135206,TIKONA,4G,508.54,630.13,99.2,29.0,7.86,47.1,14053,0.459,1,31,145,2179,352,R3283940000c17901,E
2025-07-05 02:17:16,FAST,126619,RAILTEL,DSL,510.4,44.9,235.2,29.8,6.1,45.7,3024,0.797,0,496,88,676,14,R32bb348b7571f207,D
2023-08-31 20:38:49,TRAI,119837,SPECTRA,4G,1002.66,551.47,57.4,11.1,7.95,84.5,835,0.848,0,139,524,838,49,Rcf51f2530e891436,E
2021-05-26 16:43:56,OpenSignal,58233,MTNL,CABLE,471.0,823.89,82.2,21.1,5.12,5.5,14706,0.866,0,586,642,1535,438,Rff234061f8dfc6ce,C
2020-06-24 23:47:17,NPerf,49041,RAILTEL,FIBER,362.05,630.16,27.4,43.5,5.79,89.7,553,0.113,0,439,545,1312,319,Rd861a72a49d62de7,B
2019-08-05 12:10:42,OOKLA,30213,BSNL,DSL,988.61,222.28,93.5,17.6,0.27,70.1,8530,0.42,1,390,491,262,387,R7936f75a0517e258,B
2024-10-26 12:02:35,TRAI,56256,VI,5G,585.79,805.15,241.6,50.4,2.01,99.0,4973,0.985,1,128,777,671,471,R905f031d73475955,B
2024-10-04 10:46:11,OOKLA,44404,MTNL,FIBER,1321.69,212.85,120.4,48.0,5.52,81.0,5337,0.379,0,175,656,977,119,Rbee3e513061110f3,E
2024-01-27 14:03:18,OpenSignal,50607,RAILTEL,WIFI,265.24,180.4,112.4,45.2,2.02,29.7,1640,0.192,1,427,134,985,403,Ra498ad2bca6f7bf6,E
2020-07-09 17:07:01,TRAI,89273,SPECTRA,WIFI,189.2,275.55,138.2,22.0,5.76,28.0,14803,0.931,1,217,714,2192,120,R2b0df0bd60cb9018,E
2019-07-27 14:28:04,OOKLA,8047,TIKONA,WIFI,1293.05,682.5,86.8,42.2,2.54,98.4,11784,0.169,1,201,149,1347,692,R56bef47e847f1309,A
2020-06-18 06:15:28,NPerf,54199,AIRTEL,FIBER,922.56,716.36,19.1,50.3,0.28,47.0,672,0.865,0,395,236,1719,572,R45cba5e46e8ebc6a,B
2021-07-24 15:26:21,NPerf,121684,BSNL,CABLE,571.98,215.4,248.7,47.9,5.06,5.2,3622,0.462,0,481,227,2163,609,R7bcf672aa143479b,D
2021-01-15 18:57:42,NPerf,107959,AIRTEL,DSL,228.92,288.99,192.5,7.6,4.99,81.2,4305,0.697,1,80,388,633,353,R0ada09ce7d3cce6b,B
2022-03-26 10:07:56,NPerf,33302,TIKONA,DSL,538.75,283.77,53.6,3.5,0.66,58.5,4267,0.26,1,272,528,1703,486,Rf28bb255229d712f,C
