house_epc_issuance_date,house_epc_country_iso2,house_epc_region_nuts_code,house_epc_building_id_hash,house_epc_building_type_code,house_epc_construction_year,house_epc_floor_area_m2,house_epc_epc_label,house_epc_primary_energy_kwh_m2,house_epc_heating_fuel_type,house_epc_heat_pump_flag,house_epc_solar_pv_flag,house_epc_insulation_quality_code,house_epc_recommendations_count,house_epc_renovation_passport_flag,house_epc_co2e_emissions_kg_m2,house_epc_epbd_minimum_standards_flag,house_epc_data_source,house_epc_last_update_date,house_epc_data_extract_date
2010-09-05,SK,RO893,48a7f60e14ac8e5f5ead,PUBLIC_HOSPITALS,1982,463.23,E,211.13,DISTRICT_HEAT,1,0,POOR,4,1,19.208,0,ENERGY_AGENCY_REPORT,2017-07-11,2024-03-20
2010-09-28,BE,ES776,fea80c9b4baf27c52f25,COMMERCIAL_OFFICE,1988,631.23,D,149.85,NATURAL_GAS,0,0,UNKNOWN,9,0,57.459,0,BUILDING_STOCK_OBSERVATORY,2017-08-03,2024-08-05
2010-10-21,DK,DK3,e3688b84c361668d50da,INDUSTRIAL_LIGHT,1923,520.93,C,166.07,ELECTRICITY,1,0,VERY_GOOD,6,0,28.054,0,NATIONAL_EPC_REGISTRY,2017-08-26,2025-02-17
2010-11-13,GR,MT3,7623f24591081bc401ab,COMMERCIAL_RETAIL,1914,660.73,B,102.06,LPG,0,0,GOOD,11,0,19.868,0,ENERGY_AGENCY_REPORT,2017-09-18,2024-12-08
2010-12-06,LT,FR875,de6d7ff83b65af623155,RESIDENTIAL_SFH,1961,433.69,A,50.58,BIOMASS,0,0,AVERAGE,10,0,15.856,0,BUILDING_STOCK_OBSERVATORY,2017-10-11,2025-11-18
2010-12-29,PT,LU955,f32cb04b4e7f3f3725cb,PUBLIC_SCHOOLS,1922,548.79,G,438.75,HEATING_OIL,0,0,POOR,13,0,189.886,0,NATIONAL_EPC_REGISTRY,2017-11-03,2025-07-19
2011-01-21,SE,AT77,7437ca03ecb1475b338d,RESIDENTIAL_MFH,1891,34.32,F,283.12,DISTRICT_HEAT,0,0,UNKNOWN,9,0,50.232,0,ENERGY_AGENCY_REPORT,2017-11-26,2024-10-29
2011-02-13,CY,GR487,5e81a9dbbd5053b5c730,PUBLIC_HOSPITALS,1997,978.36,E,221.76,NATURAL_GAS,0,0,VERY_GOOD,11,1,19.811,0,BUILDING_STOCK_OBSERVATORY,2017-12-19,2025-11-13
2011-03-08,FR,EE197,d494926449bdd865478a,COMMERCIAL_OFFICE,1941,287.75,D,176.42,ELECTRICITY,1,0,GOOD,3,0,12.097,0,NATIONAL_EPC_REGISTRY,2018-01-11,2024-05-26
2011-03-31,IT,HR752,377382a5808e7957028f,INDUSTRIAL_LIGHT,2009,501.35,C,106.21,LPG,0,0,AVERAGE,2,0,39.943,0,ENERGY_AGENCY_REPORT,2018-02-03,2025-09-10
2011-04-23,NL,IT76,5ca8743708d924a899e8,COMMERCIAL_RETAIL,1894,51.01,B,92.01,BIOMASS,0,0,POOR,11,0,5.53,0,BUILDING_STOCK_OBSERVATORY,2018-02-26,2025-08-18
2011-05-16,SI,CY2,b008cffadd6eab02b758,RESIDENTIAL_SFH,1887,178.52,A,47.38,HEATING_OIL,0,0,UNKNOWN,5,1,6.524,0,NATIONAL_EPC_REGISTRY,2018-03-21,2024-08-05
2011-06-08,BG,LV6,35dc9cfd2db4693fd84f,PUBLIC_SCHOOLS,1945,699.6,G,452.57,DISTRICT_HEAT,1,1,VERY_GOOD,8,0,20.22,0,ENERGY_AGENCY_REPORT,2018-04-13,2025-12-22
2011-07-01,EE,DK14,a137fba894aa2c5a560a,RESIDENTIAL_MFH,1939,218.48,F,299.92,NATURAL_GAS,0,0,GOOD,9,0,26.658,0,BUILDING_STOCK_OBSERVATORY,2018-05-06,2025-01-30
2011-07-24,HU,SE67,eaad9929c683e23db0ec,PUBLIC_HOSPITALS,1976,369.39,E,208.85,ELECTRICITY,1,0,AVERAGE,3,1,36.213,0,NATIONAL_EPC_REGISTRY,2018-05-29,2024-07-10
2011-08-16,LU,MT232,04839fdbda45cb281e75,COMMERCIAL_OFFICE,1992,34.39,D,139.67,LPG,0,0,POOR,0,0,58.499,0,ENERGY_AGENCY_REPORT,2018-06-21,2026-01-25
2011-09-08,RO,PL359,1701e3ca3bee2324d361,INDUSTRIAL_LIGHT,2004,224.43,C,112.2,BIOMASS,0,0,UNKNOWN,11,1,38.261,0,BUILDING_STOCK_OBSERVATORY,2018-07-14,2024-07-25
2011-10-01,AT,HU26,dcf8c92b9362f361c121,COMMERCIAL_RETAIL,1958,872.01,B,63.26,HEATING_OIL,0,0,VERY_GOOD,10,0,12.943,0,NATIONAL_EPC_REGISTRY,2018-08-06,2024-01-11
2011-10-24,CZ,EE27,f717d12e5270b14186f0,RESIDENTIAL_SFH,1940,541.03,A,61.13,DISTRICT_HEAT,0,0,GOOD,11,0,6.905,0,ENERGY_AGENCY_REPORT,2018-08-29,2026-01-07
2011-11-16,DE,GR71,65a07139288648410a01,PUBLIC_SCHOOLS,1916,723.1,G,334.31,NATURAL_GAS,0,0,AVERAGE,7,0,125.865,0,BUILDING_STOCK_OBSERVATORY,2018-09-21,2025-07-26
2011-12-09,LV,FI207,a871ab190dbc2bec29fc,RESIDENTIAL_MFH,2012,848.09,F,226.54,ELECTRICITY,1,0,POOR,2,0,31.7,0,NATIONAL_EPC_REGISTRY,2018-10-14,2025-02-25
2012-01-01,PL,MT188,ccd67d0bb739a793633b,PUBLIC_HOSPITALS,1994,298.94,E,171.91,LPG,0,0,UNKNOWN,4,0,23.611,1,ENERGY_AGENCY_REPORT,2018-11-06,2025-07-08
2012-01-24,ES,LU4,3db7aa89e8fad301b7cb,COMMERCIAL_OFFICE,2010,678.05,D,155.65,BIOMASS,0,0,VERY_GOOD,2,0,62.543,0,BUILDING_STOCK_OBSERVATORY,2018-11-29,2024-06-22
2012-02-16,HR,FI10,a1f27ca6db476629b229,INDUSTRIAL_LIGHT,1896,258.91,C,127.85,HEATING_OIL,0,0,GOOD,4,0,33.4,0,NATIONAL_EPC_REGISTRY,2018-12-22,2024-02-10
2012-03-10,FI,CY87,21b1b55de253b5222adb,COMMERCIAL_RETAIL,2021,492.41,B,48.9,DISTRICT_HEAT,0,0,AVERAGE,11,0,2.859,1,ENERGY_AGENCY_REPORT,2019-01-14,2024-01-31
2012-04-02,IE,GR828,661dac60a1d05603c349,RESIDENTIAL_SFH,1967,294.69,A,39.62,NATURAL_GAS,0,0,POOR,6,0,16.339,0,BUILDING_STOCK_OBSERVATORY,2019-02-06,2024-06-22
2012-04-25,MT,LV8,cfa649538a220765047d,PUBLIC_SCHOOLS,1893,853.02,G,485.86,ELECTRICITY,0,0,UNKNOWN,8,1,99.504,0,NATIONAL_EPC_REGISTRY,2019-03-01,2025-06-24
2012-05-18,SK,NL562,ecee9540c2ae07bb77e1,RESIDENTIAL_MFH,1979,620.21,F,258.87,LPG,0,0,VERY_GOOD,10,0,105.581,1,ENERGY_AGENCY_REPORT,2019-03-24,2025-08-26
2012-06-10,BE,EE647,1192a05f0f0c515d84c8,PUBLIC_HOSPITALS,2007,696.02,E,172.2,BIOMASS,0,0,GOOD,6,0,37.019,0,BUILDING_STOCK_OBSERVATORY,2019-04-16,2025-06-10
2012-07-03,DK,IE4,7b6e3b5ee3b02607dfeb,COMMERCIAL_OFFICE,1906,902.16,D,142.95,HEATING_OIL,0,1,AVERAGE,10,0,42.009,0,NATIONAL_EPC_REGISTRY,2019-05-09,2025-02-26
2012-07-26,GR,FR22,5f27281425a5ceb7b16e,INDUSTRIAL_LIGHT,1886,448.06,C,110.37,DISTRICT_HEAT,0,0,POOR,6,0,5.929,1,ENERGY_AGENCY_REPORT,2019-06-01,2024-09-29
2012-08-18,LT,EE65,277af81831b1206e13bd,COMMERCIAL_RETAIL,1965,655.62,B,95.39,NATURAL_GAS,0,0,UNKNOWN,0,0,18.847,0,BUILDING_STOCK_OBSERVATORY,2019-06-24,2024-09-08
2012-09-10,PT,FI3,aafcee715a816efb1cff,RESIDENTIAL_SFH,1939,69.83,A,72.07,ELECTRICITY,0,0,VERY_GOOD,8,1,6.309,0,NATIONAL_EPC_REGISTRY,2019-07-17,2024-04-17
2012-10-03,SE,NL408,3a288212aaa757147dec,PUBLIC_SCHOOLS,1958,719.77,G,405.64,LPG,1,0,GOOD,9,1,136.659,1,ENERGY_AGENCY_REPORT,2019-08-09,2025-02-27
2012-10-26,CY,AT974,a396103ff465a796c875,RESIDENTIAL_MFH,1903,1022.61,F,366.53,BIOMASS,1,0,AVERAGE,6,1,160.7,0,BUILDING_STOCK_OBSERVATORY,2019-09-01,2025-11-10
2012-11-18,FR,HR81,cfafc511a43246ea93b7,PUBLIC_HOSPITALS,1952,152.17,E,219.65,HEATING_OIL,0,1,POOR,10,1,38.0,0,NATIONAL_EPC_REGISTRY,2019-09-24,2024-11-28
2012-12-11,IT,NL998,e7b5fa8c719683a69260,COMMERCIAL_OFFICE,1993,40.78,D,112.46,DISTRICT_HEAT,1,0,UNKNOWN,1,1,20.483,1,ENERGY_AGENCY_REPORT,2019-10-17,2025-03-29
2013-01-03,NL,LT93,46798f5aa5fbefb77bb8,INDUSTRIAL_LIGHT,2011,152.86,C,72.23,NATURAL_GAS,0,0,VERY_GOOD,9,0,30.318,1,BUILDING_STOCK_OBSERVATORY,2019-11-09,2025-05-18
2013-01-26,SI,LT270,92dc80aea98de0742756,COMMERCIAL_RETAIL,1927,359.56,B,68.08,ELECTRICITY,1,1,GOOD,5,1,5.088,0,NATIONAL_EPC_REGISTRY,2019-12-02,2025-05-07
2013-02-18,BG,HR38,77d93c7217be77cdaf11,RESIDENTIAL_SFH,1887,298.17,A,73.78,LPG,0,1,AVERAGE,2,0,22.418,0,ENERGY_AGENCY_REPORT,2019-12-25,2024-12-13
2013-03-13,EE,SE619,b14d9d7ef3c11053370c,PUBLIC_SCHOOLS,2003,51.85,G,321.27,BIOMASS,0,0,POOR,8,0,99.989,0,BUILDING_STOCK_OBSERVATORY,2020-01-17,2024-09-04
2013-04-05,HU,MT842,891a4255043f7540bcae,RESIDENTIAL_MFH,1985,59.91,F,243.84,HEATING_OIL,0,1,UNKNOWN,3,0,95.928,0,NATIONAL_EPC_REGISTRY,2020-02-09,2025-11-24
2013-04-28,LU,RO1,62b03678ec2152e534d2,PUBLIC_HOSPITALS,2004,647.27,E,155.53,DISTRICT_HEAT,0,0,VERY_GOOD,7,0,25.986,0,ENERGY_AGENCY_REPORT,2020-03-03,2024-02-27
2013-05-21,RO,EE38,55ee26f5aeda42d3f1d3,COMMERCIAL_OFFICE,1938,761.68,D,147.57,NATURAL_GAS,0,1,GOOD,2,0,36.0,0,BUILDING_STOCK_OBSERVATORY,2020-03-26,2025-09-28
2013-06-13,AT,DE46,355b631ae010f6a1d407,INDUSTRIAL_LIGHT,1952,516.51,C,132.97,ELECTRICITY,0,0,AVERAGE,10,1,35.544,0,NATIONAL_EPC_REGISTRY,2020-04-18,2025-07-29
2013-07-06,CZ,PT359,365a98d421211941ae5e,COMMERCIAL_RETAIL,1975,590.44,B,57.78,LPG,0,0,POOR,7,0,11.472,1,ENERGY_AGENCY_REPORT,2020-05-11,2024-02-11
2013-07-29,DE,LV755,ed6340d69373ef4968b7,RESIDENTIAL_SFH,1985,487.66,A,53.21,BIOMASS,0,0,UNKNOWN,2,1,5.827,0,BUILDING_STOCK_OBSERVATORY,2020-06-03,2025-11-29
2013-08-21,LV,EE5,106d98bd61669aac31cc,PUBLIC_SCHOOLS,2016,801.88,G,350.62,HEATING_OIL,0,0,VERY_GOOD,8,0,22.918,0,NATIONAL_EPC_REGISTRY,2020-06-26,2025-02-15
2013-09-13,PL,RO797,d65e1b224e918a9310f5,RESIDENTIAL_MFH,1944,877.06,F,310.07,DISTRICT_HEAT,0,1,GOOD,3,0,64.012,0,ENERGY_AGENCY_REPORT,2020-07-19,2024-08-31
2013-10-06,ES,DE83,7cb1ffda33379dd09ef4,PUBLIC_HOSPITALS,1954,755.31,E,194.81,NATURAL_GAS,0,0,AVERAGE,8,1,25.03,0,BUILDING_STOCK_OBSERVATORY,2020-08-11,2024-10-17
2013-10-29,HR,EE73,523defc004e3dc60eb86,COMMERCIAL_OFFICE,1925,831.07,D,160.02,ELECTRICITY,0,0,POOR,8,0,47.652,0,NATIONAL_EPC_REGISTRY,2020-09-03,2025-01-27
2013-11-21,FI,HU699,f39be952d8153e82e152,INDUSTRIAL_LIGHT,1983,361.47,C,86.91,LPG,0,0,UNKNOWN,9,0,25.782,0,ENERGY_AGENCY_REPORT,2020-09-26,2024-05-04
2013-12-14,IE,AT387,a7e61c87441fbb2a5588,COMMERCIAL_RETAIL,1976,212.89,B,69.66,BIOMASS,1,0,VERY_GOOD,3,0,24.716,0,BUILDING_STOCK_OBSERVATORY,2020-10-19,2024-09-16
2014-01-06,MT,AT854,1a68f6cc2d524a1d2bbd,RESIDENTIAL_SFH,1890,156.12,A,63.81,HEATING_OIL,0,0,GOOD,3,0,27.547,0,NATIONAL_EPC_REGISTRY,2020-11-11,2024-08-29
2014-01-29,SK,LV708,667e241b0aa9f885acad,PUBLIC_SCHOOLS,2019,885.47,G,411.86,DISTRICT_HEAT,0,0,AVERAGE,2,0,59.735,0,ENERGY_AGENCY_REPORT,2020-12-04,2024-09-19
2014-02-21,BE,FR4,e7a1dc67759cc660f862,RESIDENTIAL_MFH,1976,245.92,F,255.98,NATURAL_GAS,0,1,POOR,6,0,51.446,0,BUILDING_STOCK_OBSERVATORY,2020-12-27,2024-08-02
2014-03-16,DK,LV43,d3b09f8be753a4d88767,PUBLIC_HOSPITALS,1925,1055.31,E,204.07,ELECTRICITY,0,0,UNKNOWN,6,0,47.245,0,NATIONAL_EPC_REGISTRY,2021-01-19,2024-07-25
2014-04-08,GR,IT4,ed7e2724330927f0da3d,COMMERCIAL_OFFICE,2016,244.92,D,174.59,LPG,0,0,VERY_GOOD,2,1,29.912,0,ENERGY_AGENCY_REPORT,2021-02-11,2024-01-14
2014-05-01,LT,PL5,391d558bba044dae5e60,INDUSTRIAL_LIGHT,1987,885.52,C,90.71,BIOMASS,0,0,GOOD,1,0,15.526,0,BUILDING_STOCK_OBSERVATORY,2021-03-06,2025-09-05
2014-05-24,PT,LV130,19eb161f57eedf5220a1,COMMERCIAL_RETAIL,1916,626.21,B,95.29,HEATING_OIL,0,1,AVERAGE,1,0,32.017,0,NATIONAL_EPC_REGISTRY,2021-03-29,2024-01-23
2014-06-16,SE,PT53,1850e16ab37406149978,RESIDENTIAL_SFH,1964,326.36,A,71.85,DISTRICT_HEAT,1,0,POOR,9,0,6.2,0,ENERGY_AGENCY_REPORT,2021-04-21,2024-03-05
2014-07-09,CY,BG939,3d3d2781208c7af1cd8f,PUBLIC_SCHOOLS,1907,123.0,G,494.85,NATURAL_GAS,0,0,UNKNOWN,8,0,143.822,0,BUILDING_STOCK_OBSERVATORY,2021-05-14,2024-12-25
2014-08-01,FR,LV452,43c44ece09de062752a4,RESIDENTIAL_MFH,1906,371.9,F,257.35,ELECTRICITY,0,0,VERY_GOOD,5,0,13.426,0,NATIONAL_EPC_REGISTRY,2021-06-06,2024-06-26
2014-08-24,IT,IE58,038f47534958777b555c,PUBLIC_HOSPITALS,1922,133.5,E,247.91,LPG,0,0,GOOD,10,0,65.774,0,ENERGY_AGENCY_REPORT,2021-06-29,2024-04-25
2014-09-16,NL,GR981,553f9f69d769903909af,COMMERCIAL_OFFICE,2012,200.28,D,151.93,BIOMASS,0,0,AVERAGE,6,0,13.957,0,BUILDING_STOCK_OBSERVATORY,2021-07-22,2025-02-16
2014-10-09,SI,BE6,1caf5fad8a72ab9d4574,INDUSTRIAL_LIGHT,1958,428.08,C,103.61,HEATING_OIL,0,1,POOR,7,1,20.203,0,NATIONAL_EPC_REGISTRY,2021-08-14,2025-12-21
2014-11-01,BG,GR276,9cb57cd9126c6c0bd3a4,COMMERCIAL_RETAIL,1951,1026.86,B,75.37,DISTRICT_HEAT,0,1,UNKNOWN,2,1,22.946,0,ENERGY_AGENCY_REPORT,2021-09-06,2026-02-03
2014-11-24,EE,DK2,6763388244dde13d4db3,RESIDENTIAL_SFH,1960,408.36,A,66.77,NATURAL_GAS,1,1,VERY_GOOD,5,0,29.253,0,BUILDING_STOCK_OBSERVATORY,2021-09-29,2024-03-14
2014-12-17,HU,SI865,cc83fbc15dce619953bc,PUBLIC_SCHOOLS,1958,331.97,G,457.24,ELECTRICITY,1,0,GOOD,7,0,84.398,0,NATIONAL_EPC_REGISTRY,2021-10-22,2025-05-21
2015-01-09,LU,CZ8,0983cb745ddfdd86bf15,RESIDENTIAL_MFH,1924,701.17,F,293.46,LPG,0,0,AVERAGE,3,1,92.348,0,ENERGY_AGENCY_REPORT,2021-11-14,2024-08-05
2015-02-01,RO,PT607,baa3064e951d25949efe,PUBLIC_HOSPITALS,1987,128.61,E,194.31,BIOMASS,0,0,POOR,3,0,35.294,0,BUILDING_STOCK_OBSERVATORY,2021-12-07,2024-01-31
2015-02-24,AT,CZ9,b21fd3febf503cd57265,COMMERCIAL_OFFICE,1925,864.35,D,178.26,HEATING_OIL,0,0,UNKNOWN,8,0,20.08,0,NATIONAL_EPC_REGISTRY,2021-12-30,2024-07-21
2015-03-19,CZ,HR136,73b446299e7f7d05581e,INDUSTRIAL_LIGHT,2005,817.95,C,96.39,DISTRICT_HEAT,0,0,VERY_GOOD,6,1,8.719,0,ENERGY_AGENCY_REPORT,2022-01-22,2024-11-04
2015-04-11,DE,IT246,d20395bdf4b24527ae98,COMMERCIAL_RETAIL,1892,547.39,B,75.11,NATURAL_GAS,1,0,GOOD,7,0,17.887,0,BUILDING_STOCK_OBSERVATORY,2022-02-14,2024-10-29
2015-05-04,LV,RO630,c2f4ab11d73d3f1959c5,RESIDENTIAL_SFH,1972,683.58,A,49.53,ELECTRICITY,1,0,AVERAGE,8,0,5.507,0,NATIONAL_EPC_REGISTRY,2022-03-09,2024-09-02
2015-05-27,PL,LV58,e2217f74f570594a7cf9,PUBLIC_SCHOOLS,2015,552.49,G,410.26,LPG,0,0,POOR,8,0,43.344,0,ENERGY_AGENCY_REPORT,2022-04-01,2026-01-03
2015-06-19,ES,PL20,b325ec8d8a8007cb1dc7,RESIDENTIAL_MFH,1896,279.95,F,263.25,BIOMASS,0,0,UNKNOWN,10,0,51.631,0,BUILDING_STOCK_OBSERVATORY,2022-04-24,2024-04-02
2015-07-12,HR,ES363,475ce3dc51f7f60aac77,PUBLIC_HOSPITALS,1984,240.1,E,172.97,HEATING_OIL,0,0,VERY_GOOD,5,0,58.282,0,NATIONAL_EPC_REGISTRY,2022-05-17,2025-05-01
2015-08-04,FI,DE84,53754ccc957e1e81652f,COMMERCIAL_OFFICE,1990,227.77,D,135.51,DISTRICT_HEAT,0,0,GOOD,3,0,36.886,0,ENERGY_AGENCY_REPORT,2022-06-09,2024-10-25
2015-08-27,IE,RO402,a12092e9a6053ffd26d1,INDUSTRIAL_LIGHT,2002,959.04,C,112.88,NATURAL_GAS,0,0,AVERAGE,5,0,44.031,0,BUILDING_STOCK_OBSERVATORY,2022-07-02,2024-11-21
2015-09-19,MT,IT917,7600ae95a6ef5abe35cb,COMMERCIAL_RETAIL,1972,22.76,B,81.37,ELECTRICITY,0,0,POOR,5,0,23.659,1,NATIONAL_EPC_REGISTRY,2022-07-25,2026-02-05
2015-10-12,SK,FR925,a9003ab1da1f9d2f66c2,RESIDENTIAL_SFH,2010,249.13,A,38.5,LPG,0,0,UNKNOWN,8,1,16.106,0,ENERGY_AGENCY_REPORT,2022-08-17,2025-07-13
2015-11-04,BE,IT98,133219249906559496a9,PUBLIC_SCHOOLS,2017,581.5,G,285.07,BIOMASS,0,1,VERY_GOOD,3,0,117.412,0,BUILDING_STOCK_OBSERVATORY,2022-09-09,2025-04-15
2015-11-27,DK,SE29,78a1393499796856ac10,RESIDENTIAL_MFH,1917,605.37,F,337.3,HEATING_OIL,0,1,GOOD,12,0,28.927,0,NATIONAL_EPC_REGISTRY,2022-10-02,2024-06-09
2015-12-20,GR,NL631,a4500931f44be301f79a,PUBLIC_HOSPITALS,1929,191.6,E,224.46,DISTRICT_HEAT,0,0,AVERAGE,3,0,70.535,1,ENERGY_AGENCY_REPORT,2022-10-25,2024-02-08
2016-01-12,LT,MT485,a66b90c5efec9523a4e9,COMMERCIAL_OFFICE,2011,462.22,D,162.55,NATURAL_GAS,0,0,POOR,5,0,41.165,0,BUILDING_STOCK_OBSERVATORY,2022-11-17,2025-01-19
2016-02-04,PT,EE729,0f3dfccbfb6ddcb3dcf5,INDUSTRIAL_LIGHT,1891,330.61,C,105.36,ELECTRICITY,1,0,UNKNOWN,0,0,7.968,0,NATIONAL_EPC_REGISTRY,2022-12-10,2025-01-01
2016-02-27,SE,BG431,2ba464dc777abd5ec9cf,COMMERCIAL_RETAIL,1910,73.97,B,67.24,LPG,0,0,VERY_GOOD,4,1,18.689,0,ENERGY_AGENCY_REPORT,2023-01-02,2024-09-03
2016-03-21,CY,HR69,3553a0148ba188739a90,RESIDENTIAL_SFH,1907,170.85,A,78.66,BIOMASS,0,0,GOOD,0,0,25.786,0,BUILDING_STOCK_OBSERVATORY,2023-01-25,2025-02-22
2016-04-13,FR,CZ512,6897bde980560682517d,PUBLIC_SCHOOLS,1916,733.19,G,556.78,HEATING_OIL,0,0,AVERAGE,9,0,190.26,0,NATIONAL_EPC_REGISTRY,2023-02-17,2026-01-01
2016-05-06,IT,IT950,c43b1812e1a38af483a0,RESIDENTIAL_MFH,1946,82.44,F,307.6,DISTRICT_HEAT,0,0,POOR,8,1,38.531,0,ENERGY_AGENCY_REPORT,2023-03-12,2025-10-26
2016-05-29,NL,BE58,10c3b0d7541e84467805,PUBLIC_HOSPITALS,1891,303.72,E,198.96,NATURAL_GAS,0,1,UNKNOWN,3,0,79.246,0,BUILDING_STOCK_OBSERVATORY,2023-04-04,2025-06-19
2016-06-21,SI,DE54,025008dc943492d36dac,COMMERCIAL_OFFICE,1983,238.52,D,158.8,ELECTRICITY,1,1,VERY_GOOD,1,1,20.393,1,NATIONAL_EPC_REGISTRY,2023-04-27,2024-04-24
2016-07-14,BG,SE201,2e185539ac45950dcbc8,INDUSTRIAL_LIGHT,1925,85.95,C,108.69,LPG,0,0,GOOD,8,0,41.065,0,ENERGY_AGENCY_REPORT,2023-05-20,2024-05-28
2016-08-06,EE,PT784,f8e1b29382398423493f,COMMERCIAL_RETAIL,2003,332.6,B,81.29,BIOMASS,0,0,AVERAGE,11,0,22.333,0,BUILDING_STOCK_OBSERVATORY,2023-06-12,2024-09-03
2016-08-29,HU,EE163,fffb3d9577fb723ef21c,RESIDENTIAL_SFH,1894,293.44,A,40.09,HEATING_OIL,0,1,POOR,8,0,2.41,0,NATIONAL_EPC_REGISTRY,2023-07-05,2024-08-26
2016-09-21,LU,SE597,d6061afc1014e344f5bf,PUBLIC_SCHOOLS,1940,286.21,G,411.0,DISTRICT_HEAT,0,0,UNKNOWN,4,0,72.928,0,ENERGY_AGENCY_REPORT,2023-07-28,2024-08-06
2016-10-14,RO,MT573,be91f408d5ff65dac587,RESIDENTIAL_MFH,2003,368.39,F,259.75,NATURAL_GAS,0,0,VERY_GOOD,5,0,50.652,0,BUILDING_STOCK_OBSERVATORY,2023-08-20,2026-01-30
2016-11-06,AT,DK5,c15a8289046c9ea794b2,PUBLIC_HOSPITALS,1939,518.24,E,201.93,ELECTRICITY,0,0,GOOD,9,1,41.806,0,NATIONAL_EPC_REGISTRY,2023-09-12,2024-09-02
2016-11-29,CZ,ES46,90bf28e98752f587b95c,COMMERCIAL_OFFICE,1951,81.15,D,160.83,LPG,0,1,AVERAGE,2,0,12.979,0,ENERGY_AGENCY_REPORT,2023-10-05,2024-09-11
2016-12-22,DE,AT97,aec6147c43161647e3d1,INDUSTRIAL_LIGHT,2018,373.75,C,75.26,BIOMASS,0,0,POOR,6,0,29.992,0,BUILDING_STOCK_OBSERVATORY,2023-10-28,2025-10-11
2017-01-14,LV,LU5,3727c27d5cf631205a47,COMMERCIAL_RETAIL,1984,109.08,B,56.85,HEATING_OIL,0,0,UNKNOWN,6,0,15.59,0,NATIONAL_EPC_REGISTRY,2023-11-20,2025-08-16
2017-02-06,PL,DE981,ab02d83739bafe361516,RESIDENTIAL_SFH,1977,655.66,A,59.24,DISTRICT_HEAT,0,0,VERY_GOOD,2,0,3.522,1,ENERGY_AGENCY_REPORT,2023-12-13,2025-12-10
2017-03-01,ES,FI59,ef6107b53c18afa9a7eb,PUBLIC_SCHOOLS,2013,1074.31,G,232.39,NATURAL_GAS,0,0,GOOD,13,0,79.135,0,BUILDING_STOCK_OBSERVATORY,2024-01-05,2025-04-25
2017-03-24,HR,BG15,cd77fd2e03b709264b98,RESIDENTIAL_MFH,2024,535.05,F,287.44,ELECTRICITY,1,1,AVERAGE,10,0,59.366,0,NATIONAL_EPC_REGISTRY,2024-01-28,2024-09-12
