labor_unemp_claims_week_ending,labor_unemp_local_area_unemployment_code,labor_unemp_labor_force_level,labor_unemp_employed_level,labor_unemp_unemployed_level,labor_unemp_unemployment_rate_pct,labor_unemp_insured_unemployment_rate_pct,labor_unemp_initial_claims_count,labor_unemp_continued_claims_count,labor_unemp_benefit_exhaustions_count,labor_unemp_new_hires_rate_pct,labor_unemp_job_openings_rate_pct,labor_unemp_quit_rate_pct,labor_unemp_layoff_rate_pct,labor_unemp_workshare_participants,labor_unemp_seasonal_adjustment_method,labor_unemp_pandemic_program_flag,labor_unemp_revisions_cycle_id,labor_unemp_data_source_agency,labor_unemp_publication_date
2018-10-13,LAU0000041,5891177,5192631,698546,11.86,4.44,826,12449,508,2.79,1.77,1.8,1.45,2150,NONE,0,R2025A,DOL,2018-10-18
2018-10-20,LAU0000042,1490076,1412489,77587,5.21,1.04,875,6993,219,5.13,6.31,3.56,3.17,265,SEAS_FILTER,0,R2020B,BLS,2018-10-25
2018-10-27,LAU0000043,4425746,4204125,221621,5.01,2.21,826,9501,324,0.52,5.89,1.06,2.96,2211,NONE,0,R2022A,BLS,2018-11-01
2018-11-03,LAU0000044,2838636,2700637,137999,4.86,2.32,859,10812,855,3.57,3.84,0.6,0.51,3749,REGARIMA,0,R2020B,BLS,2018-11-08
2018-11-10,LAU0000045,703234,689285,13949,1.98,0.6,834,12933,579,2.03,6.82,4.33,2.48,920,REGARIMA,0,R2021C,DOL,2018-11-15
2018-11-17,LAU0000046,5818066,5195462,622604,10.7,2.04,811,8974,672,3.07,7.32,3.08,0.49,1951,REGARIMA,0,R2021C,BLS,2018-11-22
2018-11-24,LAU0000047,1594328,1470711,123617,7.75,2.97,848,10404,161,1.94,2.92,2.78,0.72,3628,NONE,0,R2023B,BLS,2018-11-29
2018-12-01,LAU0000048,4202737,4151277,51460,1.22,2.19,802,10106,739,5.27,8.09,3.38,0.93,1521,NONE,0,R2025A,DOL,2018-12-06
2018-12-08,LAU0000049,4408317,4228503,179814,4.08,5.05,932,6640,408,3.31,2.13,2.97,2.29,3493,SEAS_FILTER,0,R2024A,BLS,2018-12-13
2018-12-15,LAU0000050,4088728,3756017,332711,8.14,1.54,842,6058,435,2.92,6.19,1.78,0.95,1019,SEAS_FILTER,0,R2024A,DOL,2018-12-20
2018-12-22,LAU0000051,1332445,1218902,113543,8.52,3.33,888,11737,908,4.69,2.26,1.35,2.54,3059,REGARIMA,1,R2019A,DOL,2018-12-27
2018-12-29,LAU0000052,2991968,2716563,275405,9.2,1.44,832,7717,413,2.11,6.94,0.82,0.39,2698,REGARIMA,0,R2022A,DOL,2019-01-03
2019-01-05,LAU0000053,867142,780816,86326,9.96,1.69,877,12046,532,2.6,6.05,4.21,2.23,981,SEAS_FILTER,0,R2025A,BLS,2019-01-10
2019-01-12,LAU0000054,2611389,2512357,99032,3.79,4.44,814,8827,248,2.87,3.15,0.56,0.31,3445,SEAS_FILTER,0,R2019A,BLS,2019-01-17
2019-01-19,LAU0000055,970422,891904,78518,8.09,0.68,844,10547,457,5.18,3.37,1.93,2.78,1727,SEAS_FILTER,0,R2022A,STATE_LABOR,2019-01-24
2019-01-26,LAU0000056,1526341,1356850,169491,11.1,5.53,885,5955,423,2.0,4.01,1.4,1.25,2419,NONE,0,R2019A,BLS,2019-01-31
2019-02-02,LAU0000057,5271036,5110322,160714,3.05,0.55,845,14360,910,2.62,2.73,2.77,2.27,692,NONE,0,R2022A,STATE_LABOR,2019-02-07
2019-02-09,LAU0000058,5142672,4544209,598463,11.64,2.76,835,9632,105,3.81,3.29,3.85,2.97,3897,SEAS_FILTER,0,R2019A,BLS,2019-02-14
2019-02-16,LAU0000059,3738776,3646525,92251,2.47,3.81,880,8211,295,4.65,1.51,1.2,2.2,2973,X13_ARIMA,0,R2019A,STATE_LABOR,2019-02-21
2019-02-23,LAU0000060,4133853,3973685,160168,3.87,2.68,818,10194,209,4.96,3.22,1.03,1.13,2604,REGARIMA,0,R2025A,DOL,2019-02-28
2019-03-02,LAU0000061,70726,65442,5284,7.47,6.19,842,14560,312,1.45,1.94,2.13,0.48,1331,NONE,0,R2024A,DOL,2019-03-07
2019-03-09,LAU0000062,3190247,2947051,243196,7.62,3.56,827,5817,165,4.75,5.05,1.14,3.43,3657,NONE,0,R2020B,BLS,2019-03-14
2019-03-16,LAU0000063,4323559,4168014,155545,3.6,4.27,806,13282,350,5.85,8.08,0.47,2.96,1659,NONE,0,R2021C,BLS,2019-03-21
2019-03-23,LAU0000064,3962955,3798671,164284,4.15,0.45,874,9078,245,1.68,6.26,2.03,1.35,2580,NONE,0,R2025A,BLS,2019-03-28
2019-03-30,LAU0000065,1975923,1767269,208654,10.56,0.51,847,11967,212,5.4,1.59,4.06,0.56,1143,X13_ARIMA,0,R2021C,STATE_LABOR,2019-04-04
2019-04-06,LAU0000066,112645,110312,2333,2.07,4.54,822,12739,928,4.3,3.37,1.63,3.0,1027,SEAS_FILTER,0,R2020B,BLS,2019-04-11
2019-04-13,LAU0000067,1293506,1148451,145055,11.21,1.55,826,14315,1062,3.79,8.1,2.25,0.67,2184,NONE,0,R2024A,BLS,2019-04-18
2019-04-20,LAU0000068,1948077,1793712,154365,7.92,1.59,844,14915,830,5.17,7.77,2.77,3.41,649,SEAS_FILTER,0,R2020B,DOL,2019-04-25
2019-04-27,LAU0000069,5095348,4720056,375292,7.37,1.48,882,15177,739,0.64,8.59,4.47,1.92,577,X13_ARIMA,0,R2021C,BLS,2019-05-02
2019-05-04,LAU0000070,4770787,4540136,230651,4.83,1.27,858,12814,876,1.74,7.69,3.25,3.22,2122,SEAS_FILTER,0,R2019A,DOL,2019-05-09
2019-05-11,LAU0000071,1537013,1403798,133215,8.67,3.08,852,14741,301,5.54,7.33,0.44,3.11,3758,X13_ARIMA,0,R2024A,STATE_LABOR,2019-05-16
2019-05-18,LAU0000072,4960022,4898848,61174,1.23,1.0,854,13826,677,5.97,2.11,0.76,3.28,872,NONE,0,R2021C,BLS,2019-05-23
2019-05-25,LAU0000073,5853964,5173533,680431,11.62,2.47,857,10363,475,5.65,2.75,3.31,2.3,458,SEAS_FILTER,0,R2023B,BLS,2019-05-30
2019-06-01,LAU0000074,2467679,2369090,98589,4.0,2.81,831,14092,782,4.5,5.62,2.96,2.48,1069,X13_ARIMA,0,R2024A,BLS,2019-06-06
2019-06-08,LAU0000075,2876870,2572170,304700,10.59,5.17,849,5382,189,3.38,1.13,2.88,1.22,3500,REGARIMA,0,R2020B,DOL,2019-06-13
2019-06-15,LAU0000076,740255,674701,65554,8.86,2.82,867,12164,193,3.32,1.24,1.72,1.82,2758,X13_ARIMA,0,R2023B,STATE_LABOR,2019-06-20
2019-06-22,LAU0000077,2919089,2863521,55568,1.9,1.28,816,9347,128,2.0,8.06,1.0,3.13,1881,X13_ARIMA,0,R2021C,BLS,2019-06-27
2019-06-29,LAU0000078,5096358,4836436,259922,5.1,4.55,853,10207,674,2.41,7.09,3.44,0.68,2532,REGARIMA,0,R2025A,STATE_LABOR,2019-07-04
2019-07-06,LAU0000079,4034639,3752663,281976,6.99,5.71,834,6830,403,4.91,4.09,1.21,0.83,1532,REGARIMA,0,R2024A,BLS,2019-07-11
2019-07-13,LAU0000080,3965704,3732449,233255,5.88,5.12,873,8844,662,1.69,2.01,2.34,1.22,2433,X13_ARIMA,0,R2020B,DOL,2019-07-18
2019-07-20,LAU0000081,3051943,2897764,154179,5.05,3.87,848,13897,491,0.75,2.41,1.88,0.31,779,X13_ARIMA,0,R2020B,DOL,2019-07-25
2019-07-27,LAU0000082,5690587,5210887,479700,8.43,3.89,844,7400,505,5.62,3.18,1.34,0.86,2496,REGARIMA,0,R2019A,DOL,2019-08-01
2019-08-03,LAU0000083,5083036,4675603,407433,8.02,5.08,890,12608,592,4.36,7.39,1.43,1.12,1108,SEAS_FILTER,0,R2019A,BLS,2019-08-08
2019-08-10,LAU0000084,3295947,2991970,303977,9.22,2.11,871,9031,99,5.9,6.57,2.19,0.72,3961,NONE,0,R2023B,DOL,2019-08-15
2019-08-17,LAU0000085,30383,27958,2425,7.98,0.72,852,11129,416,2.75,7.2,2.78,2.91,3650,NONE,0,R2021C,BLS,2019-08-22
2019-08-24,LAU0000086,4496600,4342578,154022,3.43,3.76,850,11912,500,0.84,6.45,3.25,3.44,2899,X13_ARIMA,0,R2022A,BLS,2019-08-29
2019-08-31,LAU0000087,2126151,1942315,183836,8.65,3.24,880,10179,492,4.47,8.72,1.73,3.23,3425,NONE,0,R2024A,DOL,2019-09-05
2019-09-07,LAU0000088,4806992,4675808,131184,2.73,2.28,854,11340,317,0.76,6.04,3.59,2.46,402,REGARIMA,0,R2024A,DOL,2019-09-12
2019-09-14,LAU0000089,3127813,2908521,219292,7.01,0.57,819,6342,69,1.45,7.98,2.6,0.96,2786,NONE,1,R2025A,BLS,2019-09-19
2019-09-21,LAU0000090,2474247,2228843,245404,9.92,2.85,788,7336,333,2.84,1.04,3.9,1.08,2738,REGARIMA,0,R2020B,DOL,2019-09-26
2019-09-28,LAU0000091,2529721,2353355,176366,6.97,5.21,856,5215,287,4.48,1.89,1.8,2.64,2942,NONE,0,R2022A,BLS,2019-10-03
2019-10-05,LAU0000092,4757247,4474561,282686,5.94,5.87,844,9761,504,2.55,1.44,2.21,2.61,348,SEAS_FILTER,0,R2022A,BLS,2019-10-10
2019-10-12,LAU0000093,2956432,2916956,39476,1.34,2.59,836,13287,160,1.91,6.04,2.61,1.81,3726,REGARIMA,0,R2020B,STATE_LABOR,2019-10-17
2019-10-19,LAU0000094,5279293,4959835,319458,6.05,5.36,822,6642,514,5.87,7.15,0.71,3.06,2849,REGARIMA,0,R2024A,BLS,2019-10-24
2019-10-26,LAU0000095,441719,426622,15097,3.42,4.74,886,9587,687,5.16,4.29,3.64,0.84,811,SEAS_FILTER,0,R2019A,DOL,2019-10-31
2019-11-02,LAU0000096,683743,625888,57855,8.46,1.57,847,12869,495,1.33,2.56,3.18,1.61,1935,REGARIMA,0,R2020B,BLS,2019-11-07
2019-11-09,LAU0000097,1210499,1170057,40442,3.34,3.52,858,7754,331,3.25,5.54,3.88,2.69,1540,SEAS_FILTER,0,R2020B,DOL,2019-11-14
2019-11-16,LAU0000098,4218412,3802029,416383,9.87,1.39,848,6811,248,4.6,4.74,3.66,1.66,666,REGARIMA,0,R2023B,BLS,2019-11-21
2019-11-23,LAU0000099,1382733,1226635,156098,11.29,5.4,867,5351,371,2.21,7.9,1.17,1.41,3227,SEAS_FILTER,0,R2024A,BLS,2019-11-28
2019-11-30,LAU0000100,5191935,5117535,74400,1.43,1.9,784,12522,485,1.16,8.2,2.43,2.13,2684,SEAS_FILTER,0,R2024A,BLS,2019-12-05
2019-12-07,LAU0000101,5444508,5371457,73051,1.34,1.31,802,12384,300,4.28,3.8,3.73,0.59,3384,X13_ARIMA,0,R2022A,BLS,2019-12-12
2019-12-14,LAU0000102,5165574,4690862,474712,9.19,4.25,862,9168,348,4.79,8.45,0.55,0.27,3259,SEAS_FILTER,0,R2019A,BLS,2019-12-19
2019-12-21,LAU0000103,3728918,3632769,96149,2.58,6.32,870,11408,292,1.01,5.36,1.76,3.04,1453,SEAS_FILTER,0,R2019A,BLS,2019-12-26
2019-12-28,LAU0000104,3311947,2961390,350557,10.58,4.64,815,7032,225,1.1,3.89,1.54,1.33,2077,REGARIMA,0,R2020B,BLS,2020-01-02
2020-01-04,LAU0000105,2511979,2373025,138954,5.53,5.94,846,11467,626,5.33,9.09,4.33,1.41,1946,REGARIMA,0,R2021C,BLS,2020-01-09
2020-01-11,LAU0000106,1369666,1293404,76262,5.57,6.48,829,11028,762,4.18,8.63,3.28,1.46,3482,SEAS_FILTER,0,R2021C,BLS,2020-01-16
2020-01-18,LAU0000107,3356926,3020076,336850,10.03,0.44,848,8385,271,2.02,8.73,1.14,2.75,2512,X13_ARIMA,0,R2019A,DOL,2020-01-23
2020-01-25,LAU0000108,4691219,4317623,373596,7.96,3.12,829,12932,368,2.52,8.96,4.21,1.78,3637,X13_ARIMA,0,R2019A,BLS,2020-01-30
2020-02-01,LAU0000109,656562,621832,34730,5.29,0.71,825,13940,508,0.83,5.81,2.58,3.26,1163,SEAS_FILTER,0,R2023B,DOL,2020-02-06
2020-02-08,LAU0000110,4381206,4025915,355291,8.11,5.74,853,14888,623,4.3,4.68,1.8,2.31,1104,REGARIMA,0,R2024A,BLS,2020-02-13
2020-02-15,LAU0000111,5759472,5289314,470158,8.16,5.32,860,6568,417,3.01,6.82,2.78,3.39,922,NONE,1,R2023B,BLS,2020-02-20
2020-02-22,LAU0000112,455731,436264,19467,4.27,3.41,876,11679,843,4.2,3.7,3.48,2.66,1698,NONE,0,R2022A,BLS,2020-02-27
2020-02-29,LAU0000113,2561902,2386618,175284,6.84,2.56,870,7503,544,3.02,5.71,0.87,0.6,2062,SEAS_FILTER,0,R2022A,DOL,2020-03-05
2020-03-07,LAU0000114,5666276,5357142,309134,5.46,4.72,869,10320,813,1.26,7.74,2.39,2.16,792,REGARIMA,0,R2023B,BLS,2020-03-12
2020-03-14,LAU0000115,2153906,2075211,78695,3.65,2.65,792,6600,480,1.48,8.38,1.36,3.13,2699,NONE,0,R2025A,DOL,2020-03-19
2020-03-21,LAU0000116,4109130,3931961,177169,4.31,6.43,832,12042,304,0.6,8.68,1.95,3.07,3657,REGARIMA,0,R2024A,BLS,2020-03-26
2020-03-28,LAU0000117,5902933,5643683,259250,4.39,0.99,840,5428,302,3.04,2.15,1.62,1.55,3667,NONE,0,R2024A,BLS,2020-04-02
2020-04-04,LAU0000118,2897401,2794045,103356,3.57,4.41,832,12531,199,5.82,1.02,0.43,1.2,2672,NONE,0,R2025A,BLS,2020-04-09
2020-04-11,LAU0000119,2474323,2331119,143204,5.79,1.99,821,12709,752,4.56,8.21,2.89,2.5,2845,NONE,0,R2020B,BLS,2020-04-16
2020-04-18,LAU0000120,2428499,2287473,141026,5.81,0.76,861,6442,506,1.69,5.17,3.92,0.62,3772,SEAS_FILTER,0,R2025A,BLS,2020-04-23
2020-04-25,LAU0000121,4154922,4018933,135989,3.27,1.11,821,5409,128,5.09,2.33,1.81,2.53,2819,NONE,0,R2024A,BLS,2020-04-30
2020-05-02,LAU0000122,1795723,1729956,65767,3.66,5.26,870,13712,929,5.43,2.57,0.64,1.04,2789,X13_ARIMA,0,R2022A,BLS,2020-05-07
2020-05-09,LAU0000123,1692328,1504458,187870,11.1,1.53,804,6988,235,4.59,4.5,3.37,1.21,3780,NONE,0,R2021C,DOL,2020-05-14
2020-05-16,LAU0000124,1334535,1219091,115444,8.65,3.07,799,13067,590,3.06,1.6,4.22,2.71,2353,X13_ARIMA,0,R2019A,DOL,2020-05-21
2020-05-23,LAU0000125,2549513,2301562,247951,9.73,6.39,812,13693,751,3.66,2.03,3.22,1.71,1597,SEAS_FILTER,0,R2022A,BLS,2020-05-28
2020-05-30,LAU0000126,5816274,5167177,649097,11.16,0.47,813,11461,745,4.74,1.49,4.08,1.1,1043,SEAS_FILTER,0,R2020B,BLS,2020-06-04
2020-06-06,LAU0000127,1754568,1613165,141403,8.06,1.53,829,5350,193,2.72,1.96,3.69,1.21,2027,X13_ARIMA,0,R2025A,BLS,2020-06-11
2020-06-13,LAU0000128,2595210,2396241,198969,7.67,4.38,861,5600,96,3.56,7.77,2.2,3.14,2545,NONE,0,R2022A,BLS,2020-06-18
2020-06-20,LAU0000129,5350093,5171610,178483,3.34,5.36,873,12579,892,1.59,1.2,0.95,1.62,608,REGARIMA,0,R2019A,DOL,2020-06-25
2020-06-27,LAU0000130,5781424,5307650,473774,8.19,0.98,823,9999,181,1.55,6.66,3.82,0.41,1866,SEAS_FILTER,0,R2020B,DOL,2020-07-02
2020-07-04,LAU0000131,3409352,3021638,387714,11.37,2.78,835,9276,724,4.35,1.94,2.24,2.64,158,NONE,0,R2025A,STATE_LABOR,2020-07-09
2020-07-11,LAU0000132,716061,678350,37711,5.27,1.49,871,12346,464,4.31,3.03,1.51,1.99,3926,REGARIMA,0,R2025A,STATE_LABOR,2020-07-16
2020-07-18,LAU0000133,1443974,1302737,141237,9.78,3.33,830,6764,224,3.97,5.88,1.05,2.78,3174,REGARIMA,0,R2025A,DOL,2020-07-23
2020-07-25,LAU0000134,2158140,2049174,108966,5.05,6.35,829,8090,251,5.52,7.61,3.39,1.97,151,SEAS_FILTER,1,R2023B,BLS,2020-07-30
2020-08-01,LAU0000135,2779908,2473179,306729,11.03,2.45,819,5485,348,4.18,7.12,3.89,0.5,3361,NONE,0,R2021C,BLS,2020-08-06
2020-08-08,LAU0000136,415623,370690,44933,10.81,6.17,879,14160,618,2.51,3.51,3.29,0.99,1956,SEAS_FILTER,0,R2019A,BLS,2020-08-13
2020-08-15,LAU0000137,5207186,4823969,383217,7.36,5.47,833,10236,142,4.89,7.13,2.81,1.16,1353,NONE,0,R2019A,BLS,2020-08-20
2020-08-22,LAU0000138,1736478,1708661,27817,1.6,1.62,857,10802,625,2.87,6.37,3.63,0.3,380,X13_ARIMA,1,R2024A,BLS,2020-08-27
2020-08-29,LAU0000139,5219606,4779479,440127,8.43,5.72,820,8974,644,4.85,1.41,0.43,1.02,1447,REGARIMA,0,R2025A,DOL,2020-09-03
2020-09-05,LAU0000140,42411,40498,1913,4.51,5.17,859,10315,523,2.47,8.93,3.42,0.36,3984,NONE,0,R2022A,BLS,2020-09-10
2020-09-12,LAU0000141,2980857,2669811,311046,10.43,2.86,861,9100,563,5.98,5.91,3.96,1.81,814,X13_ARIMA,0,R2019A,BLS,2020-09-17
2020-09-19,LAU0000142,3916379,3626844,289535,7.39,3.92,887,15359,871,1.37,4.13,1.98,0.93,3511,SEAS_FILTER,0,R2019A,BLS,2020-09-24
2020-09-26,LAU0000143,2133873,1998443,135430,6.35,1.13,874,7489,571,5.65,7.66,2.83,2.99,3026,SEAS_FILTER,0,R2019A,STATE_LABOR,2020-10-01
2020-10-03,LAU0000144,4494840,4018572,476268,10.6,2.02,890,10389,408,4.94,8.26,0.87,3.01,3544,SEAS_FILTER,0,R2020B,BLS,2020-10-08
2020-10-10,LAU0000145,1372299,1306367,65932,4.8,1.63,836,14332,478,3.86,7.17,0.94,1.34,2239,X13_ARIMA,0,R2025A,BLS,2020-10-15
2020-10-17,LAU0000146,421795,386294,35501,8.42,4.4,876,7509,546,3.82,1.22,1.11,0.51,500,SEAS_FILTER,0,R2021C,STATE_LABOR,2020-10-22
2020-10-24,LAU0000147,2951834,2877947,73887,2.5,1.44,817,14041,1036,3.57,8.16,1.12,1.8,2821,NONE,0,R2023B,BLS,2020-10-29
2020-10-31,LAU0000148,1289198,1164867,124331,9.64,2.02,835,11169,755,3.82,1.99,3.22,2.69,2893,REGARIMA,0,R2022A,STATE_LABOR,2020-11-05
2020-11-07,LAU0000149,2290750,2267199,23551,1.03,2.23,878,9052,226,2.15,8.69,1.21,1.32,1032,SEAS_FILTER,0,R2020B,BLS,2020-11-12
2020-11-14,LAU0000150,2961669,2813093,148576,5.02,2.33,848,9720,259,3.81,2.98,4.25,1.09,1936,REGARIMA,0,R2021C,STATE_LABOR,2020-11-19
2020-11-21,LAU0000151,5790364,5570267,220097,3.8,0.93,819,9800,617,1.93,6.13,4.18,0.93,1110,SEAS_FILTER,0,R2024A,DOL,2020-11-26
2020-11-28,LAU0000152,3625434,3501435,123999,3.42,3.42,872,14418,438,5.13,6.53,2.98,3.31,805,REGARIMA,0,R2024A,DOL,2020-12-03
2020-12-05,LAU0000153,4764989,4442704,322285,6.76,4.05,848,12675,297,3.11,2.66,0.55,3.16,2838,NONE,0,R2023B,BLS,2020-12-10
2020-12-12,LAU0000154,1374971,1298548,76423,5.56,3.21,871,7529,426,4.69,7.95,3.47,2.89,576,NONE,0,R2021C,BLS,2020-12-17
2020-12-19,LAU0000155,5990835,5548417,442418,7.38,3.36,790,12945,213,3.11,7.99,1.64,2.51,552,SEAS_FILTER,0,R2019A,BLS,2020-12-24
2020-12-26,LAU0000156,5350636,4914080,436556,8.16,2.04,894,14216,829,1.85,7.7,4.11,2.41,2034,X13_ARIMA,0,R2023B,DOL,2020-12-31
2021-01-02,LAU0000157,885051,780001,105050,11.87,4.89,889,14812,1059,5.89,1.18,1.33,0.95,965,X13_ARIMA,0,R2019A,BLS,2021-01-07
