tech_cover_mapping_release_date,tech_cover_provider_id_fcc,tech_cover_technology_code,tech_cover_max_advertised_down_mbps,tech_cover_max_advertised_up_mbps,tech_cover_latency_category,tech_cover_data_cap_gb,tech_cover_coverage_area_hex_id,tech_cover_served_location_count,tech_cover_unserved_location_count,tech_cover_underserved_location_count,tech_cover_challenge_filed_count,tech_cover_challenge_upheld_count,tech_cover_middle_mile_presence_flag,tech_cover_backhaul_distance_km,tech_cover_last_mile_medium_code,tech_cover_spectrum_band_code,tech_cover_grant_funded_flag,tech_cover_permit_obstacle_index,tech_cover_coverage_confidence_score
2020-01-16,5037668,DSL,200.0,96.7,MEDIUM,0,HEX0000000016,22169,19875,14881,172,172,0,282.02,UNDERGROUND,MIDBAND,1,0.0384,85.4
2020-01-17,1288873,SATELLITE,300.0,192.8,LOW,5000,HEX0000000017,2017,4020,12277,8,8,1,187.37,AERIAL,MMWAVE,0,0.9312,88.04
2020-01-18,6489254,CABLE,25.0,3.2,LOW,250,HEX0000000018,22245,20461,8478,229,229,0,187.42,HYBRID,MIDBAND,1,0.7095,37.82
2020-01-19,6599639,COPPER,100.0,35.0,MEDIUM,5000,HEX0000000019,3450,9466,17488,357,303,1,274.23,WIRELESS,MIDBAND,0,0.1571,2.93
2020-01-20,7577994,FIXED_WIRELESS,2000.0,348.5,LOW,1000,HEX0000000020,12065,17327,19717,96,8,0,52.74,AERIAL,UNLICENSED,1,0.0032,31.9
2020-01-21,5872410,FIXED_WIRELESS,100.0,74.7,LOW,1000,HEX0000000021,17228,10060,7569,351,134,0,51.69,AERIAL,NONE,0,0.3755,80.1
2020-01-22,2593281,DSL,1000.0,66.0,MEDIUM,2000,HEX0000000022,3819,20922,17905,149,149,1,334.61,HYBRID,MIDBAND,0,0.9159,29.3
2020-01-23,2605279,SATELLITE,300.0,194.1,LOW,2000,HEX0000000023,22685,5162,19439,76,61,0,207.89,AERIAL,MIDBAND,1,0.0303,32.43
2020-01-24,9169495,DSL,25.0,14.9,UNKNOWN,1000,HEX0000000024,17591,4670,463,194,194,1,204.88,WIRELESS,NONE,0,0.0303,67.09
2020-01-25,9191378,FIXED_WIRELESS,50.0,8.0,HIGH,1000,HEX0000000025,20691,657,12313,281,130,1,186.67,UNDERGROUND,SUB6,0,0.1755,67.65
2020-01-26,8541986,FIBER,25.0,13.7,MEDIUM,0,HEX0000000026,19824,8598,15124,338,114,1,121.95,UNDERGROUND,UNLICENSED,0,0.1061,71.66
2020-01-27,2435109,DSL,100.0,76.0,LOW,0,HEX0000000027,22364,19946,12801,160,160,1,303.83,AERIAL,MMWAVE,1,0.2938,64.47
2020-01-28,9165532,FIXED_WIRELESS,300.0,216.8,HIGH,0,HEX0000000028,12545,19415,20286,218,218,0,78.88,AERIAL,MMWAVE,0,0.8802,63.99
2020-01-29,4998967,CABLE,1000.0,466.4,MEDIUM,2000,HEX0000000029,2568,22212,20131,75,60,0,179.96,UNDERGROUND,UNLICENSED,1,0.7858,68.84
2020-01-30,3938078,CABLE,25.0,7.5,MEDIUM,1000,HEX0000000030,8762,3653,15943,206,58,1,150.46,HYBRID,MIDBAND,1,0.1709,80.45
2020-01-31,7459222,CABLE,200.0,152.4,LOW,0,HEX0000000031,5040,24464,1009,398,359,0,186.22,AERIAL,MIDBAND,0,0.7357,18.03
2020-02-01,3079588,CABLE,1000.0,345.4,LOW,2000,HEX0000000032,17822,24824,21946,255,226,1,123.05,HYBRID,SUB6,0,0.1209,94.57
2020-02-02,9089674,FIXED_WIRELESS,100.0,41.5,HIGH,5000,HEX0000000033,19256,20622,7282,109,54,0,243.44,WIRELESS,SUB6,0,0.5036,89.28
2020-02-03,3303250,SATELLITE,500.0,378.8,LOW,2000,HEX0000000034,5511,8360,22496,203,73,0,75.46,UNDERGROUND,NONE,1,0.4513,45.85
2020-02-04,3186498,SATELLITE,200.0,39.3,LOW,5000,HEX0000000035,20681,22982,6108,64,64,1,82.97,AERIAL,MMWAVE,1,0.0597,45.36
2020-02-05,3958033,CABLE,500.0,243.0,HIGH,250,HEX0000000036,2575,9899,9179,7,7,0,322.86,AERIAL,SUB6,0,0.4052,12.82
2020-02-06,5918695,FIBER,200.0,47.3,MEDIUM,500,HEX0000000037,20944,5657,15931,290,290,0,115.88,AERIAL,UNLICENSED,0,0.5635,25.65
2020-02-07,3791490,FIXED_WIRELESS,1000.0,687.6,MEDIUM,2000,HEX0000000038,17546,9355,10375,142,83,0,315.96,HYBRID,SUB6,0,0.6745,34.56
2020-02-08,9369557,CABLE,300.0,128.6,LOW,0,HEX0000000039,11908,18192,18606,204,53,0,29.68,WIRELESS,UNLICENSED,0,0.8496,81.07
2020-02-09,8748737,FIXED_WIRELESS,1000.0,320.5,LOW,250,HEX0000000040,3997,8684,22345,282,68,1,125.13,HYBRID,NONE,1,0.0492,79.48
2020-02-10,5272979,SATELLITE,200.0,30.8,HIGH,250,HEX0000000041,23982,10571,6067,180,17,1,227.62,AERIAL,UNLICENSED,0,0.8254,4.43
2020-02-11,5253726,SATELLITE,100.0,5.2,MEDIUM,500,HEX0000000042,15726,10722,20565,397,127,0,206.5,UNDERGROUND,SUB6,1,0.8605,14.22
2020-02-12,4048429,CABLE,50.0,30.8,LOW,500,HEX0000000043,16183,14788,20764,34,34,1,308.87,UNDERGROUND,SUB6,1,0.7214,1.61
2020-02-13,7106303,FIBER,1000.0,135.0,LOW,2000,HEX0000000044,793,22331,20377,308,296,1,179.18,HYBRID,NONE,1,0.9368,89.86
2020-02-14,7181824,SATELLITE,100.0,72.4,MEDIUM,0,HEX0000000045,22310,1410,654,400,39,1,24.28,WIRELESS,NONE,1,0.8292,37.08
2020-02-15,7317278,CABLE,200.0,14.5,LOW,5000,HEX0000000046,21493,16815,9437,132,130,0,125.77,UNDERGROUND,SUB6,0,0.5753,88.63
2020-02-16,4984267,FIXED_WIRELESS,50.0,36.6,LOW,5000,HEX0000000047,4272,9768,18149,121,121,0,93.91,UNDERGROUND,UNLICENSED,0,0.0558,85.46
2020-02-17,5473881,CABLE,50.0,15.1,UNKNOWN,500,HEX0000000048,9058,19728,674,373,111,0,197.48,AERIAL,MIDBAND,0,0.5211,13.52
2020-02-18,8575460,CABLE,500.0,402.9,LOW,2000,HEX0000000049,6497,10910,24346,41,41,1,147.55,AERIAL,UNLICENSED,1,0.3147,94.71
2020-02-19,7199377,FIXED_WIRELESS,50.0,7.9,LOW,0,HEX0000000050,17619,11074,12084,107,12,0,176.09,HYBRID,MIDBAND,1,0.815,77.21
2020-02-20,9853596,CABLE,300.0,58.0,MEDIUM,2000,HEX0000000051,19354,8464,16687,34,34,1,331.59,HYBRID,MIDBAND,1,0.0147,72.95
2020-02-21,9011523,FIBER,1000.0,344.8,UNKNOWN,2000,HEX0000000052,24414,17400,15520,7,7,0,254.85,AERIAL,NONE,0,0.7591,40.49
2020-02-22,4177090,FIXED_WIRELESS,500.0,213.7,LOW,250,HEX0000000053,22382,13673,5011,231,100,0,307.23,WIRELESS,SUB6,0,0.296,49.62
2020-02-23,4005134,DSL,1000.0,224.6,UNKNOWN,2000,HEX0000000054,3226,13849,22385,244,167,0,255.03,HYBRID,UNLICENSED,0,0.5534,62.45
2020-02-24,2228500,DSL,300.0,54.5,UNKNOWN,1000,HEX0000000055,20642,4878,4965,336,73,1,187.5,UNDERGROUND,NONE,1,0.6201,74.74
2020-02-25,7088901,DSL,200.0,145.1,LOW,500,HEX0000000056,16647,9278,24555,274,202,1,237.26,AERIAL,UNLICENSED,1,0.1391,76.1
2020-02-26,2663221,CABLE,100.0,50.7,LOW,1000,HEX0000000057,22337,15309,19764,180,180,1,289.25,AERIAL,MIDBAND,0,0.8084,30.38
2020-02-27,2262556,DSL,50.0,30.4,MEDIUM,2000,HEX0000000058,9614,22774,10599,213,164,0,66.5,AERIAL,NONE,0,0.866,18.33
2020-02-28,4680646,CABLE,100.0,75.2,LOW,0,HEX0000000059,18776,7719,18239,227,227,1,46.02,HYBRID,NONE,0,0.199,4.3
2020-02-29,4239840,CABLE,100.0,59.8,LOW,250,HEX0000000060,8726,1917,7813,112,95,0,243.44,AERIAL,MIDBAND,0,0.018,47.44
2020-03-01,6031471,CABLE,300.0,136.5,LOW,2000,HEX0000000061,5301,1105,2061,101,101,1,84.81,HYBRID,UNLICENSED,0,0.9981,51.6
2020-03-02,6731927,FIXED_WIRELESS,50.0,26.0,UNKNOWN,500,HEX0000000062,5163,1527,9533,45,45,0,237.96,UNDERGROUND,UNLICENSED,0,0.2097,35.02
2020-03-03,4706372,FIBER,100.0,23.0,HIGH,250,HEX0000000063,1094,3596,17850,348,79,0,221.39,UNDERGROUND,NONE,0,0.3202,91.54
2020-03-04,6509268,FIBER,1000.0,796.8,MEDIUM,5000,HEX0000000064,2867,19695,751,277,277,0,42.66,WIRELESS,NONE,0,0.9295,64.07
2020-03-05,7362826,CABLE,500.0,83.0,MEDIUM,2000,HEX0000000065,7300,14823,14396,277,277,0,334.3,UNDERGROUND,NONE,1,0.5891,60.05
2020-03-06,8612353,FIBER,200.0,137.1,MEDIUM,500,HEX0000000066,21926,13804,6509,317,6,0,152.82,HYBRID,UNLICENSED,0,0.8629,82.92
2020-03-07,2599973,CABLE,500.0,34.8,LOW,5000,HEX0000000067,8478,20846,2646,338,225,1,184.86,UNDERGROUND,NONE,1,0.7372,3.92
2020-03-08,9157258,SATELLITE,300.0,141.2,LOW,1000,HEX0000000068,19199,19155,19976,383,51,1,70.49,AERIAL,MIDBAND,1,0.6303,35.93
2020-03-09,3411994,FIBER,500.0,86.8,LOW,0,HEX0000000069,17642,4909,3503,312,151,0,117.87,HYBRID,SUB6,1,0.8552,35.98
2020-03-10,4364369,FIBER,500.0,79.9,HIGH,2000,HEX0000000070,13417,19180,5784,60,60,0,62.22,UNDERGROUND,MIDBAND,0,0.8307,32.96
2020-03-11,8960625,FIXED_WIRELESS,100.0,14.5,LOW,0,HEX0000000071,15209,2250,3456,176,176,1,167.89,UNDERGROUND,NONE,1,0.9213,88.85
2020-03-12,9443122,FIBER,300.0,169.5,LOW,2000,HEX0000000072,14875,12123,12644,67,67,0,248.51,HYBRID,MIDBAND,0,0.194,12.15
2020-03-13,2372392,FIBER,300.0,71.6,MEDIUM,250,HEX0000000073,17916,8162,7507,61,61,0,108.62,UNDERGROUND,MIDBAND,0,0.8464,25.19
2020-03-14,7265014,CABLE,500.0,85.1,LOW,5000,HEX0000000074,20784,10883,23407,366,149,0,172.5,HYBRID,UNLICENSED,1,0.1231,47.31
2020-03-15,2992126,FIBER,100.0,79.3,MEDIUM,2000,HEX0000000075,19253,19808,19275,129,129,0,106.64,HYBRID,MIDBAND,1,0.9551,67.32
2020-03-16,3690558,DSL,25.0,1.8,LOW,2000,HEX0000000076,5660,17534,689,378,378,0,63.9,UNDERGROUND,MMWAVE,0,0.4527,3.46
2020-03-17,3879822,DSL,50.0,26.7,LOW,250,HEX0000000077,18819,13067,4168,374,211,0,80.51,WIRELESS,UNLICENSED,0,0.1373,39.41
2020-03-18,2234374,FIBER,25.0,9.2,MEDIUM,2000,HEX0000000078,212,9573,9961,103,103,0,61.57,HYBRID,NONE,0,0.6688,70.45
2020-03-19,2390011,FIXED_WIRELESS,50.0,11.9,LOW,250,HEX0000000079,23478,15690,16934,384,334,1,41.82,AERIAL,SUB6,0,0.695,59.29
2020-03-20,9188873,CABLE,50.0,31.3,LOW,250,HEX0000000080,22366,17476,10848,352,145,0,203.77,AERIAL,MIDBAND,1,0.3226,84.69
2020-03-21,1937970,FIBER,2000.0,1511.7,MEDIUM,250,HEX0000000081,15835,11014,11189,378,243,0,176.4,WIRELESS,SUB6,0,0.8797,39.52
2020-03-22,7164048,FIBER,100.0,27.7,LOW,1000,HEX0000000082,19806,11731,16453,400,159,0,121.14,AERIAL,SUB6,1,0.0275,36.08
2020-03-23,5816177,FIXED_WIRELESS,50.0,24.8,MEDIUM,250,HEX0000000083,7546,917,17550,341,114,0,231.64,UNDERGROUND,MMWAVE,1,0.6894,60.42
2020-03-24,8572631,FIBER,200.0,65.2,LOW,500,HEX0000000084,918,20398,968,217,217,0,96.78,AERIAL,SUB6,1,0.1388,8.12
2020-03-25,6722667,SATELLITE,500.0,193.2,LOW,0,HEX0000000085,21309,21377,19468,9,9,0,121.98,UNDERGROUND,SUB6,1,0.2434,57.49
2020-03-26,5912713,DSL,300.0,214.8,LOW,1000,HEX0000000086,23096,9128,4172,184,174,0,267.99,HYBRID,SUB6,1,0.0448,70.54
2020-03-27,7202638,CABLE,300.0,90.0,UNKNOWN,1000,HEX0000000087,21571,16053,10892,379,273,0,149.77,AERIAL,MMWAVE,0,0.3816,56.81
2020-03-28,5749475,DSL,200.0,45.9,LOW,250,HEX0000000088,19435,19928,20166,137,137,1,134.37,UNDERGROUND,MIDBAND,1,0.0056,44.24
2020-03-29,8423868,FIXED_WIRELESS,100.0,65.2,HIGH,1000,HEX0000000089,3982,1703,8394,59,59,1,81.88,UNDERGROUND,NONE,1,0.9921,7.88
2020-03-30,8168657,FIBER,500.0,232.0,HIGH,1000,HEX0000000090,12761,24618,15737,269,269,1,216.26,HYBRID,SUB6,0,0.3115,16.21
2020-03-31,1046203,DSL,25.0,4.1,LOW,5000,HEX0000000091,6047,6155,23970,129,129,0,142.79,AERIAL,NONE,1,0.9424,58.52
2020-04-01,3545171,FIXED_WIRELESS,50.0,39.5,LOW,500,HEX0000000092,23218,1460,3340,291,25,1,87.04,HYBRID,UNLICENSED,0,0.5905,72.91
2020-04-02,6010549,CABLE,500.0,128.2,HIGH,250,HEX0000000093,18943,4600,17177,394,394,0,175.25,AERIAL,SUB6,0,0.2808,26.4
2020-04-03,2712821,SATELLITE,300.0,101.2,LOW,1000,HEX0000000094,8789,17009,597,52,52,1,196.35,UNDERGROUND,NONE,1,0.4026,9.45
2020-04-04,7879610,FIXED_WIRELESS,50.0,35.9,LOW,0,HEX0000000095,20621,3939,22456,398,7,0,287.25,AERIAL,MIDBAND,0,0.4396,76.34
2020-04-05,8182325,FIBER,200.0,90.7,MEDIUM,250,HEX0000000096,429,10643,14658,292,200,1,57.01,AERIAL,MIDBAND,1,0.1977,82.54
2020-04-06,4755785,FIBER,2000.0,1338.6,HIGH,250,HEX0000000097,24986,18444,10198,253,139,0,231.44,HYBRID,UNLICENSED,0,0.5343,18.51
2020-04-07,7343627,CABLE,50.0,5.1,UNKNOWN,1000,HEX0000000098,19143,15557,1513,4,4,0,281.65,AERIAL,NONE,0,0.7861,19.62
2020-04-08,6845320,OTHER,25.0,10.3,MEDIUM,500,HEX0000000099,19172,17248,16684,364,5,0,329.62,HYBRID,UNLICENSED,0,0.4212,7.27
2020-04-09,5175935,DSL,500.0,352.6,LOW,500,HEX0000000100,495,16661,4267,293,192,0,49.74,UNDERGROUND,NONE,0,0.2746,88.72
2020-04-10,9850649,DSL,500.0,213.6,LOW,2000,HEX0000000101,17190,9017,23334,63,63,0,232.94,UNDERGROUND,MIDBAND,0,0.0733,78.78
2020-04-11,5393517,CABLE,1000.0,186.6,UNKNOWN,250,HEX0000000102,9511,10077,21280,385,62,1,77.61,AERIAL,MIDBAND,1,0.0493,52.75
2020-04-12,9451534,CABLE,1000.0,222.0,LOW,0,HEX0000000103,13237,2081,4808,206,206,0,30.36,WIRELESS,NONE,0,0.4622,46.44
2020-04-13,1851396,COPPER,200.0,104.2,MEDIUM,1000,HEX0000000104,10944,5422,19328,8,8,0,15.79,UNDERGROUND,NONE,1,0.9414,35.32
2020-04-14,9838219,CABLE,50.0,27.1,MEDIUM,1000,HEX0000000105,22185,5304,5038,215,212,0,225.51,AERIAL,NONE,1,0.9917,49.58
2020-04-15,4383705,DSL,300.0,118.6,LOW,500,HEX0000000106,14588,10179,4102,72,72,1,284.23,AERIAL,NONE,0,0.5814,38.91
2020-04-16,8662169,DSL,200.0,130.4,LOW,5000,HEX0000000107,5988,11351,13364,183,183,1,232.9,AERIAL,MMWAVE,0,0.3105,80.15
2020-04-17,1543921,DSL,100.0,74.5,MEDIUM,250,HEX0000000108,17002,18359,9146,292,160,1,65.96,HYBRID,NONE,1,0.8007,48.82
2020-04-18,1534247,FIXED_WIRELESS,100.0,14.4,LOW,250,HEX0000000109,20470,14060,18335,128,128,0,192.08,AERIAL,UNLICENSED,1,0.0232,54.64
2020-04-19,1762702,FIBER,200.0,143.2,LOW,250,HEX0000000110,4626,20797,11596,328,243,0,131.01,HYBRID,MMWAVE,1,0.2245,16.05
2020-04-20,8924447,FIBER,50.0,30.7,UNKNOWN,0,HEX0000000111,11323,17409,11473,75,75,0,88.82,AERIAL,NONE,0,0.0356,92.45
2020-04-21,3408424,FIXED_WIRELESS,1000.0,296.7,LOW,500,HEX0000000112,21341,9624,2817,208,208,0,64.42,WIRELESS,NONE,0,0.6734,22.06
2020-04-22,1291927,SATELLITE,100.0,31.8,LOW,2000,HEX0000000113,15000,11797,47,291,129,0,55.4,UNDERGROUND,NONE,0,0.252,68.64
2020-04-23,1742164,FIBER,100.0,46.9,LOW,5000,HEX0000000114,5619,11449,24090,213,213,1,255.83,HYBRID,MIDBAND,1,0.2784,62.63
2020-04-24,1218357,CABLE,100.0,68.3,LOW,1000,HEX0000000115,8456,19177,1847,385,317,1,333.95,UNDERGROUND,SUB6,0,0.0828,21.93
2020-04-25,1915159,CABLE,25.0,4.0,UNKNOWN,500,HEX0000000116,21944,4022,12604,35,35,0,306.14,UNDERGROUND,UNLICENSED,0,0.8507,25.24
2020-04-26,8368505,FIXED_WIRELESS,200.0,56.9,HIGH,500,HEX0000000117,3560,14973,22557,58,43,1,22.15,UNDERGROUND,NONE,0,0.5026,88.59
2020-04-27,1792252,COPPER,1000.0,461.9,HIGH,1000,HEX0000000118,4888,17924,19500,343,186,0,199.12,AERIAL,NONE,0,0.1719,35.18
2020-04-28,7245469,DSL,2000.0,1133.7,MEDIUM,1000,HEX0000000119,15316,5440,15275,108,30,0,129.37,HYBRID,NONE,1,0.4503,17.27
2020-04-29,6689927,CABLE,300.0,138.3,LOW,5000,HEX0000000120,19466,20791,12494,226,74,0,187.39,AERIAL,UNLICENSED,0,0.0027,22.33
2020-04-30,8271704,DSL,25.0,16.4,LOW,500,HEX0000000121,5513,6519,3651,54,54,1,293.3,HYBRID,MMWAVE,0,0.6455,10.9
2020-05-01,8411085,CABLE,25.0,6.2,UNKNOWN,0,HEX0000000122,4040,23850,2006,142,121,0,180.77,AERIAL,NONE,1,0.6765,83.79
2020-05-02,4096375,FIBER,50.0,28.8,HIGH,2000,HEX0000000123,20625,2452,20139,106,106,1,29.51,HYBRID,SUB6,0,0.2091,65.97
2020-05-03,6871578,CABLE,100.0,23.8,LOW,2000,HEX0000000124,21997,17776,7808,390,264,1,248.06,HYBRID,UNLICENSED,0,0.579,76.52
2020-05-04,8479368,COPPER,100.0,31.5,LOW,1000,HEX0000000125,9646,24842,7813,221,221,0,327.95,HYBRID,NONE,0,0.1438,91.04
2020-05-05,3103146,SATELLITE,500.0,179.2,HIGH,1000,HEX0000000126,16209,13032,7349,330,159,1,115.12,WIRELESS,NONE,0,0.4996,57.49
2020-05-06,6936220,CABLE,100.0,10.6,LOW,250,HEX0000000127,3300,12975,19027,173,69,1,24.01,AERIAL,SUB6,0,0.8148,4.59
2020-05-07,7220886,CABLE,300.0,69.8,LOW,1000,HEX0000000128,12781,8804,13448,247,73,1,104.47,UNDERGROUND,MIDBAND,0,0.9282,2.91
2020-05-08,1349373,FIBER,100.0,69.9,LOW,500,HEX0000000129,19509,5612,16325,169,109,1,289.32,AERIAL,UNLICENSED,0,0.8653,11.0
2020-05-09,7080363,FIBER,100.0,17.5,LOW,1000,HEX0000000130,24639,10447,20115,369,96,0,327.76,AERIAL,MMWAVE,0,0.6524,71.23
2020-05-10,1761677,SATELLITE,100.0,84.7,HIGH,500,HEX0000000131,10328,22035,3340,2,2,0,262.62,AERIAL,UNLICENSED,1,0.8875,46.75
2020-05-11,2518598,DSL,300.0,254.2,MEDIUM,500,HEX0000000132,16573,629,20,10,10,0,340.15,WIRELESS,MIDBAND,0,0.4829,88.3
2020-05-12,5182054,COPPER,25.0,12.4,HIGH,2000,HEX0000000133,5264,2405,10593,200,151,0,75.95,AERIAL,NONE,0,0.1708,33.62
2020-05-13,3455219,SATELLITE,100.0,19.6,HIGH,1000,HEX0000000134,23406,9702,17619,178,178,1,250.89,HYBRID,NONE,0,0.5463,48.4
2020-05-14,6876180,SATELLITE,300.0,104.0,MEDIUM,5000,HEX0000000135,9635,10083,3384,96,96,1,304.85,WIRELESS,NONE,0,0.1954,71.73
2020-05-15,6472122,FIBER,300.0,79.6,LOW,500,HEX0000000136,5537,755,7868,147,147,0,158.12,AERIAL,NONE,0,0.7202,28.26
2020-05-16,8910293,FIBER,50.0,23.7,MEDIUM,2000,HEX0000000137,2629,9269,11576,83,83,0,348.45,UNDERGROUND,MMWAVE,1,0.1221,76.78
2020-05-17,8824251,OTHER,200.0,78.7,LOW,2000,HEX0000000138,23920,12872,7644,197,197,0,135.15,AERIAL,MMWAVE,1,0.5529,88.29
2020-05-18,1743371,DSL,100.0,71.7,LOW,1000,HEX0000000139,13208,24996,14913,348,292,1,312.83,UNDERGROUND,SUB6,1,0.7611,98.56
2020-05-19,8610041,FIXED_WIRELESS,1000.0,595.2,LOW,1000,HEX0000000140,21016,15667,24324,10,10,0,224.44,UNDERGROUND,NONE,1,0.9424,43.79
2020-05-20,7730968,DSL,100.0,42.9,LOW,500,HEX0000000141,6216,2329,10886,208,37,1,231.92,WIRELESS,NONE,0,0.5588,98.7
2020-05-21,6284840,FIBER,500.0,359.0,HIGH,250,HEX0000000142,14101,20715,15141,210,114,0,131.25,AERIAL,NONE,0,0.3275,31.04
2020-05-22,1935261,DSL,1000.0,666.9,HIGH,250,HEX0000000143,537,23430,2318,133,133,1,258.88,AERIAL,NONE,0,0.2487,74.24
2020-05-23,6228510,CABLE,300.0,17.8,HIGH,0,HEX0000000144,10577,1481,10478,376,211,1,274.85,UNDERGROUND,UNLICENSED,0,0.4814,49.8
2020-05-24,1924388,CABLE,1000.0,182.3,HIGH,500,HEX0000000145,21381,23553,11792,132,93,0,302.96,UNDERGROUND,UNLICENSED,1,0.2635,49.75
2020-05-25,8018065,CABLE,1000.0,375.8,LOW,5000,HEX0000000146,13851,24539,12746,350,178,0,118.97,AERIAL,UNLICENSED,1,0.5119,25.58
2020-05-26,3136335,FIXED_WIRELESS,200.0,78.2,LOW,500,HEX0000000147,17534,12037,12118,23,23,0,326.11,UNDERGROUND,NONE,0,0.2993,95.73
2020-05-27,7817485,FIBER,1000.0,457.8,HIGH,500,HEX0000000148,20573,6371,7600,381,336,1,147.73,WIRELESS,NONE,0,0.5608,43.85
2020-05-28,9271325,FIBER,100.0,79.8,HIGH,1000,HEX0000000149,7020,666,13361,145,102,1,294.71,UNDERGROUND,SUB6,0,0.4524,34.99
2020-05-29,6639916,FIBER,100.0,58.1,HIGH,250,HEX0000000150,11039,2592,3085,251,102,1,166.39,HYBRID,NONE,0,0.9458,40.6
2020-05-30,5779882,SATELLITE,200.0,136.4,LOW,1000,HEX0000000151,24802,19972,3841,72,25,0,334.61,UNDERGROUND,NONE,0,0.6505,95.25
2020-05-31,3044088,FIBER,1000.0,783.5,LOW,5000,HEX0000000152,2896,23146,19456,174,120,0,349.71,AERIAL,NONE,1,0.5092,64.97
2020-06-01,7160801,DSL,2000.0,1226.4,MEDIUM,0,HEX0000000153,9211,6012,5545,28,28,0,33.92,HYBRID,NONE,0,0.9263,33.45
2020-06-02,3564216,FIXED_WIRELESS,25.0,12.3,LOW,0,HEX0000000154,1884,21328,12370,46,23,0,71.79,AERIAL,SUB6,1,0.157,36.69
2020-06-03,1408269,FIBER,1000.0,167.5,LOW,500,HEX0000000155,17889,23659,4769,361,53,0,171.85,UNDERGROUND,SUB6,0,0.2975,81.93
2020-06-04,7671949,OTHER,200.0,139.7,MEDIUM,500,HEX0000000156,6999,15916,1929,358,15,0,7.24,AERIAL,SUB6,0,0.226,13.4
2020-06-05,9671140,FIBER,300.0,175.8,MEDIUM,250,HEX0000000157,15993,17595,15201,370,11,0,49.7,AERIAL,SUB6,0,0.5623,36.6
2020-06-06,3947085,SATELLITE,500.0,342.0,UNKNOWN,2000,HEX0000000158,19094,6864,5406,3,3,1,49.5,AERIAL,UNLICENSED,1,0.2474,16.95
2020-06-07,6835151,FIXED_WIRELESS,200.0,63.3,MEDIUM,250,HEX0000000159,20045,6387,1684,388,321,0,226.5,UNDERGROUND,NONE,0,0.8813,79.19
