health_infect_report_date,health_infect_pathogen_code,health_infect_case_definition_version,health_infect_case_count_confirmed,health_infect_case_count_probable,health_infect_test_positivity_rate_pct,health_infect_hospital_admission_count,health_infect_icu_admission_count,health_infect_death_count,health_infect_vaccination_coverage_pct,health_infect_variant_lineage,health_infect_outbreak_cluster_id,health_infect_exposure_setting_type,health_infect_contact_tracing_success_rate,health_infect_reporting_delay_days,health_infect_wastewater_signal_level,health_infect_syndromic_indicator_level,health_infect_antimicrobial_resistance_flag,health_infect_public_health_action_level,health_infect_data_refresh_timestamp
2019-01-14,RSV,v1,120,25,1.5,20,3,4,96.47,LINEAGE_D,CL0000014,COMMUNITY,39.65,15,0.8766,0.5155,0,NONE,2025-01-01T00:00:13
2019-01-15,SARS2,v1,120,35,17.13,11,2,1,43.92,LINEAGE_A,CL0000015,TRAVEL,94.56,10,0.4973,0.138,0,NONE,2025-01-01T00:00:14
2019-01-16,TB,v2,139,28,20.63,19,8,4,17.24,LINEAGE_C,CL0000016,WORKPLACE,80.39,12,0.8186,0.3484,0,INVESTIGATE,2025-01-01T00:00:15
2019-01-17,SARS2,v4,123,40,28.01,15,6,2,74.89,LINEAGE_C,CL0000017,UNKNOWN,72.26,21,0.8663,0.429,0,MONITOR,2025-01-01T00:00:16
2019-01-18,MRSA,v5,103,47,8.31,15,3,5,22.74,LINEAGE_A,CL0000018,TRAVEL,91.42,11,0.0993,0.3284,0,MONITOR,2025-01-01T00:00:17
2019-01-19,INFLU_A,v2,114,42,28.39,13,5,1,44.49,LINEAGE_A,CL0000019,CONGREGATE,85.22,7,0.176,0.0465,0,MONITOR,2025-01-01T00:00:18
2019-01-20,SALMONELLA,v2,110,45,23.94,27,3,0,58.97,LINEAGE_B,CL0000020,COMMUNITY,95.75,2,0.4103,0.9463,0,INVESTIGATE,2025-01-01T00:00:19
2019-01-21,MRSA,v1,120,36,31.65,20,7,2,24.2,LINEAGE_C,CL0000021,TRAVEL,90.23,4,0.3377,0.7378,0,NONE,2025-01-01T00:00:20
2019-01-22,MRSA,v3,123,29,4.27,19,4,0,90.82,LINEAGE_A,CL0000022,UNKNOWN,30.27,14,0.5252,0.1679,0,NONE,2025-01-01T00:00:21
2019-01-23,WNV,v2,120,27,27.36,22,3,0,82.53,LINEAGE_B,CL0000023,HEALTHCARE,10.56,6,0.9703,0.5311,1,NONE,2025-01-01T00:00:22
2019-01-24,INFLU_A,v3,125,36,17.75,21,7,5,71.74,LINEAGE_B,CL0000024,CONGREGATE,51.98,2,0.5754,0.3053,0,INVESTIGATE,2025-01-01T00:00:23
2019-01-25,INFLU_B,v4,139,33,3.28,18,7,2,14.74,LINEAGE_B,CL0000025,HEALTHCARE,30.85,19,0.2181,0.6805,1,MONITOR,2025-01-01T00:00:24
2019-01-26,SALMONELLA,v3,111,23,22.37,25,4,2,27.44,LINEAGE_C,CL0000026,COMMUNITY,74.1,3,0.7937,0.7879,0,MONITOR,2025-01-01T00:00:25
2019-01-27,SALMONELLA,v4,121,33,19.33,24,2,2,31.31,NONE,CL0000027,TRAVEL,62.19,9,0.8753,0.8456,0,NONE,2025-01-01T00:00:26
2019-01-28,MRSA,v1,138,31,12.07,24,6,3,47.47,NONE,CL0000028,TRAVEL,13.68,14,0.6874,0.225,0,ALERT,2025-01-01T00:00:27
2019-01-29,TB,v4,137,48,15.65,22,3,0,21.73,NONE,CL0000029,UNKNOWN,22.92,11,0.9856,0.5373,0,INVESTIGATE,2025-01-01T00:00:28
2019-01-30,RSV,v4,127,37,5.19,19,4,1,78.14,NONE,CL0000030,WORKPLACE,77.57,7,0.0511,0.5374,0,INVESTIGATE,2025-01-01T00:00:29
2019-01-31,MEASLES,v2,113,37,22.35,18,4,0,66.47,LINEAGE_D,CL0000031,CONGREGATE,53.84,0,0.1177,0.2164,1,NONE,2025-01-01T00:00:30
2019-02-01,MEASLES,v3,142,46,29.11,16,3,0,9.61,LINEAGE_C,CL0000032,TRAVEL,16.48,10,0.7784,0.8806,0,NONE,2025-01-01T00:00:31
2019-02-02,MEASLES,v2,139,45,17.04,16,1,4,81.92,LINEAGE_A,CL0000033,CONGREGATE,77.06,6,0.7887,0.6902,0,MONITOR,2025-01-01T00:00:32
2019-02-03,SALMONELLA,v2,136,40,19.46,20,6,3,37.21,NONE,CL0000034,COMMUNITY,45.04,21,0.4934,0.0557,0,MONITOR,2025-01-01T00:00:33
2019-02-04,INFLU_A,v5,142,36,18.0,20,5,3,48.38,LINEAGE_D,CL0000035,COMMUNITY,21.3,5,0.9897,0.8435,0,INVESTIGATE,2025-01-01T00:00:34
2019-02-05,WNV,v3,120,32,23.06,17,4,1,50.43,LINEAGE_C,CL0000036,HOUSEHOLD,82.76,14,0.5386,0.8627,0,ALERT,2025-01-01T00:00:35
2019-02-06,MEASLES,v5,127,23,17.26,17,7,3,5.69,LINEAGE_A,CL0000037,WORKPLACE,68.49,20,0.8051,0.5429,0,ALERT,2025-01-01T00:00:36
2019-02-07,SARS2,v1,110,42,9.11,18,2,2,66.18,LINEAGE_A,CL0000038,HOUSEHOLD,10.28,3,0.4844,0.8377,0,MONITOR,2025-01-01T00:00:37
2019-02-08,SARS2,v4,127,33,2.87,24,8,2,53.06,LINEAGE_C,CL0000039,CONGREGATE,14.18,13,0.6492,0.2652,0,ALERT,2025-01-01T00:00:38
2019-02-09,MEASLES,v5,110,37,6.97,17,3,1,88.73,NONE,CL0000040,UNKNOWN,61.63,0,0.443,0.2125,1,INVESTIGATE,2025-01-01T00:00:39
2019-02-10,WNV,v2,111,45,8.25,18,3,2,32.28,NONE,CL0000041,CONGREGATE,65.89,2,0.354,0.926,0,NONE,2025-01-01T00:00:40
2019-02-11,SARS2,v5,126,26,15.17,13,8,3,67.22,NONE,CL0000042,WORKPLACE,34.17,16,0.9968,0.9502,0,MONITOR,2025-01-01T00:00:41
2019-02-12,MEASLES,v5,114,33,21.01,28,8,0,37.64,LINEAGE_D,CL0000043,UNKNOWN,61.34,5,0.2507,0.5901,0,MONITOR,2025-01-01T00:00:42
2019-02-13,RSV,v2,122,33,26.64,27,4,3,85.86,NONE,CL0000044,SCHOOL,83.44,14,0.7518,0.3341,0,INVESTIGATE,2025-01-01T00:00:43
2019-02-14,RSV,v5,135,33,31.51,15,3,1,62.42,LINEAGE_A,CL0000045,HOUSEHOLD,22.42,16,0.9436,0.1331,1,INVESTIGATE,2025-01-01T00:00:44
2019-02-15,MRSA,v5,129,35,0.58,25,3,1,25.87,LINEAGE_B,CL0000046,HEALTHCARE,44.63,13,0.7243,0.731,0,MONITOR,2025-01-01T00:00:45
2019-02-16,INFLU_A,v3,98,39,24.71,16,2,3,73.35,NONE,CL0000047,WORKPLACE,27.86,17,0.2252,0.9711,0,MONITOR,2025-01-01T00:00:46
2019-02-17,RSV,v3,110,37,20.54,16,1,2,92.49,LINEAGE_B,CL0000048,HOUSEHOLD,70.95,21,0.2712,0.7061,0,INVESTIGATE,2025-01-01T00:00:47
2019-02-18,RSV,v1,123,43,33.08,12,3,4,87.58,NONE,CL0000049,HEALTHCARE,94.84,1,0.5919,0.9061,0,NONE,2025-01-01T00:00:48
2019-02-19,MEASLES,v4,124,31,2.89,14,2,1,94.75,NONE,CL0000050,COMMUNITY,43.39,17,0.9341,0.6448,0,MONITOR,2025-01-01T00:00:49
2019-02-20,RSV,v5,116,38,0.21,17,2,6,28.5,LINEAGE_B,CL0000051,HOUSEHOLD,30.52,13,0.027,0.0055,0,MONITOR,2025-01-01T00:00:50
2019-02-21,SALMONELLA,v2,110,40,20.55,22,3,2,13.09,LINEAGE_A,CL0000052,HOUSEHOLD,60.54,2,0.8777,0.8909,0,MONITOR,2025-01-01T00:00:51
2019-02-22,MRSA,v4,118,37,3.44,18,4,3,77.08,LINEAGE_D,CL0000053,TRAVEL,62.98,17,0.6082,0.4195,0,INVESTIGATE,2025-01-01T00:00:52
2019-02-23,MEASLES,v2,131,39,6.42,17,6,2,75.79,LINEAGE_C,CL0000054,CONGREGATE,30.12,3,0.0565,0.1493,0,INVESTIGATE,2025-01-01T00:00:53
2019-02-24,WNV,v2,134,31,7.46,16,4,3,16.82,LINEAGE_B,CL0000055,TRAVEL,71.73,18,0.042,0.1561,0,ALERT,2025-01-01T00:00:54
2019-02-25,SALMONELLA,v5,115,30,0.48,17,5,3,51.04,LINEAGE_C,CL0000056,CONGREGATE,73.41,4,0.5541,0.1611,0,NONE,2025-01-01T00:00:55
2019-02-26,NORO,v1,125,38,26.48,14,4,6,63.41,LINEAGE_D,CL0000057,UNKNOWN,75.34,21,0.0518,0.9818,0,MONITOR,2025-01-01T00:00:56
2019-02-27,WNV,v4,121,38,20.52,20,3,2,16.19,LINEAGE_C,CL0000058,HEALTHCARE,22.78,8,0.7747,0.1334,0,MONITOR,2025-01-01T00:00:57
2019-02-28,INFLU_A,v5,123,34,32.08,21,6,5,69.31,NONE,CL0000059,WORKPLACE,36.56,14,0.9246,0.3942,0,INVESTIGATE,2025-01-01T00:00:58
2019-03-01,RSV,v4,138,33,17.13,15,4,3,38.85,NONE,CL0000060,UNKNOWN,85.35,11,0.9836,0.6382,0,NONE,2025-01-01T00:00:59
2019-03-02,RSV,v1,87,42,1.95,19,6,1,14.28,LINEAGE_A,CL0000061,COMMUNITY,80.78,5,0.1343,0.8056,0,ALERT,2025-01-01T00:01:00
2019-03-03,MEASLES,v5,110,36,0.76,19,3,0,29.73,NONE,CL0000062,WORKPLACE,13.6,8,0.7647,0.349,0,MONITOR,2025-01-01T00:01:01
2019-03-04,RSV,v3,111,27,29.1,16,6,1,88.17,LINEAGE_B,CL0000063,TRAVEL,38.06,19,0.2274,0.0448,0,NONE,2025-01-01T00:01:02
2019-03-05,TB,v1,118,40,18.63,17,0,5,63.18,LINEAGE_C,CL0000064,HOUSEHOLD,42.77,21,0.1833,0.4608,0,INVESTIGATE,2025-01-01T00:01:03
2019-03-06,INFLU_A,v5,121,28,10.41,19,5,3,16.67,LINEAGE_C,CL0000065,SCHOOL,94.23,19,0.2679,0.179,0,INVESTIGATE,2025-01-01T00:01:04
2019-03-07,INFLU_A,v2,103,39,32.35,22,4,3,94.94,LINEAGE_A,CL0000066,HOUSEHOLD,77.01,8,0.0634,0.0715,0,INVESTIGATE,2025-01-01T00:01:05
2019-03-08,RSV,v3,134,39,30.62,8,5,2,13.2,LINEAGE_B,CL0000067,HEALTHCARE,51.79,17,0.9346,0.9632,0,NONE,2025-01-01T00:01:06
2019-03-09,SALMONELLA,v2,118,32,18.17,24,4,3,17.75,LINEAGE_D,CL0000068,COMMUNITY,61.11,7,0.1934,0.7824,0,NONE,2025-01-01T00:01:07
2019-03-10,MRSA,v2,116,41,20.18,22,6,1,10.95,LINEAGE_D,CL0000069,HOUSEHOLD,15.16,15,0.4273,0.6126,0,MONITOR,2025-01-01T00:01:08
2019-03-11,MEASLES,v2,111,30,12.53,23,3,3,28.86,NONE,CL0000070,TRAVEL,29.85,9,0.1858,0.4724,0,INVESTIGATE,2025-01-01T00:01:09
2019-03-12,RSV,v1,120,29,20.93,13,3,2,1.74,NONE,CL0000071,TRAVEL,97.51,19,0.5085,0.88,0,INVESTIGATE,2025-01-01T00:01:10
2019-03-13,TB,v5,122,31,13.95,22,6,5,20.19,LINEAGE_B,CL0000072,COMMUNITY,43.56,21,0.531,0.1835,0,NONE,2025-01-01T00:01:11
2019-03-14,NORO,v1,103,37,33.39,19,3,5,30.19,LINEAGE_C,CL0000073,CONGREGATE,93.66,6,0.6697,0.0439,0,NONE,2025-01-01T00:01:12
2019-03-15,MEASLES,v3,119,33,27.01,19,2,0,65.98,NONE,CL0000074,COMMUNITY,91.97,1,0.8462,0.6485,0,MONITOR,2025-01-01T00:01:13
2019-03-16,TB,v2,108,38,7.75,25,3,1,60.25,LINEAGE_B,CL0000075,TRAVEL,33.94,8,0.0847,0.3203,0,NONE,2025-01-01T00:01:14
2019-03-17,MRSA,v4,119,42,34.15,17,9,2,49.0,LINEAGE_B,CL0000076,UNKNOWN,88.31,15,0.7846,0.6045,0,MONITOR,2025-01-01T00:01:15
2019-03-18,INFLU_A,v3,110,34,18.68,15,5,0,28.99,NONE,CL0000077,HEALTHCARE,37.42,18,0.457,0.0414,0,EMERGENCY,2025-01-01T00:01:16
2019-03-19,MEASLES,v4,112,33,9.0,17,4,2,56.0,LINEAGE_A,CL0000078,COMMUNITY,61.08,17,0.1697,0.8743,0,NONE,2025-01-01T00:01:17
2019-03-20,SALMONELLA,v3,120,22,33.17,25,1,0,71.43,LINEAGE_D,CL0000079,CONGREGATE,85.04,5,0.9827,0.0138,0,MONITOR,2025-01-01T00:01:18
2019-03-21,INFLU_A,v5,118,39,2.55,18,3,3,85.41,NONE,CL0000080,SCHOOL,74.42,6,0.5884,0.0458,0,MONITOR,2025-01-01T00:01:19
2019-03-22,SALMONELLA,v1,125,24,9.72,15,4,2,50.12,LINEAGE_A,CL0000081,CONGREGATE,13.66,9,0.9192,0.3978,0,MONITOR,2025-01-01T00:01:20
2019-03-23,TB,v1,143,34,21.52,11,3,2,31.93,LINEAGE_C,CL0000082,CONGREGATE,28.08,6,0.1361,0.5989,1,NONE,2025-01-01T00:01:21
2019-03-24,NORO,v3,102,40,24.37,12,2,2,22.46,NONE,CL0000083,COMMUNITY,73.51,10,0.3033,0.2133,0,MONITOR,2025-01-01T00:01:22
2019-03-25,WNV,v4,103,36,7.64,16,3,2,65.65,LINEAGE_B,CL0000084,UNKNOWN,72.85,15,0.1579,0.6518,0,NONE,2025-01-01T00:01:23
2019-03-26,INFLU_A,v2,124,32,18.04,14,4,3,33.5,LINEAGE_A,CL0000085,HEALTHCARE,54.72,7,0.0011,0.9419,0,MONITOR,2025-01-01T00:01:24
2019-03-27,MEASLES,v1,109,25,29.84,18,6,2,6.52,NONE,CL0000086,COMMUNITY,23.09,11,0.5584,0.0532,1,INVESTIGATE,2025-01-01T00:01:25
2019-03-28,TB,v2,139,36,10.41,21,3,1,88.77,LINEAGE_A,CL0000087,CONGREGATE,84.59,3,0.3048,0.402,0,NONE,2025-01-01T00:01:26
2019-03-29,SALMONELLA,v1,110,27,15.76,20,2,1,32.18,NONE,CL0000088,CONGREGATE,82.66,9,0.7375,0.0586,0,INVESTIGATE,2025-01-01T00:01:27
2019-03-30,SALMONELLA,v5,122,28,3.9,19,2,1,50.41,LINEAGE_C,CL0000089,TRAVEL,82.73,16,0.2944,0.8616,0,NONE,2025-01-01T00:01:28
2019-03-31,WNV,v1,120,41,1.64,21,6,1,78.9,LINEAGE_D,CL0000090,HOUSEHOLD,50.1,10,0.7182,0.0922,0,INVESTIGATE,2025-01-01T00:01:29
2019-04-01,MRSA,v2,115,31,0.75,18,2,2,0.58,LINEAGE_B,CL0000091,UNKNOWN,88.95,11,0.3846,0.0601,0,INVESTIGATE,2025-01-01T00:01:30
2019-04-02,NORO,v1,101,33,30.3,25,4,1,89.31,NONE,CL0000092,HEALTHCARE,75.22,5,0.3113,0.3562,0,MONITOR,2025-01-01T00:01:31
2019-04-03,MRSA,v4,128,37,1.46,18,5,2,88.72,LINEAGE_D,CL0000093,COMMUNITY,64.09,5,0.0415,0.8226,0,INVESTIGATE,2025-01-01T00:01:32
2019-04-04,WNV,v4,126,32,27.92,25,8,1,71.88,NONE,CL0000094,WORKPLACE,41.79,8,0.7088,0.2101,0,MONITOR,2025-01-01T00:01:33
2019-04-05,INFLU_A,v5,108,34,34.68,19,5,2,76.13,LINEAGE_D,CL0000095,COMMUNITY,76.19,9,0.7644,0.7076,0,NONE,2025-01-01T00:01:34
2019-04-06,SARS2,v3,132,31,17.91,19,2,2,63.94,LINEAGE_A,CL0000096,UNKNOWN,15.62,1,0.0277,0.5411,0,NONE,2025-01-01T00:01:35
2019-04-07,MEASLES,v2,115,34,27.15,20,5,3,90.59,NONE,CL0000097,SCHOOL,50.2,21,0.2609,0.9743,0,MONITOR,2025-01-01T00:01:36
2019-04-08,SALMONELLA,v5,115,37,10.82,22,3,2,13.93,NONE,CL0000098,WORKPLACE,86.07,15,0.6789,0.1547,0,MONITOR,2025-01-01T00:01:37
2019-04-09,RSV,v2,134,37,19.59,25,1,3,92.34,LINEAGE_B,CL0000099,HOUSEHOLD,51.86,2,0.9363,0.9672,0,ALERT,2025-01-01T00:01:38
2019-04-10,INFLU_A,v3,108,37,13.61,19,5,2,2.84,NONE,CL0000100,COMMUNITY,43.44,20,0.8299,0.2381,0,INVESTIGATE,2025-01-01T00:01:39
2019-04-11,RSV,v3,115,35,4.5,19,4,3,32.09,LINEAGE_D,CL0000101,HEALTHCARE,31.4,17,0.5407,0.7553,0,INVESTIGATE,2025-01-01T00:01:40
2019-04-12,SALMONELLA,v5,129,34,23.23,19,5,3,79.1,LINEAGE_A,CL0000102,UNKNOWN,51.75,18,0.3663,0.4769,0,ALERT,2025-01-01T00:01:41
2019-04-13,INFLU_B,v1,116,31,12.84,27,2,1,10.0,LINEAGE_D,CL0000103,UNKNOWN,57.99,10,0.1331,0.3091,0,NONE,2025-01-01T00:01:42
2019-04-14,SALMONELLA,v1,113,35,10.79,17,2,3,18.85,NONE,CL0000104,CONGREGATE,91.34,0,0.5426,0.2057,0,MONITOR,2025-01-01T00:01:43
2019-04-15,WNV,v5,119,33,5.38,14,2,1,19.83,NONE,CL0000105,SCHOOL,67.73,4,0.0164,0.4282,1,NONE,2025-01-01T00:01:44
2019-04-16,SALMONELLA,v4,123,41,16.54,28,3,3,17.47,NONE,CL0000106,TRAVEL,65.65,20,0.5586,0.1895,0,ALERT,2025-01-01T00:01:45
2019-04-17,INFLU_A,v1,129,39,22.89,13,4,2,24.52,LINEAGE_D,CL0000107,COMMUNITY,26.53,12,0.0099,0.1397,0,NONE,2025-01-01T00:01:46
2019-04-18,SALMONELLA,v5,123,30,4.47,19,3,1,66.86,LINEAGE_D,CL0000108,TRAVEL,47.48,11,0.8365,0.0121,1,NONE,2025-01-01T00:01:47
2019-04-19,INFLU_A,v3,122,33,18.42,27,4,1,23.3,LINEAGE_D,CL0000109,CONGREGATE,13.87,3,0.2774,0.5446,0,MONITOR,2025-01-01T00:01:48
2019-04-20,WNV,v1,129,32,11.42,19,5,4,68.5,LINEAGE_A,CL0000110,COMMUNITY,86.45,1,0.6779,0.3803,0,MONITOR,2025-01-01T00:01:49
2019-04-21,INFLU_B,v4,134,36,22.18,12,6,2,47.68,LINEAGE_A,CL0000111,UNKNOWN,93.74,20,0.1332,0.5352,0,ALERT,2025-01-01T00:01:50
2019-04-22,INFLU_A,v5,131,34,34.28,23,6,3,57.37,LINEAGE_D,CL0000112,CONGREGATE,15.22,20,0.374,0.81,0,MONITOR,2025-01-01T00:01:51
2019-04-23,RSV,v2,126,48,26.06,20,3,2,46.95,LINEAGE_A,CL0000113,WORKPLACE,26.32,6,0.5071,0.7261,0,INVESTIGATE,2025-01-01T00:01:52
2019-04-24,MRSA,v1,120,42,1.89,17,1,2,20.05,LINEAGE_C,CL0000114,SCHOOL,71.71,0,0.9033,0.7646,0,MONITOR,2025-01-01T00:01:53
2019-04-25,SARS2,v4,137,39,32.58,12,2,1,23.15,LINEAGE_A,CL0000115,HOUSEHOLD,87.36,4,0.3977,0.0734,0,ALERT,2025-01-01T00:01:54
2019-04-26,WNV,v5,102,34,14.07,16,5,2,36.08,LINEAGE_A,CL0000116,HOUSEHOLD,79.53,8,0.1555,0.6054,0,MONITOR,2025-01-01T00:01:55
2019-04-27,SALMONELLA,v1,106,34,13.78,19,4,1,57.31,LINEAGE_A,CL0000117,WORKPLACE,33.97,3,0.3916,0.3089,0,INVESTIGATE,2025-01-01T00:01:56
2019-04-28,TB,v3,117,33,17.92,8,5,3,45.17,NONE,CL0000118,CONGREGATE,53.62,4,0.3274,0.3128,0,MONITOR,2025-01-01T00:01:57
2019-04-29,INFLU_B,v1,121,35,27.55,10,4,2,11.83,NONE,CL0000119,UNKNOWN,42.26,8,0.7431,0.6983,0,NONE,2025-01-01T00:01:58
2019-04-30,INFLU_A,v5,128,42,23.48,21,3,1,85.36,LINEAGE_A,CL0000120,UNKNOWN,72.47,19,0.443,0.9675,0,MONITOR,2025-01-01T00:01:59
2019-05-01,SALMONELLA,v4,107,33,20.06,15,2,1,8.57,LINEAGE_A,CL0000121,TRAVEL,48.74,7,0.324,0.4175,0,INVESTIGATE,2025-01-01T00:02:00
2019-05-02,TB,v5,114,32,14.72,14,5,3,57.4,LINEAGE_A,CL0000122,COMMUNITY,19.84,6,0.0676,0.1776,1,NONE,2025-01-01T00:02:01
2019-05-03,NORO,v2,107,46,3.93,18,5,1,53.58,LINEAGE_A,CL0000123,HEALTHCARE,68.99,0,0.9778,0.6962,0,INVESTIGATE,2025-01-01T00:02:02
2019-05-04,SARS2,v5,120,42,32.68,16,2,2,75.25,LINEAGE_A,CL0000124,UNKNOWN,71.15,8,0.1141,0.2588,0,NONE,2025-01-01T00:02:03
2019-05-05,TB,v3,105,48,33.62,24,4,1,44.22,LINEAGE_B,CL0000125,CONGREGATE,24.39,12,0.2445,0.5081,0,INVESTIGATE,2025-01-01T00:02:04
2019-05-06,MEASLES,v5,108,35,10.56,15,3,2,71.66,LINEAGE_C,CL0000126,SCHOOL,76.39,12,0.3227,0.6809,0,NONE,2025-01-01T00:02:05
2019-05-07,WNV,v4,98,33,4.91,14,5,5,78.8,LINEAGE_A,CL0000127,TRAVEL,96.96,15,0.8914,0.7647,0,INVESTIGATE,2025-01-01T00:02:06
2019-05-08,MRSA,v2,91,33,28.42,17,5,1,39.24,LINEAGE_A,CL0000128,HEALTHCARE,68.65,7,0.1654,0.396,0,EMERGENCY,2025-01-01T00:02:07
2019-05-09,INFLU_A,v4,121,35,3.01,16,1,0,63.04,NONE,CL0000129,SCHOOL,35.09,0,0.5381,0.2764,0,INVESTIGATE,2025-01-01T00:02:08
2019-05-10,TB,v2,95,36,17.82,14,2,2,6.81,NONE,CL0000130,SCHOOL,80.12,21,0.7438,0.201,0,NONE,2025-01-01T00:02:09
2019-05-11,TB,v4,116,34,26.04,16,4,0,87.79,NONE,CL0000131,HEALTHCARE,62.98,8,0.9377,0.409,0,INVESTIGATE,2025-01-01T00:02:10
2019-05-12,MEASLES,v1,112,33,27.37,12,3,1,3.54,LINEAGE_B,CL0000132,WORKPLACE,73.85,1,0.843,0.5183,0,ALERT,2025-01-01T00:02:11
2019-05-13,NORO,v5,129,43,34.7,19,6,0,25.25,LINEAGE_C,CL0000133,UNKNOWN,20.56,1,0.4107,0.7325,0,NONE,2025-01-01T00:02:12
2019-05-14,MRSA,v4,129,45,2.39,17,6,6,79.07,LINEAGE_C,CL0000134,SCHOOL,25.62,10,0.9515,0.1029,0,NONE,2025-01-01T00:02:13
2019-05-15,TB,v4,153,37,10.51,17,7,1,23.34,LINEAGE_B,CL0000135,SCHOOL,66.2,8,0.2878,0.1814,0,MONITOR,2025-01-01T00:02:14
2019-05-16,WNV,v3,120,46,6.9,18,2,3,12.4,LINEAGE_B,CL0000136,CONGREGATE,50.83,11,0.5979,0.1882,0,MONITOR,2025-01-01T00:02:15
2019-05-17,SARS2,v3,121,28,25.72,26,3,1,77.95,NONE,CL0000137,WORKPLACE,28.07,12,0.4554,0.319,1,NONE,2025-01-01T00:02:16
2019-05-18,MRSA,v2,125,31,26.89,14,3,1,39.61,LINEAGE_B,CL0000138,WORKPLACE,36.3,1,0.5864,0.1588,0,MONITOR,2025-01-01T00:02:17
2019-05-19,MRSA,v5,135,36,4.04,23,0,2,45.73,LINEAGE_D,CL0000139,HEALTHCARE,64.22,19,0.2735,0.2044,0,NONE,2025-01-01T00:02:18
2019-05-20,MRSA,v3,122,26,18.09,11,2,1,31.29,LINEAGE_B,CL0000140,SCHOOL,45.31,0,0.224,0.6117,0,INVESTIGATE,2025-01-01T00:02:19
2019-05-21,TB,v1,131,36,8.62,14,0,2,76.89,LINEAGE_D,CL0000141,UNKNOWN,39.19,20,0.8925,0.5203,0,MONITOR,2025-01-01T00:02:20
2019-05-22,SALMONELLA,v1,113,43,31.5,15,4,2,78.87,LINEAGE_B,CL0000142,SCHOOL,34.96,1,0.4512,0.1978,0,INVESTIGATE,2025-01-01T00:02:21
2019-05-23,MEASLES,v1,110,38,24.78,16,7,1,54.46,LINEAGE_A,CL0000143,HOUSEHOLD,88.14,11,0.5642,0.2572,0,MONITOR,2025-01-01T00:02:22
2019-05-24,INFLU_A,v5,127,30,12.31,15,2,2,39.06,LINEAGE_A,CL0000144,TRAVEL,59.06,16,0.2218,0.0339,0,NONE,2025-01-01T00:02:23
2019-05-25,MRSA,v4,122,37,29.41,11,1,1,72.74,LINEAGE_B,CL0000145,UNKNOWN,35.95,12,0.3666,0.7161,0,INVESTIGATE,2025-01-01T00:02:24
