energy_gen_operating_month,energy_gen_country_iso2,energy_gen_bidding_zone_code,energy_gen_plant_id,energy_gen_unit_id,energy_gen_fuel_type_primary,energy_gen_capacity_mw,energy_gen_net_generation_mwh,energy_gen_capacity_factor_pct,energy_gen_planned_outage_hours,energy_gen_forced_outage_hours,energy_gen_emissions_co2_tons,energy_gen_emissions_nox_tons,energy_gen_emissions_so2_tons,energy_gen_water_withdrawal_m3,energy_gen_cooling_technology_code,energy_gen_renewable_guarantees_of_origin_mwh,energy_gen_grid_operator_entsoe_code,energy_gen_unit_retirement_year,energy_gen_data_extract_date
2017-11,SK,SK_BZ05,SK_PLANT_0011,SK_PLANT_0011_U03,NUCLEAR,497.278,306253.95,83.69,34.58,30.34,94540.086,8.9847,35.5864,9959795.17,DRY_COOLING,0.0,ENTSOE_SK_TSO03,2035,2024-01-19
2017-12,BE,BE_BZ06,BE_PLANT_0012,BE_PLANT_0012_U04,WASTE,263.83,56688.24,30.06,91.88,66.25,42139.843,12.4388,4.7407,1595656.59,RECIRCULATING,0.0,ENTSOE_BE_TSO04,2036,2024-08-10
2018-01,DK,DK_BZ01,DK_PLANT_0013,DK_PLANT_0013_U05,NUCLEAR,928.908,557612.68,86.71,58.44,71.22,230865.455,100.1474,53.8021,20919134.4,ONCE_THROUGH,0.0,ENTSOE_DK_TSO01,0,2024-02-17
2018-02,GR,GR_BZ02,GR_PLANT_0014,GR_PLANT_0014_U06,WASTE,437.011,194851.14,60.25,73.37,59.44,124607.68,15.3706,8.6787,97696.51,AIR_COOLING,0.0,ENTSOE_GR_TSO02,2038,2024-12-07
2018-03,LT,LT_BZ03,LT_PLANT_0015,LT_PLANT_0015_U07,NUCLEAR,1149.354,554286.74,70.52,50.41,11.88,194851.441,54.1969,35.6661,6909316.02,SEA_WATER,0.0,ENTSOE_LT_TSO03,2039,2024-02-10
2018-04,PT,PT_BZ04,PT_PLANT_0016,PT_PLANT_0016_U08,WASTE,486.099,84849.34,25.7,99.28,7.63,40157.373,14.4043,2.0035,2927533.54,HYBRID,0.0,ENTSOE_PT_TSO04,0,2025-06-12
2018-05,SE,SE_BZ05,SE_PLANT_0017,SE_PLANT_0017_U01,NUCLEAR,656.772,368649.34,75.88,34.85,25.08,24072.573,67.5313,32.3841,15735387.58,DRY_COOLING,0.0,ENTSOE_SE_TSO01,2041,2024-05-16
2018-06,CY,CY_BZ06,CY_PLANT_0018,CY_PLANT_0018_U02,WASTE,493.973,63665.21,17.69,114.42,2.85,51498.747,6.9165,4.4995,141669.73,RECIRCULATING,0.0,ENTSOE_CY_TSO02,0,2024-02-20
2018-07,FR,FR_BZ01,FR_PLANT_0019,FR_PLANT_0019_U03,NUCLEAR,1435.576,977424.58,92.79,5.11,14.54,32461.263,48.8583,10.0994,4668281.04,ONCE_THROUGH,0.0,ENTSOE_FR_TSO03,2043,2024-08-18
2018-08,IT,IT_BZ02,IT_PLANT_0020,IT_PLANT_0020_U04,WASTE,297.51,106535.04,51.14,0.59,14.63,77782.982,2.9894,9.5713,18017.73,AIR_COOLING,0.0,ENTSOE_IT_TSO04,2044,2025-10-16
2018-09,NL,NL_BZ03,NL_PLANT_0021,NL_PLANT_0021_U05,NUCLEAR,373.924,231529.01,86.72,75.37,5.47,75653.122,30.8216,5.0174,2144152.58,SEA_WATER,0.0,ENTSOE_NL_TSO01,2045,2025-03-19
2018-10,SI,SI_BZ04,SI_PLANT_0022,SI_PLANT_0022_U06,WASTE,192.1,20499.07,14.18,99.62,46.96,19910.69,0.2312,2.0101,836758.13,HYBRID,0.0,ENTSOE_SI_TSO02,0,2025-11-22
2018-11,BG,BG_BZ05,BG_PLANT_0023,BG_PLANT_0023_U07,NUCLEAR,351.997,236386.87,94.57,65.87,26.39,61274.989,13.8863,23.3456,16196084.89,DRY_COOLING,0.0,ENTSOE_BG_TSO03,2047,2025-11-01
2018-12,EE,EE_BZ06,EE_PLANT_0024,EE_PLANT_0024_U08,WASTE,486.128,114359.88,34.68,98.18,33.4,51819.391,19.1266,0.9096,3221775.7,RECIRCULATING,0.0,ENTSOE_EE_TSO04,0,2024-04-22
2019-01,HU,HU_BZ01,HU_PLANT_0025,HU_PLANT_0025_U01,NUCLEAR,1427.117,906943.25,89.06,105.08,53.4,115733.24,204.0074,113.9917,10489463.8,ONCE_THROUGH,0.0,ENTSOE_HU_TSO01,2049,2025-05-20
2019-02,LU,LU_BZ02,LU_PLANT_0026,LU_PLANT_0026_U02,WASTE,179.964,65635.62,50.86,89.59,30.97,13080.245,3.9082,3.67,1957075.56,AIR_COOLING,0.0,ENTSOE_LU_TSO02,2050,2024-07-24
2019-03,RO,RO_BZ03,RO_PLANT_0027,RO_PLANT_0027_U03,NUCLEAR,422.146,280698.92,90.66,7.3,21.96,2899.69,62.9999,16.6925,2793161.56,SEA_WATER,0.0,ENTSOE_RO_TSO03,0,2025-02-20
2019-04,AT,AT_BZ04,AT_PLANT_0028,AT_PLANT_0028_U04,WASTE,356.951,143048.11,55.92,50.09,36.99,52267.07,13.7088,6.9881,2236065.83,HYBRID,0.0,ENTSOE_AT_TSO04,2026,2025-05-14
2019-05,CZ,CZ_BZ05,CZ_PLANT_0029,CZ_PLANT_0029_U05,NUCLEAR,1295.191,811728.5,83.34,88.03,18.26,455824.802,37.6124,36.0031,12558870.16,DRY_COOLING,0.0,ENTSOE_CZ_TSO01,0,2024-07-13
2019-06,DE,DE_BZ06,DE_PLANT_0030,DE_PLANT_0030_U06,WASTE,578.816,115652.71,26.15,23.18,50.93,46373.357,15.0132,3.7369,1625784.33,RECIRCULATING,0.0,ENTSOE_DE_TSO02,0,2024-02-04
2019-07,LV,LV_BZ01,LV_PLANT_0031,LV_PLANT_0031_U07,NUCLEAR,679.588,345145.62,76.22,108.24,10.67,48108.427,69.0699,19.5724,7791039.31,ONCE_THROUGH,0.0,ENTSOE_LV_TSO03,0,2024-09-20
2019-08,PL,PL_BZ02,PL_PLANT_0032,PL_PLANT_0032_U08,WASTE,291.562,98411.97,45.74,83.97,24.4,61802.402,2.4276,7.129,1448237.12,AIR_COOLING,0.0,ENTSOE_PL_TSO04,2030,2024-04-01
2019-09,ES,ES_BZ03,ES_PLANT_0033,ES_PLANT_0033_U01,NUCLEAR,924.428,513129.7,75.48,40.97,7.33,223151.877,84.1515,7.3455,5815137.06,SEA_WATER,0.0,ENTSOE_ES_TSO01,0,2025-06-28
2019-10,HR,HR_BZ04,HR_PLANT_0034,HR_PLANT_0034_U02,WASTE,10.434,1459.58,18.3,103.81,16.66,931.677,0.311,0.1807,1433873.15,HYBRID,0.0,ENTSOE_HR_TSO02,0,2024-10-04
2019-11,FI,FI_BZ05,FI_PLANT_0035,FI_PLANT_0035_U03,NUCLEAR,870.924,446714.47,71.93,66.11,50.96,107111.376,9.6848,15.0789,21612582.53,DRY_COOLING,0.0,ENTSOE_FI_TSO03,2033,2024-11-10
2019-12,IE,IE_BZ06,IE_PLANT_0036,IE_PLANT_0036_U04,WASTE,578.747,246786.44,61.5,3.47,62.02,139891.477,31.9122,8.4224,1837372.41,RECIRCULATING,0.0,ENTSOE_IE_TSO04,2034,2024-05-03
2020-01,MT,MT_BZ01,MT_PLANT_0037,MT_PLANT_0037_U05,NUCLEAR,1084.228,662591.7,90.65,30.81,35.66,301241.168,55.4178,22.4799,8468549.29,ONCE_THROUGH,0.0,ENTSOE_MT_TSO01,0,2025-01-14
2020-02,SK,SK_BZ02,SK_PLANT_0038,SK_PLANT_0038_U06,WASTE,492.046,177795.98,46.75,61.96,62.39,177167.594,20.3943,1.215,2093893.85,AIR_COOLING,0.0,ENTSOE_SK_TSO02,2036,2025-02-16
2020-03,BE,BE_BZ03,BE_PLANT_0039,BE_PLANT_0039_U07,NUCLEAR,1384.058,735732.42,76.48,11.61,71.63,19611.289,35.0509,55.7676,8995020.65,SEA_WATER,0.0,ENTSOE_BE_TSO03,2037,2025-09-01
2020-04,DK,DK_BZ04,DK_PLANT_0040,DK_PLANT_0040_U08,WASTE,590.937,75986.44,16.84,89.6,70.4,50604.105,8.3102,7.7968,2028083.08,HYBRID,0.0,ENTSOE_DK_TSO04,2038,2024-08-19
2020-05,GR,GR_BZ05,GR_PLANT_0041,GR_PLANT_0041_U01,NUCLEAR,1330.518,707761.66,73.38,97.87,23.43,254911.094,68.3326,66.1204,26920847.51,DRY_COOLING,0.0,ENTSOE_GR_TSO01,2039,2024-10-17
2020-06,LT,LT_BZ06,LT_PLANT_0042,LT_PLANT_0042_U02,WASTE,545.575,192614.89,53.08,18.9,52.4,78421.518,48.0162,11.4017,1188786.45,RECIRCULATING,0.0,ENTSOE_LT_TSO02,2040,2025-04-28
2020-07,PT,PT_BZ01,PT_PLANT_0043,PT_PLANT_0043_U03,NUCLEAR,814.341,429206.47,77.44,44.69,71.15,121870.945,86.0764,18.0218,1623559.2,ONCE_THROUGH,0.0,ENTSOE_PT_TSO03,0,2025-09-24
2020-08,SE,SE_BZ02,SE_PLANT_0044,SE_PLANT_0044_U04,WASTE,75.982,36069.54,64.3,100.99,0.74,22231.637,2.0011,2.6299,158121.78,AIR_COOLING,0.0,ENTSOE_SE_TSO04,0,2025-03-22
2020-09,CY,CY_BZ03,CY_PLANT_0045,CY_PLANT_0045_U05,NUCLEAR,337.516,189237.69,73.72,10.97,0.75,2075.028,43.2649,22.8635,14597048.16,SEA_WATER,0.0,ENTSOE_CY_TSO01,0,2025-05-03
2020-10,FR,FR_BZ04,FR_PLANT_0046,FR_PLANT_0046_U06,WASTE,187.566,29780.05,23.33,88.55,40.95,24707.739,4.4398,1.7121,125646.26,HYBRID,0.0,ENTSOE_FR_TSO02,2044,2025-02-24
2020-11,IT,IT_BZ05,IT_PLANT_0047,IT_PLANT_0047_U07,NUCLEAR,382.729,267160.32,92.86,3.94,29.02,87723.031,30.2363,4.7283,12858233.47,DRY_COOLING,0.0,ENTSOE_IT_TSO03,2045,2025-05-19
2020-12,NL,NL_BZ06,NL_PLANT_0048,NL_PLANT_0048_U08,WASTE,596.156,145020.49,36.23,99.22,11.21,47580.606,32.1236,6.5126,140232.31,RECIRCULATING,0.0,ENTSOE_NL_TSO04,0,2024-05-28
2021-01,SI,SI_BZ01,SI_PLANT_0049,SI_PLANT_0049_U01,NUCLEAR,1599.944,860197.78,77.29,61.43,5.72,210743.55,36.6437,53.9517,9889191.53,ONCE_THROUGH,0.0,ENTSOE_SI_TSO01,2047,2024-06-23
2021-02,BG,BG_BZ02,BG_PLANT_0050,BG_PLANT_0050_U02,WASTE,418.215,57008.28,17.93,52.14,16.87,9571.95,9.4507,6.9997,2018279.03,AIR_COOLING,0.0,ENTSOE_BG_TSO02,2048,2024-12-18
2021-03,EE,EE_BZ03,EE_PLANT_0051,EE_PLANT_0051_U03,NUCLEAR,869.466,509281.93,82.97,40.06,19.74,19346.779,43.8991,29.1144,15016559.87,SEA_WATER,0.0,ENTSOE_EE_TSO03,2049,2024-01-09
2021-04,HU,HU_BZ04,HU_PLANT_0052,HU_PLANT_0052_U04,WASTE,334.8,72686.14,30.6,55.56,55.78,64545.201,2.7079,8.8845,1578036.57,HYBRID,0.0,ENTSOE_HU_TSO04,2050,2024-06-16
2021-05,LU,LU_BZ05,LU_PLANT_0053,LU_PLANT_0053_U05,NUCLEAR,612.881,393713.3,87.91,77.26,14.57,146192.745,25.165,18.2087,8541889.72,DRY_COOLING,0.0,ENTSOE_LU_TSO01,2025,2024-05-13
2021-06,RO,RO_BZ06,RO_PLANT_0054,RO_PLANT_0054_U06,WASTE,233.71,123056.21,68.72,71.68,23.12,52455.347,18.7165,12.5905,2122998.98,RECIRCULATING,0.0,ENTSOE_RO_TSO02,2026,2025-08-04
2021-07,AT,AT_BZ01,AT_PLANT_0055,AT_PLANT_0055_U07,NUCLEAR,990.71,536800.5,72.13,62.5,23.09,181614.922,87.309,69.8658,7169739.0,ONCE_THROUGH,0.0,ENTSOE_AT_TSO03,2027,2024-04-29
2021-08,CZ,CZ_BZ02,CZ_PLANT_0056,CZ_PLANT_0056_U08,WASTE,92.57,24879.96,40.36,58.66,52.23,21966.254,1.2743,2.5538,4823665.99,AIR_COOLING,0.0,ENTSOE_CZ_TSO04,0,2024-07-13
2021-09,DE,DE_BZ03,DE_PLANT_0057,DE_PLANT_0057_U01,NUCLEAR,1386.742,893151.64,85.13,92.94,26.53,202138.646,123.3748,10.5573,1340813.88,SEA_WATER,0.0,ENTSOE_DE_TSO01,2029,2025-11-21
2021-10,LV,LV_BZ04,LV_PLANT_0058,LV_PLANT_0058_U02,WASTE,240.545,92734.17,55.4,78.99,6.04,32687.834,2.8889,2.5977,603880.91,HYBRID,0.0,ENTSOE_LV_TSO02,2030,2025-09-14
2021-11,PL,PL_BZ05,PL_PLANT_0059,PL_PLANT_0059_U03,NUCLEAR,1169.874,715347.23,84.4,85.56,5.14,172899.052,168.8997,64.3931,22769096.45,DRY_COOLING,0.0,ENTSOE_PL_TSO03,0,2026-02-23
2021-12,ES,ES_BZ06,ES_PLANT_0060,ES_PLANT_0060_U04,WASTE,291.354,91716.95,41.58,22.63,61.19,47142.106,14.9007,10.9382,948939.11,RECIRCULATING,0.0,ENTSOE_ES_TSO04,2032,2026-02-25
2022-01,HR,HR_BZ01,HR_PLANT_0061,HR_PLANT_0061_U05,NUCLEAR,538.856,338156.75,93.11,35.66,34.05,47327.12,46.7878,8.8822,6015036.21,ONCE_THROUGH,0.0,ENTSOE_HR_TSO01,0,2025-06-14
2022-02,FI,FI_BZ02,FI_PLANT_0062,FI_PLANT_0062_U06,WASTE,388.542,29195.99,10.64,33.28,53.87,10211.894,5.617,0.3298,85299.03,AIR_COOLING,0.0,ENTSOE_FI_TSO02,2034,2025-12-10
2022-03,IE,IE_BZ03,IE_PLANT_0063,IE_PLANT_0063_U07,NUCLEAR,1116.873,567373.3,74.82,64.92,44.39,263893.765,100.9837,5.6652,3345551.48,SEA_WATER,0.0,ENTSOE_IE_TSO03,2035,2024-09-12
2022-04,MT,MT_BZ04,MT_PLANT_0064,MT_PLANT_0064_U08,WASTE,146.276,35634.82,33.26,83.07,40.77,29209.719,4.3397,2.7063,2091875.64,HYBRID,0.0,ENTSOE_MT_TSO04,0,2024-07-04
2022-05,SK,SK_BZ05,SK_PLANT_0065,SK_PLANT_0065_U01,NUCLEAR,1173.057,669621.59,83.06,27.46,3.3,42101.712,123.5979,80.4325,13762877.84,DRY_COOLING,0.0,ENTSOE_SK_TSO01,2037,2024-01-21
2022-06,BE,BE_BZ06,BE_PLANT_0066,BE_PLANT_0066_U02,WASTE,394.831,88810.98,30.5,41.54,13.4,79481.793,11.6397,8.1667,5821215.12,RECIRCULATING,0.0,ENTSOE_BE_TSO02,2038,2024-05-17
2022-07,DK,DK_BZ01,DK_PLANT_0067,DK_PLANT_0067_U03,NUCLEAR,655.857,386208.82,88.13,65.16,22.94,134171.379,65.9938,48.9216,7856902.51,ONCE_THROUGH,0.0,ENTSOE_DK_TSO03,2039,2025-09-01
2022-08,GR,GR_BZ02,GR_PLANT_0068,GR_PLANT_0068_U04,WASTE,268.3,22657.09,12.07,23.31,60.06,8018.739,4.2102,0.1577,3730147.28,AIR_COOLING,0.0,ENTSOE_GR_TSO04,2040,2024-09-03
2022-09,LT,LT_BZ03,LT_PLANT_0069,LT_PLANT_0069_U05,NUCLEAR,965.01,568128.1,85.93,83.26,27.11,192332.062,128.9832,10.0189,18613830.06,SEA_WATER,0.0,ENTSOE_LT_TSO01,2041,2025-07-14
2022-10,PT,PT_BZ04,PT_PLANT_0070,PT_PLANT_0070_U06,WASTE,256.406,92683.6,53.61,36.53,24.78,15870.716,13.6389,5.9474,2080818.96,HYBRID,0.0,ENTSOE_PT_TSO02,0,2024-08-10
2022-11,SE,SE_BZ05,SE_PLANT_0071,SE_PLANT_0071_U07,NUCLEAR,1491.024,1004951.15,87.74,25.56,5.46,110210.007,32.8749,103.1656,15504650.46,DRY_COOLING,0.0,ENTSOE_SE_TSO03,2043,2024-06-29
2022-12,CY,CY_BZ06,CY_PLANT_0072,CY_PLANT_0072_U08,WASTE,206.547,53714.18,33.76,51.64,20.65,35058.973,4.6587,4.8557,602686.96,RECIRCULATING,0.0,ENTSOE_CY_TSO04,2044,2025-07-23
2023-01,FR,FR_BZ01,FR_PLANT_0073,FR_PLANT_0073_U01,NUCLEAR,417.129,232535.57,77.95,83.02,2.25,94.162,46.3118,24.8526,1541317.7,ONCE_THROUGH,0.0,ENTSOE_FR_TSO01,0,2024-04-01
2023-02,IT,IT_BZ02,IT_PLANT_0074,IT_PLANT_0074_U02,WASTE,303.095,84876.96,40.23,101.27,22.29,25035.597,3.0194,8.2534,1790497.67,AIR_COOLING,0.0,ENTSOE_IT_TSO02,2046,2025-02-09
2023-03,NL,NL_BZ03,NL_PLANT_0075,NL_PLANT_0075_U03,NUCLEAR,1214.261,782687.99,91.44,10.16,26.4,341141.47,94.1108,97.8557,31012519.15,SEA_WATER,0.0,ENTSOE_NL_TSO03,2047,2025-08-12
2023-04,SI,SI_BZ04,SI_PLANT_0076,SI_PLANT_0076_U04,WASTE,10.095,3120.81,42.65,49.64,16.74,263.903,0.0483,0.3506,1793752.25,HYBRID,0.0,ENTSOE_SI_TSO04,0,2024-03-04
2023-05,BG,BG_BZ05,BG_PLANT_0077,BG_PLANT_0077_U05,NUCLEAR,845.889,422955.78,74.61,68.45,33.0,102559.348,67.9991,42.8466,22580214.08,DRY_COOLING,0.0,ENTSOE_BG_TSO01,2049,2025-08-24
2023-06,EE,EE_BZ06,EE_PLANT_0078,EE_PLANT_0078_U06,WASTE,574.629,263553.18,59.76,107.41,68.7,22176.048,41.4017,12.6321,3907797.98,RECIRCULATING,0.0,ENTSOE_EE_TSO02,0,2024-03-15
2023-07,HU,HU_BZ01,HU_PLANT_0079,HU_PLANT_0079_U07,NUCLEAR,1245.04,768531.53,79.57,61.94,26.56,220590.349,142.6847,11.5568,19270009.97,ONCE_THROUGH,0.0,ENTSOE_HU_TSO03,2025,2024-04-26
2023-08,LU,LU_BZ02,LU_PLANT_0080,LU_PLANT_0080_U08,WASTE,42.717,4800.09,14.81,42.4,61.54,1793.634,0.4818,0.1178,2249868.7,AIR_COOLING,0.0,ENTSOE_LU_TSO04,2026,2025-07-17
2023-09,RO,RO_BZ03,RO_PLANT_0081,RO_PLANT_0081_U01,NUCLEAR,538.523,313746.34,80.82,62.91,28.99,19361.344,73.3427,40.2759,15853926.06,SEA_WATER,0.0,ENTSOE_RO_TSO01,0,2024-02-18
2023-10,AT,AT_BZ04,AT_PLANT_0082,AT_PLANT_0082_U02,WASTE,356.167,64940.34,24.76,34.13,64.58,19892.565,12.5428,2.6685,2054545.06,HYBRID,0.0,ENTSOE_AT_TSO02,2028,2024-04-03
2023-11,CZ,CZ_BZ05,CZ_PLANT_0083,CZ_PLANT_0083_U03,NUCLEAR,1597.12,900808.74,73.82,93.29,67.71,400076.552,100.4891,71.7758,12143773.54,DRY_COOLING,0.0,ENTSOE_CZ_TSO03,0,2024-09-07
2023-12,DE,DE_BZ06,DE_PLANT_0084,DE_PLANT_0084_U04,WASTE,24.384,11466.82,64.3,26.39,2.51,2357.853,0.6471,0.2789,165934.48,RECIRCULATING,0.0,ENTSOE_DE_TSO04,0,2025-08-15
2024-01,LV,LV_BZ01,LV_PLANT_0085,LV_PLANT_0085_U05,NUCLEAR,1301.972,682217.86,77.47,40.33,44.41,87441.12,153.6534,18.3299,13881544.72,ONCE_THROUGH,0.0,ENTSOE_LV_TSO01,2031,2024-02-03
2024-02,PL,PL_BZ02,PL_PLANT_0086,PL_PLANT_0086_U06,WASTE,132.64,38489.62,38.96,105.09,71.25,34050.258,4.8391,4.3975,4119367.41,AIR_COOLING,0.0,ENTSOE_PL_TSO02,2032,2025-02-09
2024-03,ES,ES_BZ03,ES_PLANT_0087,ES_PLANT_0087_U07,NUCLEAR,998.651,609926.92,89.6,13.73,8.5,276547.687,68.4478,13.0477,10073162.95,SEA_WATER,0.0,ENTSOE_ES_TSO03,2033,2026-01-30
2024-04,HR,HR_BZ04,HR_PLANT_0088,HR_PLANT_0088_U08,WASTE,314.083,63199.33,26.37,8.19,54.07,5960.796,5.1118,7.3837,4229962.48,HYBRID,0.0,ENTSOE_HR_TSO04,0,2024-05-11
2024-05,FI,FI_BZ05,FI_PLANT_0089,FI_PLANT_0089_U01,NUCLEAR,702.964,451740.77,85.36,72.13,45.23,88370.466,28.402,26.3185,18321167.51,DRY_COOLING,0.0,ENTSOE_FI_TSO01,2035,2025-01-16
2024-06,IE,IE_BZ06,IE_PLANT_0090,IE_PLANT_0090_U02,WASTE,301.683,26501.65,11.5,55.53,0.72,13060.879,3.6455,0.9529,593621.71,RECIRCULATING,0.0,ENTSOE_IE_TSO02,2036,2024-11-20
2024-07,MT,MT_BZ01,MT_PLANT_0091,MT_PLANT_0091_U03,NUCLEAR,1246.75,698572.86,82.9,61.86,17.27,227018.77,104.0828,8.5495,7606251.91,ONCE_THROUGH,0.0,ENTSOE_MT_TSO03,2037,2025-12-15
2024-08,SK,SK_BZ02,SK_PLANT_0092,SK_PLANT_0092_U04,WASTE,132.157,33330.66,35.78,102.41,67.9,15773.978,0.606,0.9205,223711.81,AIR_COOLING,0.0,ENTSOE_SK_TSO04,2038,2024-04-01
2024-09,BE,BE_BZ03,BE_PLANT_0093,BE_PLANT_0093_U05,NUCLEAR,1475.974,801728.71,71.13,19.34,34.67,97505.584,93.7079,16.9622,17184923.68,SEA_WATER,0.0,ENTSOE_BE_TSO01,2039,2025-04-21
2024-10,DK,DK_BZ04,DK_PLANT_0094,DK_PLANT_0094_U06,WASTE,440.241,163158.91,53.8,81.16,2.67,71779.548,20.3536,13.545,1961622.63,HYBRID,0.0,ENTSOE_DK_TSO02,2040,2024-08-02
2024-11,GR,GR_BZ05,GR_PLANT_0095,GR_PLANT_0095_U07,NUCLEAR,1414.218,953045.01,89.65,78.32,59.15,435907.362,41.4803,17.9375,11940490.01,DRY_COOLING,0.0,ENTSOE_GR_TSO03,2041,2025-06-26
2024-12,LT,LT_BZ06,LT_PLANT_0096,LT_PLANT_0096_U08,WASTE,156.201,24704.44,21.41,32.88,69.8,22169.273,4.8268,1.0381,1875599.63,RECIRCULATING,0.0,ENTSOE_LT_TSO04,2042,2024-03-23
2025-01,PT,PT_BZ01,PT_PLANT_0097,PT_PLANT_0097_U01,NUCLEAR,1565.172,1064890.34,94.89,106.11,20.42,368021.73,38.2129,10.6794,10266196.26,ONCE_THROUGH,0.0,ENTSOE_PT_TSO01,2043,2024-08-18
2025-02,SE,SE_BZ02,SE_PLANT_0098,SE_PLANT_0098_U02,WASTE,456.765,33223.89,10.04,86.54,13.2,1807.374,1.42,2.221,1143177.46,AIR_COOLING,0.0,ENTSOE_SE_TSO02,2044,2024-02-11
2025-03,CY,CY_BZ03,CY_PLANT_0099,CY_PLANT_0099_U03,NUCLEAR,1490.276,877886.87,85.21,80.11,71.93,359722.949,181.9072,49.2672,15191558.4,SEA_WATER,0.0,ENTSOE_CY_TSO03,0,2024-09-04
2025-04,FR,FR_BZ04,FR_PLANT_0100,FR_PLANT_0100_U04,WASTE,503.796,257226.71,67.55,93.75,71.86,183256.646,60.8908,1.3288,2934280.2,HYBRID,0.0,ENTSOE_FR_TSO04,0,2025-11-29
2025-05,IT,IT_BZ05,IT_PLANT_0101,IT_PLANT_0101_U05,NUCLEAR,902.198,593123.8,92.75,97.46,19.26,150200.699,142.3874,77.4757,2355468.56,DRY_COOLING,0.0,ENTSOE_IT_TSO01,2047,2025-12-07
2025-06,NL,NL_BZ06,NL_PLANT_0102,NL_PLANT_0102_U06,WASTE,341.365,76689.44,28.98,6.09,64.01,21568.076,13.5862,1.0508,532854.71,RECIRCULATING,0.0,ENTSOE_NL_TSO02,0,2024-11-19
2025-07,SI,SI_BZ01,SI_PLANT_0103,SI_PLANT_0103_U07,NUCLEAR,370.634,216498.58,86.43,17.25,1.53,21704.238,43.8929,6.1415,3124507.99,ONCE_THROUGH,0.0,ENTSOE_SI_TSO03,2049,2025-01-27
2025-08,BG,BG_BZ02,BG_PLANT_0104,BG_PLANT_0104_U08,WASTE,550.257,117749.23,27.65,92.72,35.55,90135.994,14.7533,7.5793,2717363.78,AIR_COOLING,0.0,ENTSOE_BG_TSO04,0,2024-04-10
2025-09,EE,EE_BZ03,EE_PLANT_0105,EE_PLANT_0105_U01,NUCLEAR,1539.661,920004.4,85.33,101.13,0.22,99093.297,160.4968,63.7529,27222548.18,SEA_WATER,0.0,ENTSOE_EE_TSO01,0,2024-02-03
