energy_outage_outage_start_timestamp,energy_outage_outage_end_timestamp,energy_outage_utility_service_area_id,energy_outage_cause_category_code,energy_outage_customers_affected_count,energy_outage_customer_minutes_interrupted,energy_outage_saidi_minutes,energy_outage_saifi_frequency,energy_outage_momentary_interruptions_count,energy_outage_restoration_time_median_minutes,energy_outage_crew_dispatch_time_minutes,energy_outage_mutual_aid_crew_count,energy_outage_critical_facility_impact_flag,energy_outage_public_safety_power_shutdown_flag,energy_outage_storm_event_name,energy_outage_vegetation_related_flag,energy_outage_equipment_failure_flag,energy_outage_cyber_incident_flag,energy_outage_outage_notification_channel,energy_outage_after_action_report_id
2024-05-05T20:29:00,2024-05-06T16:19:00,AREAWR013,cyber,337136,401191840,1423.69,1.01,126,519,61,72,1,1,,0,0,1,sms,AAR20240505-00062
2022-07-31T13:13:00,2022-08-01T18:09:00,AREANE026,cyber,62082,107774352,870.48,1.63,663,975,28,90,0,0,,0,0,1,call_center,AAR20220731-00063
2023-10-28T07:05:00,2023-10-28T14:04:00,AREANR065,equipment,179609,75256171,555.15,1.112,226,338,31,77,1,1,,0,1,0,app,AAR20231028-00064
2024-11-11T14:03:00,2024-11-12T09:19:00,AREAER059,vegetation,21428,24770768,1485.32,0.398,1070,703,87,11,0,1,,1,0,0,social,AAR20241111-00065
2021-11-21T15:28:00,2021-11-23T06:37:00,AREAWR072,planned,482822,1134148878,3175.05,1.282,167,1518,79,75,1,0,,0,0,0,call_center,AAR20211121-00066
2021-06-01T13:02:00,2021-06-02T18:40:00,AREANR054,storm,315771,561440838,1049.79,1.577,280,1327,31,68,0,0,Nivar,0,0,0,app,AAR20210601-00067
2021-06-25T20:18:00,2021-06-26T19:07:00,AREANR071,load_shed,248414,340078766,1352.78,0.01,318,861,81,92,0,1,,0,0,0,app,AAR20210625-00068
2020-08-30T12:13:00,2020-08-31T12:32:00,AREAWR011,load_shed,298790,435934610,956.86,1.485,815,1002,21,39,0,1,,0,0,0,social,AAR20200830-00069
2023-06-27T11:40:00,2023-06-27T15:29:00,AREAER003,cyber,204605,46854545,219.02,0.756,218,92,81,48,0,1,,0,0,1,social,AAR20230627-00070
2020-09-14T21:14:00,2020-09-15T22:09:00,AREAWR011,vegetation,337820,505040900,2024.16,1.001,215,1394,24,31,0,0,,1,0,0,social,AAR20200914-00071
2022-04-18T04:53:00,2022-04-19T03:48:00,AREANR018,equipment,484832,666644000,556.34,0.918,35,1284,53,7,1,1,,0,1,0,app,AAR20220418-00072
2021-10-05T10:29:00,2021-10-05T17:40:00,AREAWR012,cyber,192153,82817943,364.67,1.761,239,227,1,33,1,0,,0,0,1,sms,AAR20211005-00073
2022-09-09T03:27:00,2022-09-10T04:38:00,AREANE032,planned,295997,447251467,786.93,0.01,20,1009,42,101,1,0,,0,0,0,website,AAR20220909-00074
2020-02-19T20:35:00,2020-02-19T22:41:00,AREAER052,planned,72117,9086742,79.3,1.302,96,66,18,15,0,1,,0,0,0,website,AAR20200219-00075
2024-04-24T09:27:00,2024-04-25T07:38:00,AREANE025,planned,480897,640073907,470.09,0.893,91,759,10,8,1,1,,0,0,0,website,AAR20240424-00076
2022-12-14T06:55:00,2022-12-15T16:52:00,AREANE049,planned,19430,39578910,1087.97,1.317,253,1005,8,34,1,1,,0,0,0,app,AAR20221214-00077
2020-07-22T05:08:00,2020-07-22T13:03:00,AREASR076,vegetation,307735,146174125,649.15,1.831,1069,382,89,47,0,0,,1,0,0,call_center,AAR20200722-00078
2023-02-28T21:13:00,2023-03-02T15:41:00,AREAWR005,vegetation,38344,97700512,2533.97,1.11,189,1501,89,4,1,1,,1,0,0,sms,AAR20230228-00079
2020-03-25T21:15:00,2020-03-27T13:04:00,AREANR072,planned,79355,189579095,1375.21,0.546,355,2153,41,104,1,1,,0,0,0,app,AAR20200325-00080
2022-06-27T13:05:00,2022-06-28T23:20:00,AREASR010,storm,62002,127414110,2233.4,1.504,316,1569,43,1,0,0,Amphan,0,0,0,call_center,AAR20220627-00081
2021-04-05T02:24:00,2021-04-05T05:15:00,AREANR048,planned,167771,28688841,79.27,1.259,984,82,87,88,1,1,,0,0,0,sms,AAR20210405-00082
2023-07-10T16:38:00,2023-07-11T09:11:00,AREANR015,vegetation,188583,187262919,633.17,0.62,13,576,88,107,0,1,,1,0,0,website,AAR20230710-00083
2021-12-28T20:10:00,2021-12-30T11:44:00,AREASR049,vegetation,351200,833748800,795.35,1.208,1088,1307,14,48,0,1,,1,0,0,sms,AAR20211228-00084
2020-11-13T03:11:00,2020-11-13T20:50:00,AREAER059,vegetation,183545,194374155,826.92,0.854,813,652,10,107,1,1,,1,0,0,app,AAR20201113-00085
2021-06-24T14:43:00,2021-06-25T01:58:00,AREAWR061,cyber,123216,83170800,810.46,1.065,86,575,36,106,0,0,,0,0,1,website,AAR20210624-00086
2022-05-14T07:01:00,2022-05-14T15:47:00,AREAER058,load_shed,96668,50847368,267.96,1.369,214,268,4,59,0,1,,0,0,0,sms,AAR20220514-00087
2024-06-19T18:03:00,2024-06-20T22:34:00,AREAWR034,equipment,37748,64586828,1660.99,0.336,241,1093,41,25,0,0,,0,1,0,website,AAR20240619-00088
2023-03-24T18:56:00,2023-03-25T09:41:00,AREANR040,vegetation,384412,340204620,463.96,1.48,1063,389,18,64,1,0,,1,0,0,social,AAR20230324-00089
2022-04-12T00:03:00,2022-04-13T11:38:00,AREAER044,animal,375574,801850490,2364.29,1.155,174,1090,43,41,1,1,,0,0,0,app,AAR20220412-00090
2020-12-12T17:31:00,2020-12-13T16:07:00,AREASR059,storm,98266,133248696,476.13,0.52,944,1147,32,49,0,0,Fani,0,0,0,sms,AAR20201212-00091
2021-10-04T22:46:00,2021-10-05T21:35:00,AREANE025,equipment,457634,626500946,754.8,1.296,933,726,25,89,0,0,,0,1,0,social,AAR20211004-00092
2023-08-20T05:52:00,2023-08-21T19:38:00,AREANR003,storm,101474,229940084,2613.55,0.34,660,953,66,71,1,0,Fani,0,0,0,website,AAR20230820-00093
2021-11-16T23:51:00,2021-11-17T15:27:00,AREASR027,equipment,429050,401590800,992.03,0.596,222,767,5,2,0,1,,0,1,0,website,AAR20211116-00094
2024-05-07T01:52:00,2024-05-08T20:16:00,AREASR047,cyber,175789,447207216,2371.75,1.135,969,1636,78,111,0,1,,0,0,1,app,AAR20240507-00095
2023-01-18T07:46:00,2023-01-19T22:42:00,AREANR059,animal,465806,1088122816,1083.67,0.319,550,1109,55,104,1,0,,0,0,0,sms,AAR20230118-00096
2022-06-26T13:31:00,2022-06-28T04:48:00,AREANR045,vegetation,22293,52544601,2499.52,1.13,699,1439,46,50,0,0,,1,0,0,sms,AAR20220626-00097
2022-05-15T19:05:00,2022-05-16T00:14:00,AREAER039,equipment,179999,55619691,397.98,1.147,3,158,82,59,0,1,,0,1,0,website,AAR20220515-00098
2021-08-06T14:05:00,2021-08-07T05:23:00,AREAWR012,vegetation,401035,368150130,1028.3,1.663,991,614,68,87,0,0,,1,0,0,call_center,AAR20210806-00099
2020-08-09T04:38:00,2020-08-10T14:29:00,AREAWR038,load_shed,300011,609322341,888.59,1.566,41,1238,35,108,0,0,,0,0,0,social,AAR20200809-00100
2021-01-08T19:25:00,2021-01-10T16:07:00,AREAWR014,cyber,10321,27680922,3310.05,1.115,1115,1985,62,60,0,0,,0,0,1,social,AAR20210108-00101
2022-06-26T04:53:00,2022-06-27T13:56:00,AREAWR050,vegetation,107661,213491763,1245.05,0.483,208,1071,77,101,0,0,,1,0,0,social,AAR20220626-00102
2023-02-20T00:38:00,2023-02-21T17:20:00,AREAWR005,equipment,372484,909605928,3266.66,1.097,64,1164,18,17,0,1,,0,1,0,website,AAR20230220-00103
2023-09-20T07:06:00,2023-09-21T18:51:00,AREANE052,vegetation,156719,336162255,2616.64,0.196,254,888,41,85,0,0,,1,0,0,call_center,AAR20230920-00104
2022-03-31T03:33:00,2022-03-31T23:31:00,AREASR075,cyber,158177,189496046,359.79,0.417,722,849,78,8,1,0,,0,0,1,social,AAR20220331-00105
2023-10-23T02:50:00,2023-10-24T22:20:00,AREANR025,animal,22422,58521420,1508.35,1.017,445,1384,26,33,0,1,,0,0,0,app,AAR20231023-00106
2020-12-06T04:45:00,2020-12-07T19:46:00,AREASR023,animal,118288,276912208,1923.56,1.275,785,1478,68,76,1,0,,0,0,0,website,AAR20201206-00107
2024-11-27T04:28:00,2024-11-29T00:51:00,AREASR054,planned,170154,453120102,3409.29,1.321,598,2231,8,53,1,0,,0,0,0,call_center,AAR20241127-00108
2021-02-03T20:07:00,2021-02-04T07:30:00,AREASR062,vegetation,53859,36785697,659.96,1.261,982,334,65,96,1,0,,1,0,0,website,AAR20210203-00109
2022-01-07T02:19:00,2022-01-07T08:55:00,AREANE075,animal,497162,196876152,480.22,1.076,486,221,27,8,1,0,,0,0,0,sms,AAR20220107-00110
2021-08-28T11:45:00,2021-08-29T12:59:00,AREAWR010,planned,492304,745348256,1937.23,0.816,348,1158,89,114,0,1,,0,0,0,social,AAR20210828-00111
2024-03-15T12:36:00,2024-03-16T06:15:00,AREASR018,animal,259841,275171619,780.54,0.706,651,913,41,7,0,1,,0,0,0,sms,AAR20240315-00112
2023-10-30T00:16:00,2023-10-31T17:46:00,AREANR075,cyber,210589,524366610,1970.01,1.642,621,1915,24,94,1,0,,0,0,1,social,AAR20231030-00113
2023-03-30T04:34:00,2023-04-01T02:41:00,AREANE008,load_shed,421926,1167469242,1233.91,0.471,662,1980,68,34,1,0,,0,0,0,app,AAR20230330-00114
2023-03-01T03:02:00,2023-03-01T15:49:00,AREAWR066,planned,346788,265986396,941.49,0.48,315,667,22,58,1,0,,0,0,0,app,AAR20230301-00115
2020-05-14T06:56:00,2020-05-14T21:51:00,AREAWR069,cyber,243821,218219795,968.77,0.826,1097,840,66,54,0,0,,0,0,1,website,AAR20200514-00116
2023-03-06T10:21:00,2023-03-07T12:14:00,AREANR030,equipment,446594,693560482,647.87,1.5,489,1222,32,5,0,0,,0,1,0,call_center,AAR20230306-00117
2023-06-15T12:31:00,2023-06-16T22:46:00,AREASR068,animal,322230,662182650,742.16,1.408,1136,1934,15,15,1,1,,0,0,0,website,AAR20230615-00118
2021-11-07T07:06:00,2021-11-07T21:43:00,AREANR023,storm,270465,237197805,577.29,0.71,401,379,35,32,1,0,Amphan,0,0,0,website,AAR20211107-00119
2024-12-05T05:23:00,2024-12-06T03:04:00,AREASR049,cyber,461709,600683409,1303.4,0.584,928,1056,66,99,1,1,,0,0,1,website,AAR20241205-00120
2023-09-04T06:25:00,2023-09-06T05:47:00,AREANE034,planned,126431,359316902,3037.4,0.678,181,1143,85,33,1,1,,0,0,0,call_center,AAR20230904-00121
2021-05-25T11:55:00,2021-05-27T08:24:00,AREANR026,animal,374531,999623239,2647.4,0.841,687,2123,81,105,0,1,,0,0,0,sms,AAR20210525-00122
2020-12-20T19:06:00,2020-12-21T10:44:00,AREANE058,storm,8520,7991760,284.1,1.317,108,521,63,19,1,0,Mocha,0,0,0,website,AAR20201220-00123
2021-12-31T12:05:00,2022-01-01T19:33:00,AREANR074,vegetation,388406,733310528,1524.88,0.01,449,1121,17,15,0,1,,1,0,0,sms,AAR20211231-00124
2020-12-31T07:25:00,2021-01-01T10:45:00,AREANE078,cyber,269288,441632320,604.93,1.244,601,1342,27,15,1,0,,0,0,1,call_center,AAR20201231-00125
2021-06-20T10:05:00,2021-06-20T11:29:00,AREANE068,planned,471817,39632628,103.86,0.524,298,67,60,92,0,1,,0,0,0,website,AAR20210620-00126
2024-11-01T18:42:00,2024-11-02T12:24:00,AREANR071,planned,255482,271321884,1360.55,1.207,184,486,88,96,0,0,,0,0,0,call_center,AAR20241101-00127
2023-08-17T09:17:00,2023-08-18T00:31:00,AREAWR007,cyber,329740,301382360,1047.92,0.614,458,638,20,80,0,1,,0,0,1,social,AAR20230817-00128
2021-12-29T21:22:00,2021-12-30T12:48:00,AREAWR029,load_shed,67176,62204976,693.84,0.176,1002,424,20,72,0,1,,0,0,0,call_center,AAR20211229-00129
2024-07-06T01:04:00,2024-07-07T08:00:00,AREASR034,vegetation,42301,78510656,2146.68,1.283,294,1298,10,68,1,1,,1,0,0,sms,AAR20240706-00130
2023-09-07T21:30:00,2023-09-09T08:39:00,AREAER045,load_shed,134466,283588794,1494.27,0.587,786,1554,58,36,0,0,,0,0,0,call_center,AAR20230907-00131
2021-04-21T13:37:00,2021-04-23T11:26:00,AREANR051,vegetation,481952,1324886048,1135.22,0.846,716,2225,83,77,0,0,,1,0,0,sms,AAR20210421-00132
2023-04-27T20:43:00,2023-04-29T12:03:00,AREAER046,load_shed,432478,1020648080,2093.16,1.339,814,1358,86,75,1,1,,0,0,0,sms,AAR20230427-00133
2021-12-18T09:32:00,2021-12-18T19:45:00,AREAWR036,equipment,133241,81676733,300.92,1.573,207,292,11,17,1,0,,0,1,0,call_center,AAR20211218-00134
2021-07-24T21:11:00,2021-07-25T05:52:00,AREASR062,storm,258126,134483646,370.51,1.759,1146,307,4,117,0,1,Fani,0,0,0,call_center,AAR20210724-00135
2023-12-17T10:53:00,2023-12-17T21:34:00,AREANR049,animal,377223,241799943,327.61,2.076,416,311,72,4,1,1,,0,0,0,website,AAR20231217-00136
2021-09-20T08:15:00,2021-09-21T13:44:00,AREANR077,cyber,330300,584300700,2434.76,1.093,66,1679,1,27,1,0,,0,0,1,call_center,AAR20210920-00137
2024-06-07T18:38:00,2024-06-09T03:13:00,AREAER018,storm,143131,279821105,726.64,1.135,1190,1328,12,10,0,1,Amphan,0,0,0,app,AAR20240607-00138
2021-09-23T07:34:00,2021-09-24T03:03:00,AREASR042,cyber,361819,422966411,405.65,1.03,680,596,82,39,0,1,,0,0,1,call_center,AAR20210923-00139
2024-11-14T19:07:00,2024-11-15T05:36:00,AREASR064,animal,308909,194303761,392.12,0.845,558,477,88,26,1,0,,0,0,0,sms,AAR20241114-00140
2024-04-17T09:35:00,2024-04-18T04:59:00,AREASR026,animal,445202,518215128,1455.93,0.651,907,933,77,6,1,1,,0,0,0,social,AAR20240417-00141
2023-11-26T23:20:00,2023-11-28T08:21:00,AREAWR051,storm,197757,391756617,2160.62,0.902,887,1443,63,111,1,0,Midhili,0,0,0,app,AAR20231126-00142
2022-02-16T07:26:00,2022-02-16T22:43:00,AREANR048,storm,124099,113798783,515.98,0.899,549,377,79,76,0,0,Nivar,0,0,0,call_center,AAR20220216-00143
2023-08-08T00:06:00,2023-08-08T12:28:00,AREANE024,cyber,206059,152895778,835.03,1.269,412,547,2,28,1,1,,0,0,1,app,AAR20230808-00144
2022-04-07T17:33:00,2022-04-08T06:52:00,AREAWR058,load_shed,498793,398535607,531.95,1.595,223,733,59,83,0,1,,0,0,0,app,AAR20220407-00145
2021-06-15T12:33:00,2021-06-16T13:55:00,AREANE005,animal,231374,352151228,2112.19,0.035,958,1077,79,52,1,1,,0,0,0,social,AAR20210615-00146
2023-12-07T12:27:00,2023-12-07T20:20:00,AREANR078,cyber,26267,12424291,427.65,1.17,962,356,80,5,1,1,,0,0,1,call_center,AAR20231207-00147
2021-05-05T08:37:00,2021-05-06T20:38:00,AREAWR060,storm,488557,1055771677,1522.8,1.793,44,943,27,25,0,1,Yaas,0,0,0,sms,AAR20210505-00148
2023-03-08T22:03:00,2023-03-09T21:45:00,AREAER006,equipment,35796,50901912,1806.18,0.01,301,870,16,106,0,0,,0,1,0,social,AAR20230308-00149
2021-10-26T17:14:00,2021-10-27T16:03:00,AREASR066,cyber,495517,678362773,1186.83,1.078,1164,698,64,73,1,0,,0,0,1,sms,AAR20211026-00150
2022-08-05T22:06:00,2022-08-06T06:25:00,AREASR009,vegetation,171515,85585985,378.76,1.348,368,320,1,25,0,0,,1,0,0,website,AAR20220805-00151
2023-09-06T10:22:00,2023-09-07T16:39:00,AREANE022,vegetation,178049,323515033,1064.91,1.553,869,972,39,76,0,1,,1,0,0,call_center,AAR20230906-00152
2024-03-21T14:11:00,2024-03-22T08:33:00,AREANE063,animal,283939,312900778,1221.0,0.01,1172,863,66,2,0,0,,0,0,0,sms,AAR20240321-00153
2022-09-29T20:51:00,2022-10-01T18:47:00,AREAER048,planned,133656,368355936,1931.56,1.362,1010,1255,81,93,1,0,,0,0,0,app,AAR20220929-00154
2024-10-16T01:45:00,2024-10-17T10:45:00,AREASR050,equipment,146578,290224440,2011.34,1.215,913,1053,68,14,1,1,,0,1,0,call_center,AAR20241016-00155
2022-03-10T03:07:00,2022-03-10T19:14:00,AREAER012,cyber,372829,360525643,407.83,0.992,742,740,38,64,1,0,,0,0,1,website,AAR20220310-00156
2020-06-14T06:21:00,2020-06-14T06:30:00,AREAWR003,cyber,39070,351630,9.65,0.576,626,7,86,43,1,0,,0,0,1,sms,AAR20200614-00157
2022-01-25T16:59:00,2022-01-27T13:53:00,AREANE017,animal,91975,247780650,3082.2,1.409,693,1604,1,87,1,1,,0,0,0,app,AAR20220125-00158
