env_air_monitor_date,env_air_monitor_site_id,env_air_pollutant_code,env_air_daily_avg_concentration,env_air_daily_max_8hr_concentration,env_air_aqi_value,env_air_exceedance_flag,env_air_exceptional_event_flag,env_air_wildfire_smoke_flag,env_air_temperature_c,env_air_relative_humidity_pct,env_air_wind_speed_m_s,env_air_wind_direction_deg,env_air_barometric_pressure_hpa,env_air_instrument_method_code,env_air_data_completeness_pct,env_air_calibration_check_flag,env_air_near_roadway_indicator,env_air_population_exposure_estimate,env_air_health_advisory_level
2019-01-27,IN-AIR-SITE-00107,PM25,30.16,33.59,23,0,0,0,22.6,39,0.5,276,1016.2,FRM,92.9,0,1,18716,none
2022-08-26,IN-AIR-SITE-00108,NO2,30.48,46.24,34,0,0,0,25.4,49,2.9,102,1005.8,XRF,88.1,1,0,44794,none
2019-02-23,IN-AIR-SITE-00109,PM25,43.04,49.59,32,0,0,0,47.9,92,3.3,313,1020.3,NDIR,91.5,0,0,40711,none
2024-05-25,IN-AIR-SITE-00110,SO2,14.62,19.27,13,0,0,0,15.5,71,0.0,36,1008.7,GC,92.4,0,1,36679,none
2019-01-14,IN-AIR-SITE-00111,O3,67.18,79.02,58,0,0,0,14.0,39,2.4,248,1007.8,FEM,99.0,0,0,18346,sensitive
2022-12-02,IN-AIR-SITE-00112,NO2,0.0,0.0,0,0,0,0,18.3,75,2.8,155,1005.3,GC,100.0,0,0,38196,none
2024-03-28,IN-AIR-SITE-00113,NO2,28.83,45.45,33,0,0,0,35.7,47,2.2,131,1006.7,UVFL,88.4,0,0,43271,none
2023-09-20,IN-AIR-SITE-00114,NH3,19.19,23.49,20,0,0,0,24.9,75,2.6,46,1009.9,NDIR,90.4,0,0,35067,none
2023-12-23,IN-AIR-SITE-00115,CO,0.45,0.49,1,0,0,0,24.9,53,2.3,194,1007.5,FRM,96.8,0,1,26386,none
2018-07-20,IN-AIR-SITE-00116,NH3,32.03,39.36,41,0,0,1,21.2,43,3.0,102,1004.7,NDIR,90.9,0,0,38035,none
2023-02-07,IN-AIR-SITE-00117,O3,19.53,28.39,18,0,1,0,34.4,41,3.9,327,1005.2,XRF,96.3,0,0,25707,none
2020-02-19,IN-AIR-SITE-00118,PM25,27.5,34.3,32,0,0,0,18.4,65,3.0,170,1020.7,TEOM,97.4,0,1,34281,none
2026-02-25,IN-AIR-SITE-00119,PM25,81.28,98.9,93,0,0,0,23.9,76,3.5,88,1022.0,GC,98.1,0,1,28135,sensitive
2019-05-18,IN-AIR-SITE-00120,NO2,57.51,66.75,71,0,0,0,21.5,67,1.0,245,1004.7,TEOM,92.5,0,1,10868,sensitive
2024-09-20,IN-AIR-SITE-00121,PM25,58.1,78.35,56,0,0,0,9.3,52,4.4,57,1013.9,UVFL,85.0,0,1,18954,sensitive
2022-10-18,IN-AIR-SITE-00122,PM10,71.3,86.68,73,0,1,0,24.7,28,2.5,104,1002.2,BAM,91.0,0,0,93740,sensitive
2020-03-15,IN-AIR-SITE-00123,PM10,91.78,136.62,87,0,0,0,27.6,48,1.8,179,1005.7,XRF,89.0,0,1,8413,sensitive
2023-11-17,IN-AIR-SITE-00124,NO2,50.12,54.93,61,0,0,0,22.6,37,2.7,68,1000.4,FRM,96.7,0,1,68278,sensitive
2025-06-24,IN-AIR-SITE-00125,O3,47.1,68.21,39,0,0,0,26.1,85,1.6,301,1015.1,NDIR,100.0,0,0,39156,none
2023-03-11,IN-AIR-SITE-00126,O3,43.18,51.5,36,0,0,0,26.3,53,2.4,152,1011.4,XRF,100.0,0,0,27461,none
2025-08-05,IN-AIR-SITE-00127,NO2,39.7,53.33,37,0,0,0,27.1,65,2.5,24,1012.7,XRF,97.3,1,1,9816,none
2022-04-20,IN-AIR-SITE-00128,CO,1.18,1.44,1,0,0,0,20.6,54,1.4,34,1014.2,FRM,86.4,0,1,26885,none
2020-08-18,IN-AIR-SITE-00129,PM10,181.83,269.77,188,1,0,0,20.2,68,2.4,14,1001.9,TEOM,100.0,0,1,17192,very_unhealthy
2025-04-14,IN-AIR-SITE-00130,NH3,16.01,25.89,12,0,0,0,28.3,73,1.4,105,1005.7,FEM,94.6,0,0,54907,none
2022-01-25,IN-AIR-SITE-00131,PM25,38.4,61.45,34,0,0,0,17.7,98,1.4,217,1011.1,XRF,87.1,0,1,18033,none
2025-05-14,IN-AIR-SITE-00132,NH3,8.4,11.76,10,0,0,0,26.5,52,1.1,73,1005.6,FRM,97.2,0,0,22800,none
2020-10-25,IN-AIR-SITE-00133,SO2,9.6,12.74,9,0,0,0,39.4,79,1.8,343,1008.5,GC,90.7,0,1,31185,none
2019-05-18,IN-AIR-SITE-00134,PM10,76.32,117.61,88,0,0,0,27.7,65,1.6,284,1002.4,XRF,80.3,0,1,18275,sensitive
2025-09-15,IN-AIR-SITE-00135,PM25,65.45,95.56,50,0,0,0,15.2,50,2.7,37,1017.3,TEOM,86.1,0,0,47818,none
2019-02-02,IN-AIR-SITE-00136,PM10,120.84,140.19,103,1,0,0,29.3,51,3.4,196,1014.6,FEM,91.6,0,1,22527,unhealthy
2020-05-20,IN-AIR-SITE-00137,PM25,33.02,50.94,39,0,0,0,33.7,68,2.9,279,1016.7,BAM,91.4,0,1,8704,none
2025-10-13,IN-AIR-SITE-00138,PM25,74.73,97.69,87,0,0,1,22.4,55,3.3,274,1012.6,GC,85.6,0,1,29450,sensitive
2019-01-28,IN-AIR-SITE-00139,NO2,57.75,67.19,54,0,0,0,25.9,62,3.2,173,1000.3,BAM,96.5,0,1,43670,sensitive
2018-07-26,IN-AIR-SITE-00140,NO2,40.37,49.21,51,0,0,0,21.9,72,1.2,304,1004.6,TEOM,95.1,0,0,63756,sensitive
2020-11-04,IN-AIR-SITE-00141,SO2,0.0,0.0,0,0,0,0,24.8,98,1.8,43,1003.1,GC,83.4,0,1,37481,none
2023-02-25,IN-AIR-SITE-00142,NH3,48.85,66.5,62,0,0,0,23.3,61,4.2,153,1006.2,TEOM,100.0,0,0,53738,sensitive
2026-01-18,IN-AIR-SITE-00143,NO2,46.2,55.01,44,0,0,0,31.0,40,1.6,152,1015.4,BAM,84.7,0,0,36114,none
2022-01-24,IN-AIR-SITE-00144,NO2,64.35,72.33,53,0,0,0,39.6,67,4.2,290,997.7,TEOM,89.3,1,0,15129,sensitive
2020-05-13,IN-AIR-SITE-00145,PM25,87.27,98.11,94,0,0,0,28.4,51,1.7,141,1003.9,GC,94.3,0,1,16836,sensitive
2025-08-22,IN-AIR-SITE-00146,O3,68.23,95.52,76,0,0,0,17.2,94,0.0,255,1005.2,UVFL,89.3,0,0,6773,sensitive
2019-07-18,IN-AIR-SITE-00147,PM10,128.21,191.14,99,0,0,0,45.7,51,1.9,311,998.8,FRM,100.0,0,1,23621,sensitive
2020-10-17,IN-AIR-SITE-00148,Pb,0.21,0.26,0,0,0,0,32.1,60,3.1,133,1009.4,UVFL,90.9,0,1,39803,none
2018-04-06,IN-AIR-SITE-00149,CO,1.42,1.52,1,0,1,0,33.5,71,4.0,31,1005.6,FEM,86.5,0,1,10439,none
2023-04-08,IN-AIR-SITE-00150,NO2,24.37,27.45,24,0,0,0,27.6,69,0.6,25,1015.8,TEOM,95.7,0,0,58477,none
2022-10-24,IN-AIR-SITE-00151,PM25,70.85,113.27,64,0,0,0,29.6,85,3.1,254,1006.1,TEOM,74.6,0,1,25294,sensitive
2024-12-07,IN-AIR-SITE-00152,CO,0.0,0.0,0,0,0,0,25.6,72,3.2,222,1011.2,GC,95.2,0,0,15712,none
2024-03-28,IN-AIR-SITE-00153,O3,45.77,60.52,41,0,0,0,34.3,98,3.6,55,1008.8,FEM,99.7,0,1,10407,none
2025-08-28,IN-AIR-SITE-00154,PM25,93.62,100.43,112,1,0,0,24.7,68,0.0,292,990.6,GC,78.2,0,0,72885,unhealthy
2022-08-06,IN-AIR-SITE-00155,PM10,123.77,184.07,131,1,0,0,31.4,83,4.0,124,998.0,FRM,89.6,0,0,54680,unhealthy
2019-06-25,IN-AIR-SITE-00156,O3,76.09,104.01,90,0,1,0,34.8,52,2.7,229,1010.7,BAM,82.1,0,0,21120,sensitive
2020-11-25,IN-AIR-SITE-00157,PM25,53.41,62.55,69,0,0,0,36.7,96,2.7,52,1010.4,XRF,92.1,1,0,46977,sensitive
2025-01-16,IN-AIR-SITE-00158,NH3,37.03,41.33,41,0,0,0,35.2,54,3.3,100,1007.5,UVFL,100.0,1,0,23725,none
2021-03-29,IN-AIR-SITE-00159,PM10,84.87,108.64,110,1,0,0,20.8,87,0.0,333,1017.3,FRM,93.4,0,0,18720,unhealthy
2022-09-19,IN-AIR-SITE-00160,PM25,84.05,130.47,60,0,1,0,39.0,76,3.3,291,1011.6,BAM,90.7,0,1,18180,sensitive
2022-12-25,IN-AIR-SITE-00161,O3,49.19,77.18,44,0,0,0,32.6,61,4.8,356,1019.0,BAM,75.1,0,0,23405,none
2025-03-10,IN-AIR-SITE-00162,PM10,111.21,157.0,85,0,0,0,30.1,87,0.7,266,990.8,TEOM,85.4,0,0,21181,sensitive
2025-06-22,IN-AIR-SITE-00163,NO2,0.0,0.0,0,0,0,0,30.9,60,2.1,282,1020.1,FEM,91.2,0,1,27914,none
2025-02-17,IN-AIR-SITE-00164,PM25,53.64,60.03,65,0,1,0,26.9,85,2.2,1,1003.7,NDIR,92.6,0,0,70616,sensitive
2022-05-17,IN-AIR-SITE-00165,PM25,65.34,91.66,47,0,0,0,24.7,67,2.6,21,1008.2,XRF,94.1,0,1,105557,none
2025-05-17,IN-AIR-SITE-00166,SO2,23.29,33.77,24,0,0,0,25.4,53,2.7,65,1016.3,TEOM,96.6,1,0,13075,none
2020-03-06,IN-AIR-SITE-00167,NO2,58.41,68.37,61,0,0,0,37.0,66,1.5,211,993.2,GC,86.6,0,1,35443,sensitive
2020-11-17,IN-AIR-SITE-00168,NO2,65.53,103.41,68,0,0,0,28.6,61,2.2,235,1006.2,NDIR,92.2,0,1,30509,sensitive
2022-07-02,IN-AIR-SITE-00169,O3,67.43,78.69,66,0,0,0,30.0,52,4.1,16,1015.1,XRF,89.0,0,1,36985,sensitive
2021-09-25,IN-AIR-SITE-00170,SO2,9.38,11.61,11,0,0,0,28.4,64,2.6,13,1003.7,FEM,86.4,0,0,20535,none
2023-06-05,IN-AIR-SITE-00171,PM25,52.38,74.5,41,0,0,0,23.3,67,2.6,6,1014.4,XRF,86.8,0,1,37289,none
2021-09-16,IN-AIR-SITE-00172,PM10,149.56,214.32,133,1,0,0,13.0,16,1.4,334,1012.7,TEOM,95.2,0,0,11757,unhealthy
2022-07-22,IN-AIR-SITE-00173,NH3,31.24,45.9,33,0,0,1,33.4,69,3.7,221,1009.2,UVFL,76.6,0,0,204709,none
2022-03-10,IN-AIR-SITE-00174,O3,74.31,83.02,83,0,0,0,32.6,73,2.0,103,1012.2,TEOM,80.9,0,0,32028,sensitive
2023-08-01,IN-AIR-SITE-00175,NO2,72.19,112.59,68,0,0,0,27.9,86,0.0,0,1017.1,UVFL,100.0,0,1,41690,sensitive
2022-02-05,IN-AIR-SITE-00176,PM25,116.68,159.82,143,1,0,0,20.4,38,2.7,286,1012.2,NDIR,88.0,0,1,13753,unhealthy
