civic_turnout_election_date,civic_turnout_election_type_code,civic_turnout_jurisdiction_precinct_id,civic_turnout_registered_voters_count,civic_turnout_ballots_cast_count,civic_turnout_turnout_rate_pct,civic_turnout_early_vote_count,civic_turnout_mail_ballot_count,civic_turnout_election_day_vote_count,civic_turnout_provisional_ballot_count,civic_turnout_rejected_ballot_count,civic_turnout_cure_rate_pct,civic_turnout_same_day_registration_flag,civic_turnout_new_registrations_count,civic_turnout_inactive_to_active_reinstatements,civic_turnout_polling_place_wait_minutes_avg,civic_turnout_accessibility_compliance_flag,civic_turnout_language_assistance_provided,civic_turnout_voter_id_required_flag,civic_turnout_post_election_audit_type
2008-04-08,LOCAL,PRC000000014,26712,6141,22.99,938,2507,2566,130,51,57.69,0,3808,2869,148.0,0,NONE,1,NO_AUDIT
2008-04-15,LOCAL,PRC000000015,21818,17426,79.87,2229,2208,12157,832,80,43.35,0,2383,3265,109.4,0,SPANISH,1,TABULATOR_TEST
2008-04-22,PRIMARY,PRC000000016,127,101,79.53,20,57,24,0,39,95.57,0,2211,2789,39.0,0,OTHER,1,NO_AUDIT
2008-04-29,RUNOFF,PRC000000017,31362,25472,81.22,1703,1790,20638,1341,463,18.34,0,4536,2869,154.1,1,SPANISH,0,TABULATOR_TEST
2008-05-06,RUNOFF,PRC000000018,35123,25330,72.12,3197,14562,6786,785,223,15.3,1,3922,3089,74.6,1,TAGALOG,0,RLA
2008-05-13,PRIMARY,PRC000000019,38026,30409,79.97,6757,5054,18363,235,67,32.45,0,3316,3401,59.3,1,CHINESE,1,RLA
2008-05-20,PRIMARY,PRC000000020,9323,1727,18.52,98,647,895,87,277,56.44,0,1373,1592,24.6,1,NONE,1,RLA
2008-05-27,LOCAL,PRC000000021,4508,1887,41.86,909,881,0,97,20,18.37,0,1139,426,169.8,0,SPANISH,1,HAND_COUNT
2008-06-03,SPECIAL,PRC000000022,19159,14760,77.04,5778,5217,3190,575,110,35.5,1,3002,883,41.6,1,TAGALOG,0,NO_AUDIT
2008-06-10,PRIMARY,PRC000000023,12805,2144,16.74,169,1076,799,100,244,51.37,1,3851,2774,76.3,1,NONE,1,OTHER
2008-06-17,GENERAL,PRC000000024,2522,893,35.41,369,112,372,40,324,83.24,0,1025,346,162.2,1,SPANISH,0,NO_AUDIT
2008-06-24,GENERAL,PRC000000025,9951,7075,71.1,1830,3108,1996,141,101,91.72,1,634,3469,39.2,1,SPANISH,1,RLA
2008-07-01,PRIMARY,PRC000000026,37035,23991,64.78,11289,2647,9162,893,305,23.09,0,3703,263,175.3,1,NONE,0,NO_AUDIT
2008-07-08,GENERAL,PRC000000027,12698,7559,59.53,3626,2541,1384,8,176,75.06,0,1586,194,29.5,1,NONE,1,TABULATOR_TEST
2008-07-15,RUNOFF,PRC000000028,21236,17320,81.56,5872,9501,1617,330,186,54.83,1,4876,1718,141.9,1,SPANISH,0,NO_AUDIT
2008-07-22,GENERAL,PRC000000029,21276,3363,15.81,189,1302,1867,5,475,73.23,0,4225,744,131.6,0,CHINESE,1,RLA
2008-07-29,SPECIAL,PRC000000030,20641,4278,20.73,1519,168,2494,97,270,66.58,0,2447,2818,1.2,0,VIETNAMESE,0,RLA
2008-08-05,LOCAL,PRC000000031,14661,6805,46.42,1125,4052,1306,322,308,92.03,0,1524,278,123.5,1,SPANISH,1,NO_AUDIT
2008-08-12,GENERAL,PRC000000032,38300,9620,25.12,2277,2249,4988,106,403,25.21,0,4432,2858,148.4,1,NONE,1,NO_AUDIT
2008-08-19,PRIMARY,PRC000000033,20921,8665,41.42,698,4564,2913,490,285,7.89,0,3206,2817,43.8,1,NONE,1,HAND_COUNT
2008-08-26,LOCAL,PRC000000034,11656,3543,30.4,1282,848,1290,123,192,80.47,1,3862,1925,92.2,1,NONE,1,TABULATOR_TEST
2008-09-02,GENERAL,PRC000000035,21186,14675,69.27,2856,2980,8437,402,153,0.76,1,1332,2215,140.5,1,ARABIC,1,RLA
2008-09-09,GENERAL,PRC000000036,3446,1553,45.07,638,440,456,19,368,26.21,0,1596,2373,16.5,1,NONE,1,TABULATOR_TEST
2008-09-16,PRIMARY,PRC000000037,37951,32797,86.42,5191,17695,8318,1593,17,7.05,0,1253,2299,83.6,1,VIETNAMESE,0,TABULATOR_TEST
2008-09-23,LOCAL,PRC000000038,19297,8465,43.87,3009,3722,1235,499,332,98.8,0,48,3486,151.9,0,OTHER,1,TABULATOR_TEST
2008-09-30,PRIMARY,PRC000000039,40062,22442,56.02,8331,6526,6674,911,324,82.29,0,2525,680,59.7,1,NONE,1,RLA
2008-10-07,GENERAL,PRC000000040,35815,15969,44.59,6951,8655,0,363,489,35.91,1,200,3373,33.2,1,NONE,1,RLA
2008-10-14,GENERAL,PRC000000041,39673,31805,80.17,7115,2814,20438,1438,482,33.8,0,671,3182,62.0,1,NONE,0,RLA
2008-10-21,PRIMARY,PRC000000042,44812,34823,77.71,5486,6249,22422,666,213,24.2,1,2728,3032,114.8,1,SPANISH,0,TABULATOR_TEST
2008-10-28,GENERAL,PRC000000043,23449,10875,46.38,4848,5479,19,529,295,26.58,0,2870,1078,127.6,1,NONE,0,HAND_COUNT
2008-11-04,GENERAL,PRC000000044,6660,3445,51.73,1138,577,1659,71,270,54.55,0,3469,1039,81.4,0,ARABIC,1,NO_AUDIT
2008-11-11,SPECIAL,PRC000000045,32352,8437,26.08,1479,3909,2806,243,132,21.31,0,2766,3,49.5,1,CHINESE,0,RLA
2008-11-18,SPECIAL,PRC000000046,32724,23433,71.61,5230,13437,3585,1181,132,73.39,1,2004,650,152.0,1,NONE,1,RLA
2008-11-25,GENERAL,PRC000000047,25488,6542,25.67,3291,2597,513,141,31,81.41,0,535,3180,7.3,1,SPANISH,1,NO_AUDIT
2008-12-02,LOCAL,PRC000000048,12549,4210,33.55,1407,1978,768,57,240,96.19,0,1701,2790,129.4,0,NONE,1,OTHER
2008-12-09,LOCAL,PRC000000049,20440,5995,29.33,607,851,4486,51,441,18.5,0,767,1971,56.4,1,TAGALOG,1,NO_AUDIT
2008-12-16,RUNOFF,PRC000000050,40816,29407,72.05,10214,1272,17687,234,388,1.33,0,4442,3474,114.9,1,SPANISH,1,NO_AUDIT
2008-12-23,GENERAL,PRC000000051,23255,6471,27.83,2231,1470,2634,136,356,25.97,0,4690,404,141.0,1,ARABIC,1,RLA
2008-12-30,PRIMARY,PRC000000052,22356,7321,32.75,1841,3968,1392,120,284,57.4,0,4719,357,10.9,1,NONE,0,NO_AUDIT
2009-01-06,GENERAL,PRC000000053,42863,11714,27.33,1878,7124,2391,321,482,46.71,0,188,3328,57.6,1,NONE,1,TABULATOR_TEST
2009-01-13,PRIMARY,PRC000000054,29548,25919,87.72,9780,10740,4792,607,80,74.74,0,1542,1458,132.1,1,NONE,1,TABULATOR_TEST
2009-01-20,GENERAL,PRC000000055,16374,13909,84.95,6185,4563,2758,403,493,31.93,0,3081,1202,164.8,1,NONE,1,RLA
2009-01-27,SPECIAL,PRC000000056,20460,2528,12.36,791,118,1558,61,162,55.25,0,3746,718,110.9,1,NONE,1,HAND_COUNT
2009-02-03,GENERAL,PRC000000057,23882,12026,50.36,2997,1695,6771,563,296,68.8,0,3039,2420,84.2,1,NONE,0,RLA
2009-02-10,GENERAL,PRC000000058,42692,25179,58.98,11334,9116,3344,1385,115,62.96,0,3188,1168,48.9,1,NONE,0,RLA
2009-02-17,LOCAL,PRC000000059,13282,5796,43.64,1274,3757,760,5,180,86.5,0,3383,53,58.8,1,CHINESE,0,NO_AUDIT
2009-02-24,GENERAL,PRC000000060,44056,34773,78.93,18505,9887,5309,1072,470,50.33,1,4278,2015,108.9,1,NONE,1,NO_AUDIT
2009-03-03,PRIMARY,PRC000000061,18879,6936,36.74,3506,739,2591,100,62,38.48,1,795,474,146.1,1,NONE,0,TABULATOR_TEST
2009-03-10,LOCAL,PRC000000062,20419,5594,27.4,1593,1551,2279,171,413,38.21,0,3418,3004,149.8,1,NONE,0,NO_AUDIT
2009-03-17,LOCAL,PRC000000063,10822,6521,60.26,950,2623,2638,310,264,6.72,0,4827,2756,75.1,1,SPANISH,0,NO_AUDIT
2009-03-24,PRIMARY,PRC000000064,12639,8229,65.11,1967,4168,1912,182,463,17.83,0,3515,1747,146.7,0,SPANISH,1,NO_AUDIT
2009-03-31,PRIMARY,PRC000000065,12501,1592,12.73,714,171,701,6,134,28.61,0,707,1435,71.3,1,NONE,1,NO_AUDIT
2009-04-07,SPECIAL,PRC000000066,43451,20213,46.52,5477,4018,10399,319,20,26.22,0,3016,449,84.3,1,NONE,1,OTHER
2009-04-14,GENERAL,PRC000000067,7899,6263,79.29,2496,2748,658,361,428,46.64,0,3775,2675,107.3,1,NONE,1,RLA
2009-04-21,LOCAL,PRC000000068,13417,6964,51.9,1741,4514,701,8,248,27.8,0,890,860,139.2,1,NONE,1,NO_AUDIT
2009-04-28,LOCAL,PRC000000069,40711,28481,69.96,13889,824,12850,918,87,82.32,0,4717,691,68.1,1,NONE,1,HAND_COUNT
2009-05-05,GENERAL,PRC000000070,14963,6089,40.69,986,579,4286,238,243,0.38,0,2229,1781,133.9,1,SPANISH,1,OTHER
2009-05-12,SPECIAL,PRC000000071,35255,6839,19.4,3448,2869,454,68,398,99.03,0,4859,457,160.6,1,SPANISH,1,NO_AUDIT
2009-05-19,LOCAL,PRC000000072,17458,10926,62.58,3563,3374,3443,546,441,24.21,0,1421,511,97.0,1,SPANISH,1,TABULATOR_TEST
2009-05-26,GENERAL,PRC000000073,28067,21917,78.09,9350,2958,8471,1138,431,68.42,0,1674,1172,170.5,0,NONE,1,NO_AUDIT
2009-06-02,LOCAL,PRC000000074,25391,3808,15.0,1876,1051,701,180,261,19.77,0,2525,434,28.9,1,RUSSIAN,0,RLA
2009-06-09,LOCAL,PRC000000075,14557,12478,85.72,2337,936,8583,622,293,12.54,0,259,2974,119.1,1,SPANISH,0,RLA
2009-06-16,LOCAL,PRC000000076,42132,17493,41.52,927,5082,10486,998,159,43.64,0,1278,1198,57.6,1,SPANISH,0,RLA
2009-06-23,GENERAL,PRC000000077,15618,13278,85.02,1150,507,10974,647,353,92.56,0,2495,1069,15.9,1,SPANISH,1,NO_AUDIT
2009-06-30,LOCAL,PRC000000078,4533,3343,73.75,794,104,2420,25,301,39.9,0,1646,2566,35.3,1,NONE,1,NO_AUDIT
2009-07-07,SPECIAL,PRC000000079,22758,13081,57.48,5397,380,6935,369,71,8.26,0,4255,415,134.2,1,NONE,1,NO_AUDIT
2009-07-14,PRIMARY,PRC000000080,24639,15436,62.65,4508,3350,7236,342,77,8.59,0,3683,1442,38.7,1,SPANISH,1,TABULATOR_TEST
2009-07-21,GENERAL,PRC000000081,1754,350,19.95,183,137,20,10,272,51.51,0,1863,80,80.3,1,TAGALOG,1,NO_AUDIT
2009-07-28,PRIMARY,PRC000000082,21520,17095,79.44,7369,5980,3447,299,387,94.56,0,1232,2281,30.9,0,SPANISH,0,NO_AUDIT
2009-08-04,PRIMARY,PRC000000083,6304,1110,17.61,90,304,690,26,229,28.67,1,453,1870,161.2,0,NONE,0,TABULATOR_TEST
2009-08-11,GENERAL,PRC000000084,3233,731,22.61,194,117,410,10,456,86.4,0,1420,1046,135.8,1,SPANISH,1,TABULATOR_TEST
2009-08-18,GENERAL,PRC000000085,2273,1855,81.61,818,989,0,48,120,86.06,0,41,2180,74.2,0,NONE,1,RLA
2009-08-25,GENERAL,PRC000000086,9471,2274,24.01,365,777,1017,115,354,56.05,0,4952,2124,164.7,1,KOREAN,1,NO_AUDIT
2009-09-01,LOCAL,PRC000000087,17442,9239,52.97,4374,4591,9,265,4,29.98,0,3338,2782,52.2,0,NONE,0,OTHER
2009-09-08,GENERAL,PRC000000088,354,106,29.94,5,55,45,1,106,69.43,0,1102,3303,68.7,0,SPANISH,1,TABULATOR_TEST
2009-09-15,GENERAL,PRC000000089,43533,34495,79.24,7861,6520,19803,311,311,77.62,0,2114,1083,24.6,1,NONE,1,RLA
2009-09-22,LOCAL,PRC000000090,13575,6953,51.22,2623,3601,528,201,296,89.6,0,3988,1064,96.7,1,SPANISH,0,NO_AUDIT
2009-09-29,PRIMARY,PRC000000091,4554,1326,29.12,688,564,0,74,260,41.5,0,1987,1673,157.4,0,SPANISH,1,NO_AUDIT
2009-10-06,GENERAL,PRC000000092,17295,5513,31.88,2468,447,2559,39,280,93.8,1,1693,2033,59.2,1,ARABIC,1,HAND_COUNT
2009-10-13,GENERAL,PRC000000093,42012,25303,60.23,9077,11555,3566,1105,434,95.01,0,795,1529,72.7,1,NONE,1,TABULATOR_TEST
2009-10-20,LOCAL,PRC000000094,745,245,32.89,107,130,0,8,79,63.84,0,4969,1303,179.5,0,VIETNAMESE,1,HAND_COUNT
2009-10-27,PRIMARY,PRC000000095,38959,15774,40.49,1295,1142,12992,345,221,93.2,1,2207,68,89.2,1,OTHER,1,NO_AUDIT
2009-11-03,RUNOFF,PRC000000096,20430,2502,12.25,913,147,1405,37,24,13.47,0,4452,2088,17.4,1,SPANISH,1,TABULATOR_TEST
2009-11-10,SPECIAL,PRC000000097,41484,20069,48.38,1416,902,17420,331,214,45.24,1,505,254,70.4,1,NONE,1,RLA
2009-11-17,SPECIAL,PRC000000098,5718,1272,22.25,272,240,753,7,79,62.97,0,3128,559,14.8,1,NONE,0,NO_AUDIT
2009-11-24,GENERAL,PRC000000099,39327,28429,72.29,3806,11576,11852,1195,354,16.88,0,619,571,35.4,1,NONE,0,NO_AUDIT
2009-12-01,GENERAL,PRC000000100,29425,4201,14.28,2047,1416,622,116,217,77.26,0,1663,3261,147.3,1,KOREAN,0,OTHER
2009-12-08,PRIMARY,PRC000000101,37838,8797,23.25,4253,4035,0,509,465,27.72,0,2577,2433,6.8,1,RUSSIAN,1,RLA
2009-12-15,GENERAL,PRC000000102,1636,764,46.7,157,71,492,44,198,9.47,0,4996,118,150.3,1,RUSSIAN,0,RLA
2009-12-22,PRIMARY,PRC000000103,14285,2624,18.37,669,1446,405,104,24,46.38,1,1469,597,78.3,1,NONE,0,HAND_COUNT
2009-12-29,SPECIAL,PRC000000104,31014,23604,76.11,4048,6736,11949,871,198,0.44,0,3716,2433,100.4,1,NONE,1,RLA
2010-01-05,PRIMARY,PRC000000105,11441,2137,18.68,669,1109,295,64,368,91.34,1,3333,2839,73.2,1,NONE,0,RLA
2010-01-12,SPECIAL,PRC000000106,2322,724,31.18,38,67,580,39,109,4.38,0,2652,87,93.9,1,NONE,1,NO_AUDIT
2010-01-19,PRIMARY,PRC000000107,27767,9885,35.6,932,2034,6391,528,21,71.39,0,3483,2190,118.6,1,SPANISH,1,TABULATOR_TEST
2010-01-26,PRIMARY,PRC000000108,37831,30854,81.56,8403,12459,9401,591,61,40.56,0,276,812,135.8,1,NONE,1,NO_AUDIT
2010-02-02,GENERAL,PRC000000109,22654,12638,55.79,2173,3582,6767,116,42,39.33,1,3912,1337,160.7,0,NONE,1,TABULATOR_TEST
2010-02-09,GENERAL,PRC000000110,42448,25095,59.12,13718,5478,4661,1238,247,37.35,0,582,3097,109.2,1,VIETNAMESE,1,TABULATOR_TEST
2010-02-16,SPECIAL,PRC000000111,34641,23746,68.55,10013,12311,0,1422,378,58.41,0,2125,2496,36.0,1,NONE,1,HAND_COUNT
2010-02-23,GENERAL,PRC000000112,792,512,64.65,273,221,0,18,400,77.12,1,4178,1034,158.4,0,NONE,1,OTHER
2010-03-02,GENERAL,PRC000000113,42283,21746,51.43,8496,11986,0,1264,17,29.49,0,848,3441,174.8,1,NONE,1,RLA
2010-03-09,GENERAL,PRC000000114,5275,1814,34.39,227,1022,503,62,399,8.45,1,4643,2073,54.0,1,VIETNAMESE,1,OTHER
2010-03-16,GENERAL,PRC000000115,3802,3026,79.59,428,1521,942,135,498,93.32,1,4377,1460,145.7,0,OTHER,0,RLA
2010-03-23,GENERAL,PRC000000116,24425,18790,76.93,6517,2180,9688,405,322,75.78,0,2147,378,148.5,1,NONE,0,NO_AUDIT
2010-03-30,PRIMARY,PRC000000117,799,478,59.82,102,13,358,5,455,14.4,0,3686,2650,92.2,1,NONE,0,RLA
2010-04-06,RUNOFF,PRC000000118,32288,10377,32.14,2330,777,6725,545,312,85.25,1,48,998,90.5,1,CHINESE,1,NO_AUDIT
2010-04-13,SPECIAL,PRC000000119,15779,2336,14.8,541,788,886,121,59,54.79,1,3110,999,51.8,1,NONE,1,NO_AUDIT
2010-04-20,LOCAL,PRC000000120,35234,25160,71.41,2870,4879,16168,1243,250,52.93,0,352,223,131.8,1,VIETNAMESE,0,RLA
2010-04-27,LOCAL,PRC000000121,24963,8592,34.42,4382,2155,1641,414,483,29.43,1,2278,2613,98.5,1,VIETNAMESE,0,NO_AUDIT
2010-05-04,PRIMARY,PRC000000122,5180,2089,40.33,166,999,892,32,349,62.94,1,4339,1340,75.5,0,SPANISH,0,TABULATOR_TEST
2010-05-11,PRIMARY,PRC000000123,39364,10852,27.57,3001,6075,1363,413,181,89.18,1,4492,2885,131.2,1,NONE,1,HAND_COUNT
2010-05-18,GENERAL,PRC000000124,30678,16133,52.59,5092,2902,8043,96,483,36.98,1,524,2121,44.2,1,FRENCH,1,NO_AUDIT
2010-05-25,LOCAL,PRC000000125,33010,11058,33.5,715,1068,9133,142,195,80.65,0,2112,629,35.0,1,SPANISH,1,RLA
2010-06-01,PRIMARY,PRC000000126,27824,4390,15.78,976,2396,974,44,17,3.96,0,3404,2604,78.8,1,SPANISH,1,HAND_COUNT
2010-06-08,LOCAL,PRC000000127,26919,4990,18.54,1368,3154,233,235,281,61.28,0,608,2658,145.9,1,SPANISH,1,TABULATOR_TEST
2010-06-15,GENERAL,PRC000000128,35509,20243,57.01,4814,8224,7183,22,213,43.37,0,1536,1093,10.1,1,SPANISH,1,TABULATOR_TEST
2010-06-22,LOCAL,PRC000000129,18338,12680,69.15,2766,6825,2665,424,440,80.54,0,3190,2945,157.4,1,NONE,1,RLA
2010-06-29,LOCAL,PRC000000130,7017,1787,25.47,782,768,220,17,224,87.78,0,790,3191,45.9,1,NONE,1,RLA
2010-07-06,GENERAL,PRC000000131,1390,1030,74.1,103,202,684,41,118,97.76,1,1643,1469,115.2,1,SPANISH,1,OTHER
2010-07-13,SPECIAL,PRC000000132,25721,12837,49.91,2985,2370,7200,282,14,14.14,1,2973,1697,90.3,1,SPANISH,1,RLA
2010-07-20,LOCAL,PRC000000133,34949,5874,16.81,2710,2667,441,56,127,86.48,1,2749,2552,44.2,0,NONE,0,HAND_COUNT
2010-07-27,GENERAL,PRC000000134,24181,21233,87.81,7436,4310,8606,881,355,10.37,1,1215,337,159.6,1,CHINESE,1,RLA
2010-08-03,PRIMARY,PRC000000135,16434,8798,53.54,2314,315,5777,392,136,8.94,0,3651,2201,134.1,1,NONE,1,RLA
2010-08-10,LOCAL,PRC000000136,928,632,68.1,122,123,364,23,260,65.72,1,1566,1204,104.9,1,NONE,1,RLA
2010-08-17,GENERAL,PRC000000137,10251,1856,18.11,785,566,412,93,271,2.6,0,1307,3109,78.8,1,NONE,0,RLA
2010-08-24,PRIMARY,PRC000000138,20999,17011,81.01,2962,5533,8294,222,92,5.31,0,4661,196,84.6,1,SPANISH,1,NO_AUDIT
2010-08-31,GENERAL,PRC000000139,41105,30857,75.07,12768,7151,9868,1070,410,43.57,0,2615,2063,136.5,1,NONE,1,TABULATOR_TEST
2010-09-07,PRIMARY,PRC000000140,22598,3315,14.67,663,837,1679,136,457,36.05,0,4134,316,116.3,1,SPANISH,0,HAND_COUNT
2010-09-14,PRIMARY,PRC000000141,42545,26786,62.96,13598,4414,7217,1557,173,24.53,0,4146,3410,29.5,0,NONE,1,TABULATOR_TEST
2010-09-21,GENERAL,PRC000000142,35249,26796,76.02,14662,11896,0,238,97,39.84,0,3341,3440,20.4,0,SPANISH,1,NO_AUDIT
2010-09-28,GENERAL,PRC000000143,38216,27335,71.53,3485,8766,14837,247,417,52.78,0,3176,1251,50.4,1,CHINESE,1,RLA
2010-10-05,PRIMARY,PRC000000144,37287,9496,25.47,1465,6048,1438,545,388,14.64,0,3997,2886,154.5,1,SPANISH,0,RLA
2010-10-12,PRIMARY,PRC000000145,40326,10573,26.22,2976,3132,3954,511,100,86.59,0,174,2839,105.4,1,OTHER,1,RLA
2010-10-19,LOCAL,PRC000000146,34390,22074,64.19,11833,8841,207,1193,287,31.43,1,1542,2114,103.6,1,NONE,1,RLA
2010-10-26,PRIMARY,PRC000000147,12211,9765,79.97,2343,3149,4098,175,424,42.2,0,3834,2749,151.8,1,SPANISH,0,RLA
2010-11-02,PRIMARY,PRC000000148,1326,849,64.03,104,48,664,33,207,19.82,0,1554,2029,105.4,1,TAGALOG,0,HAND_COUNT
2010-11-09,GENERAL,PRC000000149,3420,1635,47.81,509,146,962,18,491,17.61,0,3175,2485,115.7,1,SPANISH,1,NO_AUDIT
2010-11-16,SPECIAL,PRC000000150,41471,15447,37.25,6889,6898,1410,250,47,19.52,0,1513,478,112.5,0,NONE,0,RLA
2010-11-23,GENERAL,PRC000000151,38408,15908,41.42,7453,2125,5635,695,314,41.04,1,1629,1195,27.5,1,RUSSIAN,0,OTHER
2010-11-30,PRIMARY,PRC000000152,19699,10607,53.85,5783,2274,2418,132,224,24.92,0,4910,2310,76.4,1,NONE,0,NO_AUDIT
2010-12-07,GENERAL,PRC000000153,28030,20686,73.8,1456,2447,15684,1099,150,14.81,0,4443,1249,9.5,0,NONE,0,NO_AUDIT
2010-12-14,PRIMARY,PRC000000154,20116,12343,61.36,3038,7066,1961,278,101,11.94,1,3253,195,37.3,1,ARABIC,1,RLA
2010-12-21,SPECIAL,PRC000000155,4395,585,13.31,73,323,168,21,447,36.59,0,4809,2273,2.7,0,CHINESE,1,NO_AUDIT
2010-12-28,PRIMARY,PRC000000156,17263,13962,80.88,5892,2567,5230,273,165,10.08,0,3115,1509,96.9,1,NONE,1,RLA
2011-01-04,LOCAL,PRC000000157,3730,2268,60.8,748,565,944,11,300,12.18,0,2558,32,164.4,1,NONE,1,HAND_COUNT
2011-01-11,GENERAL,PRC000000158,954,758,79.45,412,266,70,10,342,19.42,0,3835,242,89.0,0,VIETNAMESE,0,HAND_COUNT
2011-01-18,LOCAL,PRC000000159,34019,16056,47.2,6227,3174,6567,88,390,21.73,0,421,1284,15.0,1,VIETNAMESE,1,RLA
2011-01-25,GENERAL,PRC000000160,37173,17385,46.77,5637,2073,9675,0,130,35.85,0,2779,2825,167.9,1,NONE,1,TABULATOR_TEST
2011-02-01,PRIMARY,PRC000000161,15692,12718,81.05,5720,6306,0,692,77,88.91,0,4832,1500,151.9,1,RUSSIAN,1,RLA
2011-02-08,PRIMARY,PRC000000162,35030,6084,17.37,1410,2983,1362,329,209,46.31,0,2704,562,36.9,1,SPANISH,1,NO_AUDIT
2011-02-15,GENERAL,PRC000000163,26971,16233,60.19,1440,2221,12384,188,37,45.73,0,4504,900,135.0,1,CHINESE,1,RLA
2011-02-22,RUNOFF,PRC000000164,24807,13653,55.04,2664,4307,5907,775,387,19.83,0,2080,3191,72.4,1,NONE,1,RLA
2011-03-01,PRIMARY,PRC000000165,24847,3732,15.02,1581,596,1477,78,134,41.56,0,1482,653,166.2,1,NONE,1,TABULATOR_TEST
2011-03-08,GENERAL,PRC000000166,19441,11726,60.32,2878,2429,5863,556,250,68.28,0,581,370,162.3,1,NONE,0,NO_AUDIT
2011-03-15,GENERAL,PRC000000167,18788,13377,71.2,1923,5926,4739,789,456,17.82,0,2595,2542,69.7,0,SPANISH,0,OTHER
2011-03-22,SPECIAL,PRC000000168,822,564,68.61,42,274,219,29,108,27.01,1,1118,334,132.3,1,NONE,1,NO_AUDIT
2011-03-29,LOCAL,PRC000000169,15368,7823,50.9,2379,968,4169,307,190,65.48,0,3505,883,128.9,1,NONE,1,TABULATOR_TEST
2011-04-05,PRIMARY,PRC000000170,37278,27227,73.04,10539,3957,11244,1487,23,51.56,0,2961,1084,131.3,0,NONE,1,NO_AUDIT
2011-04-12,PRIMARY,PRC000000171,11796,6593,55.89,2877,3692,0,24,193,64.08,0,4769,3100,11.5,1,SPANISH,1,RLA
2011-04-19,PRIMARY,PRC000000172,16507,12201,73.91,2247,5528,4237,189,74,32.6,0,717,1585,147.8,1,VIETNAMESE,1,HAND_COUNT
2011-04-26,LOCAL,PRC000000173,7300,1417,19.41,121,147,1145,4,115,92.76,0,3897,1110,58.4,1,SPANISH,1,RLA
2011-05-03,GENERAL,PRC000000174,33671,12512,37.16,4413,7782,102,215,93,43.74,1,426,3280,45.5,1,NONE,0,TABULATOR_TEST
2011-05-10,GENERAL,PRC000000175,18691,16089,86.08,5576,10019,0,494,458,97.47,0,1110,2448,60.1,1,TAGALOG,1,NO_AUDIT
2011-05-17,PRIMARY,PRC000000176,21781,4593,21.09,1717,1984,892,0,322,8.45,0,4230,2599,48.7,1,SPANISH,1,RLA
2011-05-24,GENERAL,PRC000000177,36814,30713,83.43,7463,14925,8049,276,3,14.34,0,1061,2555,5.0,1,VIETNAMESE,1,RLA
2011-05-31,PRIMARY,PRC000000178,3087,1760,57.01,164,955,613,28,342,92.81,0,4890,2013,174.6,0,NONE,0,TABULATOR_TEST
